cancer	stage_id	run_id	analysis_version	metabolite_key	metabolite_name	gene	relationship_type	role_in_written_reaction	reaction	source_url	uniprot_accession	evidence_origin	mapping_status	status	reason	identity_basis	source_path	source_evidence	rhea_id	historical_reaction_id	relation_key	patient_analysis_this_round	functional_analysis_this_round	evidence_id
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00042	succinate	SUCLA2	enzyme_complex_member	substrate_as_written	succinate + ATP + CoA = succinyl-CoA + ADP + phosphate	https://www.uniprot.org/uniprotkb/Q9P2R7/entry	Q9P2R7	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/SUCLA2.json	"[{""evidenceCode"": ""ECO:0000255"", ""source"": ""HAMAP-Rule"", ""id"": ""MF_03220""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""15877282""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""34492704""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""40108300""}]"	RHEA:17661		KEGG:C00042|SUCLA2	NOT_RUN	NOT_RUN	M190E0186
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00042	succinate	SUCLG1	enzyme_complex_member	substrate_as_written	succinate + ATP + CoA = succinyl-CoA + ADP + phosphate	https://www.uniprot.org/uniprotkb/P53597/entry	P53597	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/SUCLG1.json	"[{""evidenceCode"": ""ECO:0000255"", ""source"": ""HAMAP-Rule"", ""id"": ""MF_03222""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""34492704""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""40108300""}]"	RHEA:17661		KEGG:C00042|SUCLG1	NOT_RUN	NOT_RUN	M190E0187
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00042	succinate	SUCLG1	enzyme_complex_member	substrate_as_written	GTP + succinate + CoA = succinyl-CoA + GDP + phosphate	https://www.uniprot.org/uniprotkb/P53597/entry	P53597	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/SUCLG1.json	"[{""evidenceCode"": ""ECO:0000255"", ""source"": ""HAMAP-Rule"", ""id"": ""MF_03222""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""40108300""}]"	RHEA:22120		KEGG:C00042|SUCLG1	NOT_RUN	NOT_RUN	M190E0188
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00042	succinate	SUCLG2	enzyme_complex_member	substrate_as_written	GTP + succinate + CoA = succinyl-CoA + GDP + phosphate	https://www.uniprot.org/uniprotkb/Q96I99/entry	Q96I99	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/SUCLG2.json	"[{""evidenceCode"": ""ECO:0000255"", ""source"": ""HAMAP-Rule"", ""id"": ""MF_03221""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""40108300""}]"	RHEA:22120		KEGG:C00042|SUCLG2	NOT_RUN	NOT_RUN	M190E0189
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00791	creatinine	SLC22A2	transporter	transport	creatinine(in) = creatinine(out)	https://www.uniprot.org/uniprotkb/O15244/entry	O15244	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/SLC22A2.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""15212162""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17072098""}]"	RHEA:74539		KEGG:C00791|SLC22A2	NOT_RUN	NOT_RUN	M190E0190
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00791	creatinine	SLC47A1	transporter	transport	creatinine(in) + H(+)(out) = creatinine(out) + H(+)(in)	https://www.uniprot.org/uniprotkb/Q96FL8/entry	Q96FL8	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/SLC47A1.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17509534""}]"	RHEA:72183		KEGG:C00791|SLC47A1	NOT_RUN	NOT_RUN	M190E0191
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00791	creatinine	SLC47A2	transporter	transport	creatinine(in) + H(+)(out) = creatinine(out) + H(+)(in)	https://www.uniprot.org/uniprotkb/Q86VL8/entry	Q86VL8	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/SLC47A2.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17509534""}]"	RHEA:72183		KEGG:C00791|SLC47A2	NOT_RUN	NOT_RUN	M190E0192
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C03017	propionylcarnitine	CRAT	enzyme	product_as_written	propanoyl-CoA + (R)-carnitine = O-propanoyl-(R)-carnitine + CoA	https://www.uniprot.org/uniprotkb/P43155/entry	P43155	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/CRAT.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""23485643""}]"	RHEA:44976		KEGG:C03017|CRAT	NOT_RUN	NOT_RUN	M190E0193
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C03017	propionylcarnitine	SLC25A20	transporter	transport	O-propanoyl-(R)-carnitine(in) + (R)-carnitine(out) = O-propanoyl-(R)-carnitine(out) + (R)-carnitine(in)	https://www.uniprot.org/uniprotkb/O43772/entry	O43772	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/SLC25A20.json	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P97521""}]"	RHEA:49912		KEGG:C03017|SLC25A20	NOT_RUN	NOT_RUN	M190E0194
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	HMDB:HMDB00736	isobutyrylcarnitine	CRAT	enzyme	product_as_written	2-methylpropanoyl-CoA + (R)-carnitine = O-isobutanoyl-(R)-carnitine + CoA	https://www.uniprot.org/uniprotkb/P43155/entry	P43155	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/CRAT.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""23485643""}]"	RHEA:44988		HMDB:HMDB00736|CRAT	NOT_RUN	NOT_RUN	M190E0195
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	HMDB:HMDB00848	stearoylcarnitine	CPT2	enzyme	product_as_written	(R)-carnitine + octadecanoyl-CoA = O-octadecanoyl-(R)-carnitine + CoA	https://www.uniprot.org/uniprotkb/P23786/entry	P23786	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/CPT2.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""20538056""}]"	RHEA:44840		HMDB:HMDB00848|CPT2	NOT_RUN	NOT_RUN	M190E0196
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	HMDB:HMDB05065	oleoylcarnitine	CPT2	enzyme	product_as_written	(R)-carnitine + (9Z)-octadecenoyl-CoA = O-(9Z)-octadecenoyl-(R)-carnitine + CoA	https://www.uniprot.org/uniprotkb/P23786/entry	P23786	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/CPT2.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""20538056""}]"	RHEA:44856		HMDB:HMDB05065|CPT2	NOT_RUN	NOT_RUN	M190E0197
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C02679	laurate (12:0)	ABHD12	enzyme	product_as_written	1-dodecanoylglycerol + H2O = dodecanoate + glycerol + H(+)	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	Q8N2K0	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/ABHD12.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}]"	RHEA:44316		KEGG:C02679|ABHD12	NOT_RUN	NOT_RUN	M190E0198
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C02679	laurate (12:0)	ABHD6	enzyme	product_as_written	1-dodecanoylglycerol + H2O = dodecanoate + glycerol + H(+)	https://www.uniprot.org/uniprotkb/Q9BV23/entry	Q9BV23	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/ABHD6.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}]"	RHEA:44316		KEGG:C02679|ABHD6	NOT_RUN	NOT_RUN	M190E0199
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C02679	laurate (12:0)	ACSL3	enzyme	substrate_as_written	dodecanoate + ATP + CoA = dodecanoyl-CoA + AMP + diphosphate	https://www.uniprot.org/uniprotkb/O95573/entry	O95573	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/ACSL3.json	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q63151""}]"	RHEA:33623		KEGG:C02679|ACSL3	NOT_RUN	NOT_RUN	M190E0200
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C02679	laurate (12:0)	ACSM1	enzyme	substrate_as_written	dodecanoate + ATP + CoA = dodecanoyl-CoA + AMP + diphosphate	https://www.uniprot.org/uniprotkb/Q08AH1/entry	Q08AH1	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/ACSM1.json	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q91VA0""}]"	RHEA:33623		KEGG:C02679|ACSM1	NOT_RUN	NOT_RUN	M190E0201
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C02679	laurate (12:0)	MGLL	enzyme	product_as_written	1-dodecanoylglycerol + H2O = dodecanoate + glycerol + H(+)	https://www.uniprot.org/uniprotkb/Q99685/entry	Q99685	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/MGLL.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""24368842""}]"	RHEA:44316		KEGG:C02679|MGLL	NOT_RUN	NOT_RUN	M190E0202
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C06424	myristate (14:0)	ABHD12	enzyme	product_as_written	1-tetradecanoylglycerol + H2O = tetradecanoate + glycerol + H(+)	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	Q8N2K0	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/ABHD12.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}]"	RHEA:44312		KEGG:C06424|ABHD12	NOT_RUN	NOT_RUN	M190E0203
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C06424	myristate (14:0)	ABHD6	enzyme	product_as_written	1-tetradecanoylglycerol + H2O = tetradecanoate + glycerol + H(+)	https://www.uniprot.org/uniprotkb/Q9BV23/entry	Q9BV23	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/ABHD6.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}]"	RHEA:44312		KEGG:C06424|ABHD6	NOT_RUN	NOT_RUN	M190E0204
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C06424	myristate (14:0)	ACSL3	enzyme	substrate_as_written	tetradecanoate + ATP + CoA = tetradecanoyl-CoA + AMP + diphosphate	https://www.uniprot.org/uniprotkb/O95573/entry	O95573	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/ACSL3.json	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q63151""}]"	RHEA:33619		KEGG:C06424|ACSL3	NOT_RUN	NOT_RUN	M190E0205
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C06424	myristate (14:0)	ACSM1	enzyme	substrate_as_written	tetradecanoate + ATP + CoA = tetradecanoyl-CoA + AMP + diphosphate	https://www.uniprot.org/uniprotkb/Q08AH1/entry	Q08AH1	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/ACSM1.json	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q91VA0""}]"	RHEA:33619		KEGG:C06424|ACSM1	NOT_RUN	NOT_RUN	M190E0206
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C06424	myristate (14:0)	MGLL	enzyme	product_as_written	1-tetradecanoylglycerol + H2O = tetradecanoate + glycerol + H(+)	https://www.uniprot.org/uniprotkb/Q99685/entry	Q99685	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/MGLL.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""24368842""}]"	RHEA:44312		KEGG:C06424|MGLL	NOT_RUN	NOT_RUN	M190E0207
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C01530	stearate (18:0)	ABHD12	enzyme	product_as_written	1-octadecanoyl-sn-glycero-3-phosphoserine + H2O = sn-glycero-3-phospho-L-serine + octadecanoate + H(+)	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	Q8N2K0	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/ABHD12.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""33571455""}]"	RHEA:51184		KEGG:C01530|ABHD12	NOT_RUN	NOT_RUN	M190E0208
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C01530	stearate (18:0)	ABHD12	enzyme	product_as_written	1-octadecanoylglycerol + H2O = octadecanoate + glycerol + H(+)	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	Q8N2K0	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/ABHD12.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""30237167""}]"	RHEA:38363		KEGG:C01530|ABHD12	NOT_RUN	NOT_RUN	M190E0209
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C01530	stearate (18:0)	ACSL3	enzyme	substrate_as_written	octadecanoate + ATP + CoA = octadecanoyl-CoA + AMP + diphosphate	https://www.uniprot.org/uniprotkb/O95573/entry	O95573	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/ACSL3.json	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q63151""}]"	RHEA:33615		KEGG:C01530|ACSL3	NOT_RUN	NOT_RUN	M190E0210
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C01530	stearate (18:0)	LYPLA2	enzyme	product_as_written	1-octadecanoyl-sn-glycero-3-phosphocholine + H2O = octadecanoate + sn-glycerol 3-phosphocholine + H(+)	https://www.uniprot.org/uniprotkb/O95372/entry	O95372	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/LYPLA2.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""25301951""}]"	RHEA:40887		KEGG:C01530|LYPLA2	NOT_RUN	NOT_RUN	M190E0211
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C01530	stearate (18:0)	MGLL	enzyme	product_as_written	1-octadecanoylglycerol + H2O = octadecanoate + glycerol + H(+)	https://www.uniprot.org/uniprotkb/Q99685/entry	Q99685	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/MGLL.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""20079333""}]"	RHEA:38363		KEGG:C01530|MGLL	NOT_RUN	NOT_RUN	M190E0212
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00712	oleate (18:1n9)	ABHD12	enzyme	product_as_written	1-(9Z-octadecenoyl)-sn-glycero-3-phospho-L-serine + H2O = sn-glycero-3-phospho-L-serine + (9Z)-octadecenoate + H(+)	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	Q8N2K0	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/ABHD12.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""25290914""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""30237167""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""33571455""}]"	RHEA:40499		KEGG:C00712|ABHD12	NOT_RUN	NOT_RUN	M190E0213
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00712	oleate (18:1n9)	ABHD12	enzyme	product_as_written	1-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol) + H2O = sn-glycero-3-phospho-(1'-sn-glycerol) + (9Z)-octadecenoate + H(+)	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	Q8N2K0	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/ABHD12.json	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q99LR1""}]"	RHEA:44584		KEGG:C00712|ABHD12	NOT_RUN	NOT_RUN	M190E0214
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00712	oleate (18:1n9)	ABHD12	enzyme	product_as_written	1-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1D-myo-inositol) + H2O = sn-glycero-3-phospho-1D-myo-inositol + (9Z)-octadecenoate + H(+)	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	Q8N2K0	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/ABHD12.json	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q99LR1""}]"	RHEA:44588		KEGG:C00712|ABHD12	NOT_RUN	NOT_RUN	M190E0215
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00712	oleate (18:1n9)	ABHD12	enzyme	product_as_written	1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + H2O = sn-glycero-3-phosphoethanolamine + (9Z)-octadecenoate + H(+)	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	Q8N2K0	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/ABHD12.json	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q99LR1""}]"	RHEA:40895		KEGG:C00712|ABHD12	NOT_RUN	NOT_RUN	M190E0216
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00712	oleate (18:1n9)	ABHD12	enzyme	product_as_written	2-(9Z-octadecenoyl)-glycerol + H2O = glycerol + (9Z)-octadecenoate + H(+)	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	Q8N2K0	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/ABHD12.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""30237167""}]"	RHEA:38491		KEGG:C00712|ABHD12	NOT_RUN	NOT_RUN	M190E0217
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00712	oleate (18:1n9)	ABHD12	enzyme	product_as_written	1-(9Z-octadecenoyl)-glycerol + H2O = glycerol + (9Z)-octadecenoate + H(+)	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	Q8N2K0	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/ABHD12.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""30237167""}]"	RHEA:38487		KEGG:C00712|ABHD12	NOT_RUN	NOT_RUN	M190E0218
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00712	oleate (18:1n9)	ABHD6	enzyme	product_as_written	2-(9Z-octadecenoyl)-glycerol + H2O = glycerol + (9Z)-octadecenoate + H(+)	https://www.uniprot.org/uniprotkb/Q9BV23/entry	Q9BV23	NEW_REVIEW	DIRECT_ACCEPTED	DONE	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	Inherited CAMP feature; no reidentification; exact key join	reference/brca_mapping190_sources_v1/ABHD6.json	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}]"	RHEA:38491		KEGG:C00712|ABHD6	NOT_RUN	NOT_RUN	M190E0219
