cancer	source_row_1based	metabolite_key	gene	dataset_id	dataset_decision	relation_ready	feature_presence	gene_presence	reason
COAD	37	KEGG:C00299	UPP2	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	37	KEGG:C00299	UPP2	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	37	KEGG:C00299	UPP2	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	37	KEGG:C00299	UPP2	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	37	KEGG:C00299	UPP2	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	37	KEGG:C00299	UPP2	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	37	KEGG:C00299	UPP2	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	38	KEGG:C00015	B4GALT2	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	38	KEGG:C00015	B4GALT2	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	38	KEGG:C00015	B4GALT2	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	38	KEGG:C00015	B4GALT2	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	38	KEGG:C00015	B4GALT2	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	38	KEGG:C00015	B4GALT2	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	38	KEGG:C00015	B4GALT2	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	38	KEGG:C00015	B4GALT2	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	38	KEGG:C00015	B4GALT2	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	39	KEGG:C00015	NME6	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	39	KEGG:C00015	NME6	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	39	KEGG:C00015	NME6	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	39	KEGG:C00015	NME6	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	39	KEGG:C00015	NME6	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	39	KEGG:C00015	NME6	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	39	KEGG:C00015	NME6	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	39	KEGG:C00015	NME6	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	39	KEGG:C00015	NME6	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
