gene	relation_count	metabolites	search_status	search_hit_count	abstracts_manually_reviewed	functional_status	exact_metabolite_mechanism	cell_source_status	cptac_status	work_group	next_evidence
OTC	1	ornithine	DONE	7	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PARP1	1	nicotinamide adenine dinucleotide (NAD+)	DONE	123	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PARP10	1	nicotinamide adenine dinucleotide (NAD+)	DONE	2	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PARP11	1	nicotinamide adenine dinucleotide (NAD+)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PARP12	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PARP14	1	nicotinamide adenine dinucleotide (NAD+)	DONE	3	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PARP16	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PARP2	1	nicotinamide adenine dinucleotide (NAD+)	DONE	14	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PARP3	1	nicotinamide adenine dinucleotide (NAD+)	DONE	4	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PARP6	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PARP8	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PARP9	1	nicotinamide adenine dinucleotide (NAD+)	DONE	5	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PEPD	1	glycylproline	DONE	2	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	HISTORICAL_SUMMARY_NEEDS_REVIEW	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PGP	2	glycerol;glycerol 3-phosphate (G3P)	DONE	48	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PHGDH	1	nicotinamide adenine dinucleotide (NAD+)	DONE	20	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PLA2G15	1	glycerophosphorylcholine (GPC)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PLA2G4A	2	glycerol;glycerophosphorylcholine (GPC)	DONE	3	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PLA2G4B	1	glycerophosphorylcholine (GPC)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PLA2G4C	1	glycerophosphorylcholine (GPC)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PLA2G6	1	glycerophosphorylcholine (GPC)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PLBD1	1	leucine	DONE	3	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PLD3	1	glycerol	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PLD4	1	glycerol	DONE	2	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PM20D1	1	leucine	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PM20D2	2	lysine;ornithine	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PNLIPRP2	1	glycerol	DONE	8	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PNP	1	guanosine	DONE	54	1	REVIEW_PARTIAL	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	HISTORICAL_SUMMARY_NEEDS_REVIEW	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PNPLA2	2	2-oleoylglycerol (2-monoolein);glycerol	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PNPLA3	1	glycerol	DONE	13	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PNPLA4	1	glycerol	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PNPLA6	4	2-oleoylglycerol (2-monoolein);2-palmitoylglycerol (16:0);glycerol;glycerophosphorylcholine (GPC)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PNPLA8	1	glycerophosphorylcholine (GPC)	DONE	2	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PTGR2	1	nicotinamide adenine dinucleotide (NAD+)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PYCR1	1	nicotinamide adenine dinucleotide (NAD+)	DONE	5	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PYCR2	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PYCR3	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
PYROXD1	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
QARS1	1	glutamine	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
QDPR	1	nicotinamide adenine dinucleotide (NAD+)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
RDH16	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
RDH5	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
RNLS	1	nicotinamide adenine dinucleotide (NAD+)	DONE	13	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
RTN4IP1	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SAMHD1	2	2'-deoxyguanosine;thymidine	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SARM1	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SDR16C5	1	nicotinamide adenine dinucleotide (NAD+)	DONE	3	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SDR9C7	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SIRT1	1	nicotinamide adenine dinucleotide (NAD+)	DONE	274	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SIRT2	1	nicotinamide adenine dinucleotide (NAD+)	DONE	19	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SIRT3	1	nicotinamide adenine dinucleotide (NAD+)	DONE	41	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SIRT4	1	nicotinamide adenine dinucleotide (NAD+)	DONE	20	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SIRT5	1	nicotinamide adenine dinucleotide (NAD+)	DONE	7	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SIRT6	1	nicotinamide adenine dinucleotide (NAD+)	DONE	33	1	ABSTRACT_GENETIC_REPORT_FULLTEXT_PENDING	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	FUNCTIONAL_BACKGROUND_ASSOCIATION_PENDING	Verify model-specific intervention and exact metabolite mechanism
SIRT7	1	nicotinamide adenine dinucleotide (NAD+)	DONE	8	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC13A2	1	citrate	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC13A5	1	citrate	DONE	3	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC15A1	1	glycylproline	DONE	4	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	HISTORICAL_SUMMARY_NEEDS_REVIEW	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC16A10	1	tryptophan	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC1A5	1	glutamine	DONE	11	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC22A15	1	acetylcarnitine	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC22A5	1	acetylcarnitine	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC22A7	2	2'-deoxyguanosine;guanosine	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC25A1	1	citrate	DONE	4	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC25A14	1	citrate	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC25A15	2	lysine;ornithine	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC25A17	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC25A2	2	lysine;ornithine	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC25A20	1	acetylcarnitine	DONE	2	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC25A21	1	citrate	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC25A29	2	lysine;ornithine	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC25A36	1	2'-deoxycytidine 5'-monophosphate	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC25A47	1	nicotinamide adenine dinucleotide (NAD+)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC28A1	1	thymidine	DONE	8	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC28A2	1	guanosine	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC28A3	2	guanosine;thymidine	DONE	5	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC29A1	3	guanosine;thymidine;thymine	DONE	10	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	HISTORICAL_SUMMARY_NEEDS_REVIEW	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC29A2	3	guanosine;thymidine;thymine	DONE	3	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	HISTORICAL_SUMMARY_NEEDS_REVIEW	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC29A3	2	guanosine;thymidine	DONE	11	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC35G1	1	citrate	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC36A4	1	tryptophan	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC38A3	1	glutamine	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC38A4	1	glutamine	DONE	3	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC38A7	1	glutamine	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC38A9	2	glutamine;leucine	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC43A1	1	leucine	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC43A2	1	leucine	DONE	2	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC6A14	4	glutamine;leucine;lysine;tryptophan	DONE	29	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC6A15	2	glutamine;leucine	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC6A19	3	glutamine;leucine;tryptophan	DONE	3	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC6A6	1	taurine	DONE	3	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC7A1	1	lysine	DONE	2	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC7A3	2	lysine;ornithine	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
