cancer	cohort	relation_id	metabolite_key	stable_gene_id	gene	mapping_version	metabolite_effect	metabolite_p	metabolite_q	metabolite_n	metabolite_source_run	association_rho	association_p	association_q	association_n	association_source_run	RNA_effect	RNA_p	RNA_q	RNA_n	RNA_source_run	sc_source_run	metabolite_evidence	patient_association_evidence	RNA_background	cell_background	data_limitations	next_action	status	reason	metabolite_name	mapping_status	association_available_rho	association_available_p	association_available_q	association_available_n	historical_RNA_Wilcoxon_p	historical_RNA_Wilcoxon_q	historical_RNA_source_run
PDAC	CAMP_PDAC_GSE62452	de1459df2f928ff6	KEGG:C00022	UniProtKB:P11498	PC	PDAC_paired51_mapping_v2	1.991138633630236	0.037109375	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.0151077303814988	0.9473	0.9664097982708933	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	pyruvate	DIRECT	0.15	0.5818	0.866498275862069	16	0.9658203125	0.989735863095238	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	a81c725450209c29	KEGG:C00022	UniProtKB:P08559	PDHA1	PDAC_paired51_mapping_v2	1.991138633630236	0.037109375	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.5740937544969548	0.0072	0.12319199999999998	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOMINAL_EXPLORATORY	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	pyruvate	DIRECT	-0.6794117647058824	0.0043	0.13369090909090908	16	0.123046875	0.239852241847826	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	9c4f7604d070d0fb	KEGG:C00022	UniProtKB:P29803	PDHA2	PDAC_paired51_mapping_v2	1.991138633630236	0.037109375	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.3238309164382136	0.1481	0.48821217391304345	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	pyruvate	DIRECT	0.3676470588235294	0.1616	0.6728478260869565	16	0.1015625	0.2117853682170542	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	a3b67698201bf772	KEGG:C00022	UniProtKB:P11177	PDHB	PDAC_paired51_mapping_v2	1.991138633630236	0.037109375	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.397398994817686	0.0788	0.34018536585365855	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	pyruvate	DIRECT	-0.5176470588235293	0.0427	0.3946864864864865	16	0.0830078125	0.1860758463541666	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	716132cf94619dea	KEGG:C00022	UniProtKB:P30613	PKLR	PDAC_paired51_mapping_v2	1.991138633630236	0.037109375	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.4295850291087053	0.0534	0.2752225352112676	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	pyruvate	DIRECT	0.4676470588235294	0.0709	0.48513333333333336	16	0.0830078125	0.1860758463541666	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	45aca83ebc3c477f	KEGG:C00022	UniProtKB:P14618	PKM	PDAC_paired51_mapping_v2	1.991138633630236	0.037109375	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.0197057352802158	0.932	0.9563130434782608	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	pyruvate	DIRECT	0.0323529411764705	0.9072	0.9803650306748466	16	0.0048828125	0.047762784090909	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	60f82d199d72991e	KEGG:C00022	UniProtKB:P52758	RIDA	PDAC_paired51_mapping_v2	1.991138633630236	0.037109375	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.2955860292032375	0.1912	0.5246883720930233	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	pyruvate	DIRECT	-0.3294117647058824	0.2042	0.6959533980582524	16	0.8984375	0.944061279296875	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	9474f2d711322164	KEGG:C00022	UniProtKB:P20132	SDS	PDAC_paired51_mapping_v2	1.991138633630236	0.037109375	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.0919600979743405	0.6886	0.8438429065743944	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	pyruvate	DIRECT	-0.1117647058823529	0.6708	0.9096671814671814	16	0.240234375	0.3620338760504201	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	283949222ae6d00f	KEGG:C00022	UniProtKB:Q96GA7	SDSL	PDAC_paired51_mapping_v2	1.991138633630236	0.037109375	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.3895167007055997	0.0804	0.342910843373494	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	pyruvate	DIRECT	-0.5352941176470588	0.0356	0.3631235294117647	16	0.013671875	0.0687426985981308	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	b5922cb4a41ee8f3	KEGG:C00022	UniProtKB:Q8NCK7	SLC16A11	PDAC_paired51_mapping_v2	1.991138633630236	0.037109375	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.0807935146488849	0.7398	0.8647873817034701	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	pyruvate	DIRECT	0.1735294117647058	0.5223	0.8587103773584907	16	0.0068359375	0.0517990757042253	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	38a236a14ba49fcb	KEGG:C00022	UniProtKB:O15427	SLC16A3	PDAC_paired51_mapping_v2	1.991138633630236	0.037109375	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.0696269313234293	0.7658	0.8647873817034701	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	pyruvate	DIRECT	0.0411764705882353	0.8794	0.9725076923076923	16	0.123046875	0.239852241847826	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	6d36635b6f1b4514	KEGG:C00022	UniProtKB:O60669	SLC16A7	PDAC_paired51_mapping_v2	1.991138633630236	0.037109375	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.3146349066407795	0.1621	0.49468448275862065	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	pyruvate	DIRECT	0.2970588235294117	0.2602	0.746415	16	0.5771484375	0.6839336109581498	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	6e456094abd4323d	KEGG:C00022	UniProtKB:Q8N695	SLC5A8	PDAC_paired51_mapping_v2	1.991138633630236	0.037109375	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.245664833160024	0.2808	0.5805202247191011	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	pyruvate	DIRECT	0.3617647058823529	0.1694	0.6728478260869565	16	0.1015625	0.2117853682170542	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	ca5c8f70a4dc79ef	KEGG:C00245	UniProtKB:Q9BSE5	AGMAT	PDAC_paired51_mapping_v2	1.754625643003237	0.001953125	0.17488606770833334	11	20260922T112500Z_sop_v3_discovery	-0.1532467532467532	0.5039	0.73455	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	taurine	DIRECT	-0.1532467532467532	0.5039	0.8587103773584907	21	0.8310546875	0.8996125188631791	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	84da5aa556f54313	KEGG:C00245	UniProtKB:Q14032	BAAT	PDAC_paired51_mapping_v2	1.754625643003237	0.001953125	0.17488606770833334	11	20260922T112500Z_sop_v3_discovery	0.2246753246753246	0.3225	0.6078255319148936	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	taurine	DIRECT	0.2246753246753246	0.3225	0.7885542857142857	21	0.2060546875	0.327013043879056	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	143d9130f190d5ef	KEGG:C00245	UniProtKB:O00519	FAAH	PDAC_paired51_mapping_v2	1.754625643003237	0.001953125	0.17488606770833334	11	20260922T112500Z_sop_v3_discovery	-0.4376623376623376	0.0477	0.263840625	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOMINAL_EXPLORATORY	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	taurine	DIRECT	-0.4376623376623376	0.0477	0.41829230769230774	21	0.0009765625	0.0437825520833333	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	459a664d45cd9eb0	KEGG:C00245	UniProtKB:Q01740	FMO1	PDAC_paired51_mapping_v2	1.754625643003237	0.001953125	0.17488606770833334	11	20260922T112500Z_sop_v3_discovery	0.1	0.6645	0.8312120141342756	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	taurine	DIRECT	0.1	0.6645	0.9096671814671814	21	0.0419921875	0.1255099826388888	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	274695f66f991a56	KEGG:C00245	UniProtKB:P31513	FMO3	PDAC_paired51_mapping_v2	1.754625643003237	0.001953125	0.17488606770833334	11	20260922T112500Z_sop_v3_discovery	0.2792207792207792	0.2184	0.5515075862068965	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	taurine	DIRECT	0.2792207792207792	0.2184	0.7089567567567567	21	0.8984375	0.944061279296875	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	486f5a94cf5d93c8	KEGG:C00245	UniProtKB:P50440	GATM	PDAC_paired51_mapping_v2	1.754625643003237	0.001953125	0.17488606770833334	11	20260922T112500Z_sop_v3_discovery	-0.1883116883116883	0.4129	0.658408108108108	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	taurine	DIRECT	-0.1883116883116883	0.4129	0.85538	21	0.0048828125	0.047762784090909	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	8018da920dce6b04	KEGG:C00245	UniProtKB:Q8IWT6	LRRC8A	PDAC_paired51_mapping_v2	1.754625643003237	0.001953125	0.17488606770833334	11	20260922T112500Z_sop_v3_discovery	-0.2181818181818181	0.3404	0.6116832487309645	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	taurine	DIRECT	-0.2181818181818181	0.3404	0.8028744827586206	21	0.001953125	0.0437825520833333	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	8e04c036adeaf85e	KEGG:C00245	UniProtKB:Q9Y2Z2	MTO1	PDAC_paired51_mapping_v2	1.754625643003237	0.001953125	0.17488606770833334	11	20260922T112500Z_sop_v3_discovery	0.1623376623376623	0.4816	0.7163294117647059	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	taurine	DIRECT	0.1623376623376623	0.4816	0.8587103773584907	21	0.123046875	0.239852241847826	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	20f6511cb0e41baf	KEGG:C00245	UniProtKB:P31641	SLC6A6	PDAC_paired51_mapping_v2	1.754625643003237	0.001953125	0.17488606770833334	11	20260922T112500Z_sop_v3_discovery	0.4935064935064934	0.0275	0.20712765957446808	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOMINAL_EXPLORATORY	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	taurine	DIRECT	0.4935064935064934	0.0275	0.3617307692307692	21	0.0048828125	0.047762784090909	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	e3e4bbcddbacee97	KEGG:C00214	UniProtKB:P21589	NT5E	PDAC_paired51_mapping_v2	-1.3636904444775453	0.00390625	0.17488606770833334	11	20260922T112500Z_sop_v3_discovery	-0.0104031297322059	0.9647	0.9767365714285714	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	thymidine	DIRECT	-0.119047619047619	0.7871	0.9355125	8	0.0048828125	0.047762784090909	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	42201edd83aba460	KEGG:C00214	UniProtKB:Q9NPB1	NT5M	PDAC_paired51_mapping_v2	-1.3636904444775453	0.00390625	0.17488606770833334	11	20260922T112500Z_sop_v3_discovery	0.5142118410490388	0.0181	0.16018500000000002	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOMINAL_EXPLORATORY	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	thymidine	DIRECT	0.0476190476190476	0.9292	0.9803650306748466	8	0.1474609375	0.2671177925084175	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	606744d0709da869	KEGG:C00214	UniProtKB:Q9Y3Z3	SAMHD1	PDAC_paired51_mapping_v2	-1.3636904444775453	0.00390625	0.17488606770833334	11	20260922T112500Z_sop_v3_discovery	-0.2481889521826285	0.2813	0.5805202247191011	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	thymidine	DIRECT	0.5476190476190477	0.1712	0.6728478260869565	8	0.7001953125	0.7947364517405063	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	1fc6e0ede1424058	KEGG:C00214	UniProtKB:O00337	SLC28A1	PDAC_paired51_mapping_v2	-1.3636904444775453	0.00390625	0.17488606770833334	11	20260922T112500Z_sop_v3_discovery	0.5691998124906991	0.0087	0.12319199999999998	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOMINAL_EXPLORATORY	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	thymidine	DIRECT	-0.1904761904761905	0.6607	0.9096671814671814	8	0.0830078125	0.1860758463541666	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	e2f07c6b9c151a9c	KEGG:C00214	UniProtKB:Q9HAS3	SLC28A3	PDAC_paired51_mapping_v2	-1.3636904444775453	0.00390625	0.17488606770833334	11	20260922T112500Z_sop_v3_discovery	-0.2452166294019982	0.2806	0.5805202247191011	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	thymidine	DIRECT	-0.4285714285714286	0.3038	0.7696266666666667	8	0.6376953125	0.7393967200969828	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	b50de2eb0fb49d65	KEGG:C00214	UniProtKB:Q99808	SLC29A1	PDAC_paired51_mapping_v2	-1.3636904444775453	0.00390625	0.17488606770833334	11	20260922T112500Z_sop_v3_discovery	-0.2660228888664103	0.2431	0.5703592105263159	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	thymidine	DIRECT	0.1428571428571428	0.746	0.9170485714285714	8	0.51953125	0.6281074438202248	20260922T053500Z_internal_paired51_v2
