gene	module	kME	rank_in_module	Pal_kME
LGALS3	grey	NA	NA	NA
LMNA	yellow	0.756690125768573	14	0.645049790888699
RPS29	purple	0.538473131945564	91	0.449544098639017
PKM	greenyellow	0.534988229840588	77	0.390672405294424
SPINT2	black	0.597092559244553	47	0.682628061450351
RPL23	purple	0.544916420006564	88	0.395312693352005
FDCSP	salmon	0.578224388582859	46	0.444882765767342
ENO1	green	0.778845906099984	7	0.725726546033046
MARCKSL1	green	0.443550931844994	244	0.386922442084895
MIEN1	cyan	0.597204797308142	17	0.522683972875984
CCND1	turquoise	0.475730409701624	370	0.349674659577589
FOSB	yellow	0.823145918950337	2	0.790046897488069
FTL	grey	NA	NA	NA
WFDC2	brown	0.461096256757392	250	-0.000429972636180448
TFF3	turquoise	0.656497242953873	107	0.621333208702796
TSPAN13	turquoise	0.723016808104405	51	0.615732216209282
ACTB	tan	0.742409984106804	9	0.561544464221339
RPL4	purple	0.744070809634352	46	0.683673004038419
CLU	magenta	0.582401445470532	57	0.00250310711712136
CSTB	green	0.484126074218123	194	0.434078049142995
S100A4	cyan	0.130104510908057	55	-0.0323190644059097
FABP5	salmon	0.613149650081876	27	0.539331660460666
FTH1	grey	NA	NA	NA
RPS10	pink	0.619616068989239	69	-0.159117922655678
RPL38	purple	0.550669813854905	85	0.353349365282693
TIMP1	turquoise	0.472191876691951	381	0.422734096687193
KRT8	brown	0.324836317574833	437	0.219682482833282
NFKBIA	yellow	0.594466984223674	93	0.514498001635111
RPS11	purple	0.68002026826318	62	0.571296402422758
RPS16	purple	0.815084610513664	23	0.727703308199009
UBC	yellow	0.366744099027178	289	0.487426530997666
SH3BGRL	turquoise	0.670836240923696	84	0.445385399517586
HSPA8	tan	0.523103517965519	58	0.466477192019076
TPI1	green	0.779335147982219	6	0.6117054829401
RPL22L1	purple	0.328566072923559	157	0.177970751067379
RPL21	pink	0.530343722166099	106	-0.268054343556507
RPL23A	purple	0.758935527099554	43	0.485228724124881
RPSA	purple	0.845115786862919	17	0.638658603199804
RPS12	purple	0.755103172851089	44	0.713810792688162
GADD45B	yellow	0.625570164328399	71	0.625906784843117
RPL37A	purple	0.796161014488266	31	0.629952577892993
RPL31	purple	0.65421848525053	67	0.55998273997916
PPDPF	tan	0.661241527893514	20	-0.360354890424941
KRT17	lightcyan	0.376088787304643	25	0.762410728146597
EEF2	purple	0.780475070984833	37	0.587972820565797
HINT1	grey	NA	NA	NA
NUPR1	grey	NA	NA	NA
GPX1	grey	NA	NA	NA
IFI6	midnightblue	0.572050014937864	25	0.484962964874703
PRSS23	turquoise	0.514669285149506	291	0.522707145428639
S100A13	yellow	0.478287146035575	204	-0.102466664312707
MT1X	salmon	0.560285868773002	51	0.540105162439635
RPS6	purple	0.863681463680437	11	0.83651993486452
MAGED2	turquoise	0.762299299235972	25	0.590287495789231
TAGLN2	tan	0.408688955495167	99	0.490311475888208
GATA3	turquoise	0.8381491313542	6	0.785219881434858
IFITM1	turquoise	0.499764145790425	310	0.195736617904225
TSTD1	magenta	0.400106522561309	154	0.587853158217628
ZFP36L2	yellow	0.596899455260613	87	0.494476179214248
HMGA1	green	0.752754492272379	8	0.553319624188102
GABARAP	tan	0.818876905418903	3	0.0483607945502009
CYB5A	magenta	0.663643105459897	28	0.495111001573431
DDIT4	blue	0.469907718482478	302	0.470669008122034
IGFBP5	yellow	0.381229831633852	284	0.102356871720208
LY6E	grey	NA	NA	NA
SELENOP	cyan	0.676748171789036	9	0.398034392522613
H2AZ1	greenyellow	0.614839272478164	43	0.687803238147123
RPLP2	purple	0.877915089109885	7	0.728287534420984
PPP1R15A	yellow	0.815535168929105	4	0.775097169117895
RPL18A	purple	0.808508506581502	28	0.70727610335692
RARRES1	salmon	0.749499369449738	4	0.632572610307047
CRIP2	brown	0.446202342923404	282	0.271017953253789
PFDN2	salmon	0.576416997053858	47	0.262878311993834
TXN	red	0.728731569155807	23	0.82259001334464
CALR	grey	NA	NA	NA
PERP	grey	NA	NA	NA
UQCRQ	magenta	0.735640836882132	11	0.689650053188085
HSPA5	black	0.746827084698804	9	0.55011585217998
TPT1	purple	0.724598501108219	51	0.137798524055516
RPLP0	purple	0.739094572359368	48	0.766503807247136
ACTG1	grey	NA	NA	NA
RPL27	purple	0.653255052494848	68	0.748841665990052
EGR1	yellow	0.57049653727643	114	0.79620677522442
IDH2	green	0.460643637721046	225	0.558930603490295
TFF1	turquoise	0.638144606861154	133	0.48937063793115
RPS4X	purple	0.716477313807658	52	0.814221576513765
SH3BGRL3	grey	NA	NA	NA
SLC25A6	purple	0.697209754596501	55	0.475676901483101
APOD	turquoise	0.54114143018011	252	0.0331584926294241
P4HB	greenyellow	0.516107724872526	86	0.434867886806417
SKP1	magenta	0.817188150460437	2	0.250620897194393
RPS26	tan	0.601686269418571	30	-0.214970207468116
EEF1B2	purple	0.84965286456717	14	0.590133806091051
ENSG00000279483	tan	0.512701825122611	60	NA
CD63	black	0.53759130983659	83	0.403435854359249
SELENOM	turquoise	0.460212026571411	400	0.0933739218420436
UBA52	purple	0.845493659713711	16	0.232639149632761
LDHA	green	0.564879300309171	103	0.666995050919799
NR4A1	yellow	0.81196783937819	5	0.576492464379547
RPL13	purple	0.883126426357996	3	0.810067132162906
NME2	tan	0.814147807762605	4	-0.201739168858506
RPS3	purple	0.848719519096617	15	0.783100243374935
ANXA1	salmon	0.690564739883945	10	0.748592136443093
PPIB	purple	0.321485311522448	161	0.0541285410055694
ITM2B	black	0.474101444588736	134	0.550132977295911
UBB	magenta	0.560294092044469	70	0.201777577124276
EIF3E	purple	0.534610898484282	92	0.410063518893063
ZFAS1	purple	0.729916508369779	50	0.46051602014598
PFN1	green	0.472430172647697	212	0.319097052532127
MTDH	grey	NA	NA	NA
PRDX1	purple	0.304573573065963	168	-0.180796083470628
PTMS	grey	NA	NA	NA
PHLDA2	yellow	0.351526632330322	295	0.261730847479014
UQCRH	green	0.667522267030235	38	0.550067460442772
RPS5	purple	0.768114432839412	41	0.763860757519011
HSP90B1	black	0.669888591372464	21	0.657714234553702
PABPC1	green	0.576936026395471	93	0.142872092167645
EIF3H	purple	0.699885517300598	54	0.382903267597951
NHERF1	turquoise	0.727383944166466	44	0.365222727634265
RPL36A	purple	0.489909699703936	105	0.564590847332474
ALDOA	tan	0.434278361147406	90	-0.068693651303842
HLA-DRA	midnightblue	0.675689548677187	14	0.723126879862884
NPM1	purple	0.476280633188573	111	0.216407153602273
SUB1	red	0.526984740363156	109	0.585771002845517
TM4SF18-AS1	brown	0.341167830172187	427	0.195533606761322
TMBIM6	black	0.788918568111147	4	0.599011940937314
KDELR2	grey	NA	NA	NA
HMGN2	greenyellow	0.417095314371966	139	0.50905390474974
HMGB1	greenyellow	0.714991113776787	22	0.478491839717419
H3-3B	magenta	0.592571053633614	55	-0.184604601045562
RPS27	purple	0.594601754758527	80	0.565382136204932
MYC	grey	NA	NA	NA
RPL10A	purple	0.873106337628706	8	0.846866020264584
RPL3	purple	0.809679862061361	26	0.8056284206155
RPS21	purple	0.609673303698764	76	0.179966639051791
TSC22D1	yellow	0.596721072125971	88	0.573868994541696
TPM1	grey	NA	NA	NA
RPS27A	purple	0.88120920921239	5	0.729904151183269
DCXR	magenta	0.751067115113925	8	0.599153116418597
PGK1	green	0.54557416911702	118	0.689605332711334
SELENOW	tan	0.572650867625937	43	0.0260114144113831
RHOA	tan	0.707193291828847	12	0.424787496520982
TPM4	grey	NA	NA	NA
BTG1	yellow	0.419643516471047	260	0.423653189301982
BTF3	purple	0.460715526407034	116	0.527047912494822
SLC25A5	blue	0.666326290591838	60	0.551201596348252
RPL5	purple	0.849881383694141	13	0.731345816025344
ARPC1B	pink	0.582445351415104	85	0.163826593840382
EPCAM	blue	0.498102113117994	266	0.691481249322334
PCBP2	tan	0.552488456203512	48	0.185885532257399
GPRC5A	turquoise	0.748209067861466	30	0.327043839725492
CTSD	grey	NA	NA	NA
PLAAT4	turquoise	0.512748014393827	294	0.398831492961621
RACK1	purple	0.740381464851561	47	0.737494977289915
NCL	green	0.669960369170982	35	0.165017701744263
SQSTM1	yellow	0.53543281148291	145	0.431035021447864
CALM1	greenyellow	0.516124943531559	85	0.250861799711956
HSP90AB1	grey	NA	NA	NA
RPS9	purple	0.897980135600511	2	0.860393482137169
SOX4	black	0.444486318790624	158	0.294439812774811
ATP5F1C	green	0.694710944194538	26	0.623999196345526
SCGB2A1	brown	0.457279650017222	256	0.127839717567205
SEC61G	red	0.578533447646267	88	0.620278395996589
COX7A2	red	0.802749878665552	4	0.482904137003712
NDUFB9	grey	NA	NA	NA
ATP6V0C	tan	0.902380778517369	1	-0.0179293322022685
HSPD1	tan	0.329006126656753	136	0.522270132086027
HNRNPA1	purple	0.79117703282073	33	0.527362037167116
CCNI	purple	0.500840070694639	102	0.230967467681323
TMEM59	black	0.6687034848043	24	0.594018070613786
GPX4	grey	NA	NA	NA
EEF1D	purple	0.400617302383599	132	0.241794094154049
EFNA1	yellow	0.696276460883759	36	0.390786256393796
RPL7A	purple	0.814815331700264	24	0.776146795305739
TNFSF10	cyan	0.607369828448786	13	0.466373393055541
EEF1A1	purple	0.816723569379895	22	0.514901221974815
PSMA7	blue	0.710554340057786	33	0.375790225406531
CALM2	red	0.597550832072844	74	0.493152396187211
CD59	salmon	0.468051510553608	77	0.462815747520612
SMIM22	magenta	0.791792119066197	5	0.852088938514147
COX6A1	magenta	0.764534795575122	6	0.715471046898836
DHRS2	turquoise	0.507429687714436	299	0.381434010784033
PSAP	blue	0.633121378125503	87	0.000424877153134587
RPS7	purple	0.808919871794542	27	0.769549967537941
NDUFC2	pink	0.883166840910906	8	0.199175649285784
ARPC2	green	0.65737828141033	42	0.666717590003627
MYL6	red	0.38992867426728	199	0.469746788174888
MYL12A	tan	-0.147511501772085	144	0.712316676641793
PDIA3	black	0.67135154080633	19	0.762038801420068
RAN	green	0.744654881223757	9	0.638249709809646
TMEM123	salmon	0.414824349409845	102	0.623484821536543
TMA7	magenta	0.598852591953841	52	0.407505481131084
DDX5	grey	NA	NA	NA
VMP1	turquoise	0.688159298222847	65	0.51617091976025
IFITM2	turquoise	0.485156351253184	348	0.380051484307347
EIF3L	purple	0.602406167917826	77	0.403558167974037
LAPTM4A	black	0.767756052457145	7	0.547636625673432
ERBB2	cyan	0.777215128013545	2	0.716932288010638
ATP5MC2	greenyellow	-0.49328242003884	154	-0.304071523298167
NBEAL1	turquoise	0.430511200685891	459	-0.0462530096202297
H4C3	greenyellow	0.797216383943694	8	0.393044014434835
PDIA6	blue	0.701752750195953	35	0.630413327084889
CYBA	salmon	0.707903403854347	8	0.273542276061757
JPT1	greenyellow	0.639423836576614	41	0.51944435677576
H1-0	brown	0.564016976322299	101	0.168657671162764
RPL9	purple	0.912281388848539	1	0.634522117682763
PYCARD	grey	NA	NA	NA
STC2	turquoise	0.776385500956659	17	0.55685662984687
C12orf57	greenyellow	-0.353765424723904	152	0.0623371541385012
PHB2	green	0.606666064271408	70	0.435120319679668
TNFRSF12A	grey	NA	NA	NA
UQCRB	pink	0.603093663468717	75	0.0322249387910837
PRDX2	black	0.375843833961925	207	0.367782217627577
TOB1	turquoise	0.661594693570313	97	0.313984586365052
ISG15	midnightblue	0.710518270097271	10	0.450291215917144
YWHAZ	grey	NA	NA	NA
MYL12B	green	0.368320009009862	288	0.543392849447514
EIF5A	purple	0.540414068021493	90	-0.0420487872466482
RTN4	grey	NA	NA	NA
ATP5F1B	green	0.716644967076486	15	0.50412813334408
BEX3	blue	0.390877175547007	476	0.0636393179050722
ATP6V1G1	turquoise	0.530148065352956	271	0.255486488427377
YWHAQ	blue	0.76260223259759	15	0.684583058318831
NDUFAF8	red	0.582821749652679	83	0.194302996214986
BHLHE40	turquoise	0.715106779239424	54	0.493783883034651
CD99	grey	NA	NA	NA
RPL35	purple	0.510613191930911	98	0.70433978543323
ARF5	tan	0.731514433755962	10	0.0014679392791378
KRT81	grey	NA	NA	NA
S100A1	brown	0.433002096391936	310	-0.305980740564809
ANAPC11	red	0.648125935479585	56	0.511186145514647
NQO1	cyan	0.298342451235	54	0.406878846472258
SERP1	grey	NA	NA	NA
RPS18	purple	0.881642391733479	4	0.777972684800326
GNG5	tan	0.505967531725103	63	0.0743151895281792
NDUFS5	green	0.573467646534165	96	0.34154482658765
RPS19	purple	0.646181181346717	69	0.800485104664965
CLDN7	brown	0.470266531738542	233	0.330025806241086
SERBP1	green	0.845726923841342	2	0.472595143196239
GNAS	grey	NA	NA	NA
PRDX6	purple	0.487095445159982	106	-0.124181969706783
SSR4	grey	NA	NA	NA
ZG16B	turquoise	0.669672773115119	87	0.643293234185805
IGKC	pink	0.67283434932428	51	0.162790111394536
RPL6	purple	0.868186919433378	9	0.805063617641221
ASPH	grey	NA	NA	NA
MGST3	grey	NA	NA	NA
STARD10	turquoise	0.752666788016787	27	0.558831430620471
RPL29	purple	0.691406617464267	58	0.77660919744649
LGALS3BP	black	0.571628520862409	59	0.509184426105792
TKT	purple	0.504245659993507	101	-0.0112006251260538
HSPH1	yellow	0.498707783213104	183	0.382931331968036
HSPE1	magenta	0.624613702020035	45	0.14793274495163
PEBP1	green	0.474698285516882	207	0.228247441029791
MPC2	pink	0.4358373585176	160	0.332050554861044
EIF1	grey	NA	NA	NA
SYNGR2	black	0.50607368575408	111	0.318023201285958
PGAM1	green	0.589258906471202	80	0.618739388837242
CFL1	green	0.641443566945002	49	0.528473121263971
GDI2	green	0.64485824030293	48	0.513832087004645
SPTSSA	red	0.574373597611295	90	0.430234752478972
IGFBP4	turquoise	0.649758924719213	115	0.436317892436915
DUSP4	yellow	0.629279468091237	70	0.287423544939122
SLC25A3	purple	0.540439158857926	89	0.0687294485244492
POMP	red	0.801383588546963	6	0.524198048242096
CLIC1	blue	0.59425727370408	125	0.339752523001774
SRP9	magenta	0.657275688819108	31	0.154472450534168
RPL14	purple	0.744975452166437	45	0.759037713638708
PPA1	green	0.67309618978156	34	0.583436492310239
COX4I1	green	0.589870691103769	78	0.413945973552934
SPCS1	magenta	0.639758752972502	37	0.338744813062863
CENPX	red	0.592268949666094	77	0.369713627929518
TOMM7	purple	0.627506661997303	73	0.433958278227868
CEBPD	turquoise	0.421116453677899	489	0.0974257944992053
HMGN1	red	0.345634818872045	233	0.493433956149417
SOD1	grey	NA	NA	NA
FUS	yellow	0.468354106675976	214	0.394714135453461
RABAC1	turquoise	0.535554994898261	262	0.0927632512817944
PSME2	blue	0.598677999053223	120	0.498987588070189
CHCHD10	purple	0.545961769291838	87	0.0750778672615548
TSPO	purple	0.404380254853061	131	0.138330544440776
NUCKS1	greenyellow	0.494079868043415	102	0.4476637192103
COPS9	magenta	0.630754606298067	41	0.668918234357758
POLR2L	grey	NA	NA	NA
RPL36	purple	0.610273079732125	75	0.450700708055762
RPL22	purple	0.793080348603913	32	0.469303996795661
RPS14	purple	0.771261908635889	40	0.798600540181475
GUK1	greenyellow	0.37287447362476	149	0.182571316822243
COMMD6	grey	NA	NA	NA
PRELID1	red	0.600449498743335	73	0.314360850501263
SNRPG	red	0.746543772027109	18	0.704467691301465
OAZ1	grey	NA	NA	NA
CD151	tan	0.595050354118411	34	0.159763299513665
EFHD1	black	0.406571385816003	186	0.328780941804061
ATP5ME	magenta	0.630294885132322	42	0.640572065531928
RPL41	purple	0.505845821652397	100	0.650921426251105
C15orf48	turquoise	0.539748925607898	253	0.442100494917692
YWHAB	blue	0.599653921931383	117	0.350047822297956
RPL37	purple	0.856986014672542	12	0.47700689934303
ATP5MF	red	0.74643402601515	19	0.468449768562492
ARF4	grey	NA	NA	NA
CKS2	red	0.444795076560607	170	0.444957546100682
NDUFA4	blue	0.586929819139376	132	0.178561661263904
CYCS	grey60	0.782557872645475	2	0.730352604385373
CIRBP	turquoise	0.530970892167742	269	0.521826620417026
KRTCAP2	tan	0.528235459891656	55	-0.252910166628043
APOE	blue	0.485966612742417	283	0.230791022760265
ATP5MK	red	0.79731186447089	7	0.470204549032837
NOP53	purple	0.656038501143004	66	0.569241064162675
RPS25	purple	0.823636873874102	21	0.682729707829054
COX7C	turquoise	0.313058099788979	713	0.353044483534386
ATP6V0E1	magenta	0.613042199876795	48	0.265414723878216
CRABP1	green	0.551537262552344	113	0.331237440971721
PNRC1	grey	NA	NA	NA
KDELR1	tan	0.635007462763289	24	0.282806543625319
UQCR11	magenta	0.745918983335037	9	0.637229688267429
NDUFB2	red	0.792176166626462	9	0.544102799868066
MLF2	green	0.45507167088006	229	0.440407831392517
HMGN3	grey	NA	NA	NA
TUBA1A	grey	NA	NA	NA
RPS28	purple	0.644580862908501	70	0.621278203584029
RPL12	purple	0.780436390777151	38	0.800229308305306
RPL30	purple	0.779593713522726	39	0.461929209271347
DNAJA1	magenta	0.424651368535499	141	-0.104918841512512
RPS15	purple	0.549061812865379	86	0.59486293743504
POLR2K	red	0.765484976822316	11	0.537798413427737
TOMM20	purple	0.520938347808955	96	0.0614900064724145
ATP1B1	grey	NA	NA	NA
RPL18	purple	0.685403314384334	60	0.693184076435323
NDUFB4	red	0.659003852507183	46	0.651547559481759
COX5A	green	0.595197742716021	75	0.554512562606397
TMEM258	red	0.682272123765755	35	0.340510098000793
PPIA	purple	0.437474225995716	124	-0.213139815708794
DYNLL1	red	0.604322121013669	72	0.661034540387946
UQCR10	red	0.802564157617316	5	0.507285118255339
RPL11	purple	0.802937576524405	30	0.789093718105859
RAC1	grey	NA	NA	NA
SPCS2	black	0.683633041489416	16	0.677748005627412
MUC1	brown	0.725287947696157	11	0.441309240230791
RPS27L	red	0.397141806363098	195	0.104676431699276
MRPL51	blue	0.501355810629925	262	0.382414302060956
HNRNPA2B1	blue	0.369876925624474	519	0.654986651796459
RPS23	purple	0.810634585453716	25	0.814774928203874
BCAM	turquoise	0.787903957033041	13	0.562807130966266
HES1	pink	0.454528598772876	152	-0.103920906749195
FKBP4	grey	NA	NA	NA
PRDX5	green	0.484103289268577	195	0.0511757464459866
REEP5	magenta	0.625702307209656	44	0.383189955630817
ATP5MC1	red	0.494084927542763	133	0.379125440485248
TUBB4B	tan	0.367602220741827	121	0.522346579361512
RBM3	grey	NA	NA	NA
STRAP	blue	0.607401632810892	112	0.536659314328432
RPL39	purple	0.627339957838256	74	0.641091360383486
AP2S1	greenyellow	0.567359416409891	66	0.266884384203543
ATP5MC3	green	0.6034518228792	71	0.660531488662449
RPS15A	purple	0.833505858010617	19	0.697519255450776
ATP5IF1	red	0.473421269871652	150	0.532007114417385
BRK1	grey	NA	NA	NA
PSME1	lightcyan	0.008276373460298	32	-0.218813251132789
RPS8	purple	0.879995874060666	6	0.778295952204326
HSPA6	yellow	0.386426237383442	279	0.166969173834759
HSBP1	red	0.674097873613341	38	0.605488309203911
RPL19	purple	0.782743954256623	35	0.348532455180697
SEM1	red	0.763185150035887	12	0.507604256531664
COX6B1	red	0.33431128204793	238	0.521372517447809
VDAC2	blue	0.678721268988317	49	0.542125737198825
AP2M1	greenyellow	0.591328782974415	52	0.430526075610487
MDH2	green	0.708700242127525	18	0.455526543674013
ATP5MJ	pink	0.531180242341547	105	-0.0458418978532047
VAMP8	red	0.648321776514409	55	0.338603500166646
SNRPD2	blue	0.402744935014762	449	-0.0880031322956448
GGCT	greenyellow	0.474164170003803	111	0.443723335743139
AQP3	cyan	0.361758897306003	51	0.183248196993843
ATP5MG	red	0.556888463155435	96	0.595668779743812
DSTN	grey	NA	NA	NA
PFN2	green	0.686718525736344	30	0.446946185331732
CTSB	grey	NA	NA	NA
RANBP1	grey60	0.868395730190145	1	0.838364319011943
OST4	red	0.640799204418216	58	0.240710018272926
NAP1L1	purple	0.529716475242564	93	0.38771743472991
NME4	purple	0.319647239347541	163	0.0561759085036421
CCT3	blue	0.605093930758513	113	0.544948471416319
HLA-E	midnightblue	0.741570941740338	8	0.659454113446779
RPL36AL	red	0.441103806267256	172	0.129941240722792
ATP6V0B	black	0.557934606330149	68	0.344842609001472
SSR2	grey	NA	NA	NA
TMED2	red	0.660328155696573	44	0.183246827336276
RPL8	purple	0.639557808741425	71	0.526492651850945
GDF15	turquoise	0.595379768189724	191	0.385205714633674
TIMP3	grey	NA	NA	NA
BLVRB	magenta	0.348872067856544	165	0.396813879718125
NICOL1	red	0.406901082612585	190	0.107417956293682
ARF1	tan	0.387677605391481	109	0.519276835508406
ARPC3	grey	NA	NA	NA
COX7B	red	0.596546698120412	75	0.724005780841283
EIF4A2	turquoise	0.301874757760202	741	-0.0807064402485607
COX8A	red	0.548567341816272	101	0.488018036804593
PHPT1	magenta	0.626809522922813	43	0.332588918929125
SARAF	turquoise	0.716002848487063	53	0.0812946086275236
CAV1	grey	NA	NA	NA
SEC61B	red	0.655147468527459	50	0.647119692072699
ASAH1	magenta	0.842258143694246	1	0.320065322691695
FKBP1A	green	0.620031053931741	59	0.230510387768481
NUCB2	black	0.585967321336789	54	0.477350187633968
CALD1	salmon	0.828022771129789	1	0.863015429313735
SRSF2	grey	NA	NA	NA
EIF3K	purple	0.34903305276008	145	0.233073696357423
TSC22D3	magenta	0.494134946874912	105	0.30198171153471
PARK7	blue	0.534601127080951	201	0.384765601155009
SNRPE	pink	0.372603307311809	196	0.326364292458463
FXYD5	grey	NA	NA	NA
BAMBI	yellow	0.38540756014963	280	0.239983127476995
HNRNPA3	blue	0.711043400468285	32	0.68359577523444
TMED10	black	0.730738564953621	10	0.507498153319024
TXNDC17	grey	NA	NA	NA
RPL34	purple	0.441859250317263	122	0.611457680913413
NHP2	red	0.512155971019211	122	0.19902348679861
ATP5PD	red	0.475404308721486	149	0.47256531306111
PTGES3	tan	0.43717583031744	89	0.536690102870235
NACA	purple	0.695351030105207	56	0.506600485365388
CNBP	salmon	0.53440149844643	64	0.400415490097696
PCBP1	grey	NA	NA	NA
IRF1	yellow	0.594438892822736	94	0.593758812025543
GRB7	cyan	0.640527807452729	10	0.621079387642139
ATP5F1A	green	0.653098323750128	46	0.569208588239472
MZT2B	magenta	0.319979587465883	172	0.537268420600977
NDUFA3	magenta	0.661372101446275	29	0.623957883751012
EIF3F	purple	0.68512927534977	61	0.475385481204728
ATP5F1D	brown	0.357104559469207	414	0.192209364287061
GSTM3	turquoise	0.643563315151523	122	0.465162432519951
ELOC	red	0.759744525463152	13	0.512260728281514
RAB2A	red	0.437357509094012	175	0.375166197279323
HLA-DRB1	midnightblue	0.651699966386372	18	0.695852908694759
ILF2	blue	0.768682502934938	12	0.67959264943351
SMIM14	turquoise	0.730585121189789	41	0.679638488555841
TCIM	grey	NA	NA	NA
H3-3A	tan	0.331402466056385	135	0.221151067134673
ZNF706	red	0.713268282323152	27	0.438755710920875
ABRACL	blue	0.329248216579628	570	0.493345431595288
SSR3	grey	NA	NA	NA
ATP5PF	red	0.812372129361544	1	0.645059548852286
