gene	module	kME	rank_in_module
IGLC3	red	0.684562142160803	34
HRAS	grey	NA	NA
FTSJ1	grey	NA	NA
CDS2	turquoise	0.355414729376224	628
CTR9	turquoise	0.412320622959436	511
CDCP1	grey	NA	NA
RABEP2	brown	0.505964763820315	188
PPM1A	turquoise	0.327475674409048	685
ERICH1	grey	NA	NA
RNF138	grey	NA	NA
WASH9P	magenta	0.489119410333972	107
MAN1B1	grey	NA	NA
CNST	yellow	0.717088951962795	30
FKBP5	grey	NA	NA
SSH3	turquoise	0.542259466089171	248
NOL11	black	0.347862119977211	218
TMC6	black	0.358590540786932	214
RILPL2	grey	NA	NA
HCG18	yellow	0.485351692950143	196
NKIRAS2	grey	NA	NA
CHST12	pink	0.381389504450644	192
SWAP70	yellow	0.477414989712463	205
TRMT1	grey	NA	NA
CRYZ	magenta	0.527769475567794	81
FKBP9	grey	NA	NA
ATP8B1	brown	0.60055399899384	69
ARHGAP32	brown	0.673088872588374	27
CST6	cyan	0.463868967091206	39
CXCR4	salmon	0.363522991019941	115
RNF103	brown	0.546386584023633	128
LAMB2	brown	0.511090261112646	177
ZC3H14	black	0.441619574374639	160
KPNA1	grey	NA	NA
TCIRG1	turquoise	0.363574378849552	612
SMC6	greenyellow	0.502116596484682	97
DYM	grey	NA	NA
TBCC	blue	0.599530815101336	118
FUCA1	turquoise	0.443071982094389	432
CENPV	green	0.505838792506789	162
ARHGAP35	brown	0.592207329165384	78
OPA1	grey	NA	NA
IRF2	grey	NA	NA
LIMD2	blue	0.456387277010402	328
SLC27A5	grey	NA	NA
ZNF277	purple	0.327093437110756	158
GATAD2B	yellow	0.450517860239275	228
DUSP3	yellow	0.388026330821647	277
N4BP3	turquoise	0.59734257457915	186
RPA1	blue	0.370520695750283	518
KPNA3	grey	NA	NA
USP36	yellow	0.439120161853223	243
LPIN1	salmon	0.416588942950917	99
TIMM22	red	0.346438490940691	230
MLLT10	grey	NA	NA
UFSP2	grey	NA	NA
PVT1	grey	NA	NA
RNF146	blue	0.336589847209675	561
RNF216	grey	NA	NA
RANGAP1	grey	NA	NA
PIERCE1	turquoise	0.66268308862611	96
PREP	grey	NA	NA
RSPRY1	grey	NA	NA
TFRC	brown	0.415566040145325	335
PACSIN2	grey	NA	NA
HMBS	green	0.50885629434942	157
HARS1	blue	0.428918250649798	391
ACACA	brown	0.461061328900363	251
RAF1	grey	NA	NA
EOLA1	turquoise	0.361932270361445	614
FKBP14	grey	NA	NA
IGHA1	red	0.483203593978942	143
DAG1	brown	0.594393641751417	75
GAS2L1	grey	NA	NA
NCLN	grey	NA	NA
SF3B3	blue	0.316529547013637	584
XIAP	turquoise	0.435109109274476	445
ZBTB44	brown	0.514005980674676	173
INTS3	yellow	0.469235796741358	212
ARAF	black	0.406361793228051	187
HAUS4	tan	0.395109588689581	105
MLLT11	grey	NA	NA
NFYB	pink	0.433865882218395	161
SGSM3	cyan	0.51373110920158	34
SEC24D	turquoise	0.484179520550043	349
METTL21A	blue	0.388093955172179	479
PARN	grey	NA	NA
RABEPK	tan	0.382588350833687	110
CCDC43	black	0.424807601245611	176
ADNP	turquoise	0.332098149595797	678
ELOA	blue	0.409606149926923	434
RBM33	yellow	0.45206090782586	227
USP33	turquoise	0.364422929603738	609
MCCC1	blue	0.442007477846346	356
SECISBP2L	grey	NA	NA
SPTY2D1	yellow	0.418482607212396	262
RAB40B	grey	NA	NA
TACO1	grey	NA	NA
RITA1	grey	NA	NA
EXOSC10	brown	0.419227539605814	331
MYCBP	grey	NA	NA
NUP62	blue	0.409095569125621	437
PSMA3-AS1	turquoise	0.429362581740323	462
SETD3	grey	NA	NA
ZBTB41	turquoise	0.405118491161812	526
RNF39	brown	0.342812076574198	424
ZBED5-AS1	turquoise	0.492875555418364	325
NKAPD1	grey	NA	NA
AIFM1	blue	0.328071735679655	573
TJP3	turquoise	0.490931189215394	335
ICAM3	turquoise	0.341670622279938	662
DEPP1	salmon	0.45461611875969	87
STEAP2	turquoise	0.404482404370287	527
RBM4	grey	NA	NA
VAMP4	grey	NA	NA
GRHL1	grey	NA	NA
RECQL	salmon	0.458993622796689	82
AP1M1	grey	NA	NA
SPAG16	grey	NA	NA
NME7	grey	NA	NA
EXOC4	brown	0.439791863363811	297
PCSK1N	grey	NA	NA
TOR1AIP1	turquoise	0.473857703502548	375
PCBP4	green	0.42091271666302	257
RABGAP1L	grey	NA	NA
SMG5	yellow	0.520897387740688	157
TMEM241	brown	0.306830838079791	450
NUP42	grey	NA	NA
TPT1-AS1	salmon	0.448455618828133	90
BMS1	blue	0.323059471728694	577
SPIDR	grey	NA	NA
FLII	grey	NA	NA
TIMM44	grey	NA	NA
TGFB1I1	grey	NA	NA
LYPD6B	turquoise	0.52852519363415	274
FBXO3	black	0.67015715593578	20
SLC25A17	magenta	0.520028788876906	86
CCDC86	blue	0.481267273445235	286
CWC27	black	0.398980905221587	191
PCK2	turquoise	0.320086952941909	703
TMEM199	magenta	0.440432170495708	133
MAP3K2	yellow	0.496299689523154	184
RNF2	grey	NA	NA
AGPAT1	blue	0.394817931503372	465
GRWD1	grey	NA	NA
ANKLE2	grey	NA	NA
BDH1	brown	0.449523592093666	272
URI1	grey	NA	NA
NOL8	grey	NA	NA
DHRSX	turquoise	0.504707884679459	303
MRAS	grey	NA	NA
PYCR2	pink	0.611896788860893	71
HERC4	grey	NA	NA
P3H4	turquoise	0.422830133345571	481
TBC1D9B	brown	0.427203559122337	316
USP6NL	grey	NA	NA
MSL3	blue	0.515600607590405	234
TMEM242	black	0.461705920759154	145
LMCD1	grey	NA	NA
ICE1	grey	NA	NA
LINC01116	turquoise	0.376723714283652	587
SUZ12	grey	NA	NA
BLZF1	grey	NA	NA
CCL4	blue	0.470136474836524	301
MACROH2A2	blue	0.413696068116627	426
SEC16A	brown	0.57933015708814	85
NFKB2	grey	NA	NA
MED13L	turquoise	0.678934392646599	74
SDHAF2	pink	0.71170724539718	37
GALNT1	brown	0.442934404023279	290
ARL14EP	grey	NA	NA
ARHGAP1	grey	NA	NA
SMG7	yellow	0.568639575070946	117
MAPKAPK5	grey	NA	NA
MAP2K1	pink	0.388712910396019	184
TENT5A	grey	NA	NA
SSPN	salmon	0.544885971775087	58
TBL3	grey	NA	NA
NF1	turquoise	0.468951780302485	387
TMEM80	turquoise	0.546300933759901	239
UBAP1	grey	NA	NA
TCF12	yellow	0.481793761231765	199
UACA	grey	NA	NA
KCTD13	grey	NA	NA
TUG1	brown	0.34904036893014	418
TASOR2	grey	NA	NA
VHL	grey	NA	NA
SPATC1L	grey	NA	NA
FAHD2B	grey	NA	NA
PHYKPL	yellow	0.439346716565261	242
TSR1	grey	NA	NA
NDRG3	grey	NA	NA
POLR2D	grey	NA	NA
ASNS	green	0.482726671537973	196
INTS13	green	0.438052859568871	249
CCDC24	turquoise	0.493891567091123	322
CAPN7	grey	NA	NA
SRFBP1	turquoise	0.346941628476964	648
RBM7	pink	0.685227908963759	48
LAS1L	blue	0.464447390132846	312
KIAA1143	grey	NA	NA
CRNKL1	turquoise	0.461225936955657	397
VRK2	salmon	0.406620929539487	104
KIAA0319L	brown	0.545405173866144	130
NUDT9	black	0.516368663888625	102
PARD6G-AS1	brown	0.406792742433634	351
RALB	grey	NA	NA
ALDH6A1	turquoise	0.458784810694619	406
LBR	greenyellow	0.539522318742943	76
SEMA4B	brown	0.440158927079463	295
ZNF444	black	0.499469660833294	113
ADD3	grey	NA	NA
TSPAN31	turquoise	0.491614903121657	333
C6orf226	grey	NA	NA
RBM28	grey	NA	NA
CDC25B	greenyellow	0.561399751374053	69
MTERF4	grey	NA	NA
TNKS1BP1	brown	0.562793279944438	103
HYOU1	grey	NA	NA
TGFB1	grey	NA	NA
NCOA3	grey	NA	NA
CTBP1	grey	NA	NA
DUSP10	yellow	0.563484734384727	122
DNAJC21	grey	NA	NA
BEX2	grey	NA	NA
ENSG00000272831	pink	0.457733346741403	151
ARMC8	red	0.345882263948044	232
HELZ	turquoise	0.375010143112966	589
TNPO3	grey	NA	NA
LINC00667	grey	NA	NA
SNX14	turquoise	0.48118609335402	355
SNRNP35	magenta	0.431410309904599	137
ZC3H7A	brown	0.419610140182544	330
ZNF296	brown	0.28465915541202	455
BBIP1	turquoise	0.353598516954013	635
FRMD4A	grey	NA	NA
SLC25A29	brown	0.472998911956177	229
PIP4P1	grey	NA	NA
CPD	brown	0.600887773511554	68
YBEY	grey	NA	NA
ATXN2	yellow	0.430181990672454	250
HGSNAT	turquoise	0.380849840119465	577
ANKIB1	grey	NA	NA
SYCP2	grey	NA	NA
ECT2	greenyellow	0.585699030281543	55
ARHGEF35	pink	0.641991024326601	59
CTDNEP1	grey	NA	NA
PRKRIP1	grey	NA	NA
CIAO3	brown	0.464909572171156	245
NSUN2	blue	0.376208312149455	506
PTCD3	blue	0.40750263420384	439
SLC25A26	grey	NA	NA
TBC1D8	yellow	0.559183488494004	126
AP1G2	magenta	0.50147361190832	102
TXLNG	grey	NA	NA
CTSK	grey	NA	NA
GTF3C5	grey	NA	NA
AP1B1	grey	NA	NA
RCE1	grey	NA	NA
ZNF576	grey	NA	NA
RPRD2	brown	0.447654781607999	278
ZNF330	grey	NA	NA
CLEC11A	grey	NA	NA
PUSL1	blue	0.31861973498117	582
TLE1	grey	NA	NA
PPIP5K2	turquoise	0.328816011892567	683
WDR5	green	0.444107625143866	242
PHF6	grey	NA	NA
SPATA20	turquoise	0.596658599250893	187
ARID4A	yellow	0.390747554315257	275
SLAIN2	grey	NA	NA
PELI1	grey	NA	NA
CDC37L1	grey	NA	NA
AGL	grey	NA	NA
NEDD4L	grey	NA	NA
CREBBP	yellow	0.50684589760564	170
MAP1A	grey	NA	NA
NDE1	yellow	0.50595701686192	172
ATF1	grey	NA	NA
KCTD5	grey	NA	NA
MCM4	greenyellow	0.445156456027879	125
GPR137	grey	NA	NA
CPSF7	turquoise	0.36796724544932	600
SMARCD2	brown	0.414774874175179	337
SHISA4	yellow	0.392791025917504	274
MEF2D	yellow	0.697925854513797	35
EPHX2	turquoise	0.501506004275424	308
UTRN	grey	NA	NA
MICALL2	yellow	0.441357109042088	240
CCDC106	turquoise	0.616859781695196	162
SH3RF1	yellow	0.534714879374424	146
GLIPR2	grey	NA	NA
RGS19	tan	0.333122510567508	134
DCP2	turquoise	0.425568684145653	476
BBC3	yellow	0.507546563417786	169
SPG7	grey	NA	NA
GPX8	grey	NA	NA
NIPSNAP3A	blue	0.461204227944832	320
CNOT8	turquoise	0.346077289962381	652
NOTCH3	grey	NA	NA
APTR	brown	0.302086649144216	453
ABHD3	turquoise	0.418902507379317	496
ANKRD26	grey	NA	NA
GSTA4	grey	NA	NA
TENT2	turquoise	0.559987653680886	230
AVL9	brown	0.456404200655583	259
TRMT6	blue	0.53310301912743	203
ERLIN2	turquoise	0.641834396773488	126
VIRMA	grey	NA	NA
TMEM107	grey	NA	NA
NPNT	turquoise	0.634163111568433	140
EEF2KMT	grey	NA	NA
TMEM43	grey	NA	NA
PCSK7	grey	NA	NA
STX6	grey	NA	NA
ATL2	blue	0.391083710814136	475
C16orf87	blue	0.347126640206279	547
COQ8A	grey	NA	NA
NOL10	blue	0.43282581840346	381
LAMB3	grey	NA	NA
THSD4	turquoise	0.780291174618111	15
NEK7	yellow	0.511345653420171	165
TIMM21	blue	0.37516549328288	508
TDP2	red	0.450278122899357	166
DPP3	blue	0.383851085777566	490
PANK2	grey	NA	NA
TM9SF1	tan	0.530926449344916	54
RAPH1	turquoise	0.372496989399256	592
CERT1	turquoise	0.448136923405421	422
TAF2	grey	NA	NA
FAAH	turquoise	0.629565634819622	146
C18orf21	green	0.350318745048093	293
MTMR14	grey	NA	NA
MECR	grey	NA	NA
TP53BP1	yellow	0.466877558528467	216
ERV3-1	grey	NA	NA
CASZ1	brown	0.773038378123304	2
NUS1	greenyellow	0.383677342822057	147
TMEM218	grey	NA	NA
NEK10	turquoise	0.435186297630911	444
DUS1L	brown	0.308393407680013	449
MZF1	brown	0.476479745048352	226
ARL4D	grey	NA	NA
CDS1	brown	0.460698080729332	252
FAM98C	grey	NA	NA
CLPTM1L	turquoise	0.416800432158989	502
ASMTL	grey	NA	NA
DMAC2	grey	NA	NA
PLEKHA5	grey	NA	NA
DENND2D	magenta	0.475572336505241	116
SH2D4A	brown	0.43048063457237	313
GTF3C1	brown	0.542463780311095	137
IPO9	grey	NA	NA
TNIP2	grey	NA	NA
NADSYN1	grey	NA	NA
GSKIP	black	0.32664986199997	225
ZNF587	black	0.642039236422235	33
PRDM2	brown	0.509578983921118	182
ALG2	grey	NA	NA
ALG14	grey	NA	NA
LRATD2	brown	0.370667458062344	397
COMMD8	blue	0.430326318426896	386
NUP98	turquoise	0.40690417295777	521
UNC45A	grey	NA	NA
STK24	grey	NA	NA
RPE	blue	0.338400968345949	555
ERP27	brown	0.359966589905525	407
PURA	turquoise	0.502172127438834	307
DGKD	brown	0.665000330926847	31
KDF1	blue	0.394533402086793	469
TMEM132A	grey	NA	NA
GINS2	greenyellow	0.470045377905655	115
CUL2	blue	0.390482477855117	477
AP1AR	turquoise	0.421448585669298	488
PATZ1	turquoise	0.326821652593054	686
ZMIZ1	brown	0.502239965108624	193
RNF168	grey	NA	NA
GPNMB	red	0.305867644933864	244
KATNA1	grey	NA	NA
ENC1	grey	NA	NA
MRRF	grey	NA	NA
USP7	brown	0.555113652603234	114
DDX23	grey	NA	NA
SLC41A3	grey	NA	NA
PXDN	turquoise	0.377929410559607	584
RBM5	brown	0.509659698398388	181
ANXA9	turquoise	0.802690756983867	9
PIGM	brown	0.521228467149707	162
SETD2	yellow	0.599633413925457	86
FNBP1	grey	NA	NA
GLB1	blue	0.429747373854385	388
GSTM4	grey	NA	NA
KLHL35	turquoise	0.417424481128327	500
CDCA3	greenyellow	0.50358562274943	95
MITD1	grey	NA	NA
TGFBI	grey	NA	NA
NFAT5	yellow	0.479965592289037	201
JCHAIN	red	0.552079168442312	98
TIMM8A	blue	0.314782080354693	588
TRIM11	grey	NA	NA
ARHGEF38	brown	0.644226553393428	43
LEMD1	grey	NA	NA
ATXN3	grey	NA	NA
CDCA7L	green	0.467203438099101	217
CHD7	grey	NA	NA
TULP4	turquoise	0.373081821426272	591
CHD1L	grey	NA	NA
CEP170	grey	NA	NA
GLCE	turquoise	0.441976270152263	435
UMPS	blue	0.581705061364536	136
HYAL2	pink	0.550836179584433	95
SLK	yellow	0.437387437035412	244
AKAP1	turquoise	0.430081853769981	461
PLAA	grey	NA	NA
STK38L	grey	NA	NA
NUP37	blue	0.351157328891533	542
NUP54	grey	NA	NA
TEAD4	green	0.532932083044739	128
TM9SF4	black	0.562584599501914	66
FMO5	brown	0.458232942635464	255
KLHL7	green	0.400498941193476	274
TMEM45B	brown	0.386688949445911	376
TMEM237	greenyellow	0.522894327316814	84
NOC3L	grey	NA	NA
ASCC1	green	0.429273818465306	255
DCAF12	grey	NA	NA
XRN1	grey	NA	NA
KCMF1	grey	NA	NA
IQGAP2	brown	0.547750244852522	125
CDK2AP1	grey	NA	NA
CRCP	grey	NA	NA
P4HA2	grey	NA	NA
SLC4A1AP	blue	0.506484389025934	250
ING2	grey	NA	NA
CCDC174	grey	NA	NA
RCC2	grey	NA	NA
APPBP2	magenta	0.458049261290098	126
NAAA	brown	0.310669467010871	446
SNX12	grey	NA	NA
HDHD2	grey	NA	NA
ATF7	grey	NA	NA
TASOR	brown	0.433557674092698	309
MECP2	grey	NA	NA
HIRIP3	turquoise	0.350515437354688	642
MAPK3	pink	0.478881864964129	138
SAV1	grey	NA	NA
KRBOX5	grey	NA	NA
WBP4	blue	0.371245576018699	516
EEF1AKMT1	grey	NA	NA
PCMTD2	turquoise	0.65026755430469	114
NUDCD3	grey	NA	NA
MAOB	brown	0.382217257006392	382
H2BC4	brown	0.403047943315144	356
CCL28	grey	NA	NA
RTN4IP1	greenyellow	0.434324998437972	134
ZNF322	grey	NA	NA
ITGA2	turquoise	0.315868520934359	710
MPV17L2	grey	NA	NA
CLN5	black	0.611740856035457	44
MTR	yellow	0.532841909867833	149
TXNDC11	turquoise	0.42580211305914	475
TFAP4	purple	0.395898371575825	134
COG7	turquoise	0.493182649422539	324
HSD3B7	turquoise	0.356322298050777	626
PHACTR4	grey	NA	NA
SAMD4B	yellow	0.442211902145287	239
STX17	grey	NA	NA
ECM1	grey	NA	NA
TUT4	grey	NA	NA
KIF3B	turquoise	0.345417267845859	655
CFAP410	turquoise	0.330920501683381	680
FUT8	turquoise	0.657577623843597	104
UTP4	blue	0.558472601553287	170
EVA1B	turquoise	0.591946150017073	197
PRXL2B	turquoise	0.474054984246712	374
TSPAN9	brown	0.4443617939181	287
MGME1	grey	NA	NA
CAMK2D	grey	NA	NA
SLC39A10	black	0.373303627203382	208
AHCTF1	yellow	0.432875844052273	249
NUF2	greenyellow	0.589767680544785	53
HENMT1	blue	0.610918959938839	109
BCL2	turquoise	0.546018056315704	241
SMARCA1	grey	NA	NA
SLC35E3	turquoise	0.383494404717068	571
CPSF2	grey	NA	NA
AARS1	green	0.389339117219984	278
RBM23	grey	NA	NA
MINCR	grey	NA	NA
ZSCAN18	turquoise	0.387839595771954	558
DEPTOR	brown	0.425946468030434	320
DCTN4	turquoise	0.465132574354605	392
MCAT	grey	NA	NA
MIR200CHG	grey	NA	NA
CNOT9	blue	0.401451308101879	451
DOHH	grey	NA	NA
C9orf152	salmon	-0.386607436195104	132
SCYL2	grey	NA	NA
DOP1B	brown	0.685373325872131	18
CASC15	lightcyan	0.632012323328195	1
R3HCC1	grey	NA	NA
SLC35E2B	brown	0.507208828911406	186
CNKSR1	grey	NA	NA
IDH3A	blue	0.340980756087404	553
SPRYD7	blue	0.302581476383658	597
IQCE	grey	NA	NA
TBL2	grey	NA	NA
SDR16C5	cyan	0.446195330396885	43
TUFT1	yellow	0.615138897537693	76
H2BC21	brown	0.313542045600301	444
VPS35L	brown	0.311946269579068	445
WDR12	blue	0.543578280703782	187
FOSL1	yellow	0.35521081439814	293
POGK	yellow	0.413161391387664	266
LMBR1	turquoise	0.425516606850154	477
NUP107	blue	0.355355734590746	536
WDR82	yellow	0.436505580041821	245
UBE2E2	blue	0.372401655681989	513
PCGF2	turquoise	0.597500665660852	185
GTPBP3	grey	NA	NA
TOPBP1	grey	NA	NA
DKK3	grey	NA	NA
RAMP2	turquoise	0.641021811076012	127
DUSP5	turquoise	0.523198122328792	283
APOL6	midnightblue	0.567547263564675	26
RAD9A	pink	0.410525696492475	175
ANO6	yellow	0.450033418740664	229
KCNS3	brown	0.300724348140653	454
CRTC3	brown	0.407909641283357	348
ARHGAP12	grey	NA	NA
ARRDC3	pink	0.489949098136172	132
SLC39A3	pink	0.685995388898532	47
MAP4K4	salmon	0.505078764190035	71
SH3GLB2	turquoise	0.531472631373029	268
MARS1	blue	0.344041430094057	549
DXO	grey	NA	NA
POLR1G	green	0.452076775856588	230
COQ5	grey	NA	NA
SLC25A32	grey	NA	NA
IRX2-DT	brown	0.362743233826563	402
SPTLC1	tan	0.478910040382095	75
COLGALT1	grey	NA	NA
TNRC6A	brown	0.401497499869282	360
CBLC	grey	NA	NA
VPS45	black	0.435248420263689	168
RNF32-DT	grey	NA	NA
LRRC61	grey	NA	NA
SPARCL1	black	0.347392094951018	219
UQCC6	grey	NA	NA
XPOT	red	0.336573870737311	235
ZDHHC9	grey	NA	NA
ACOX1	grey	NA	NA
NELFA	grey	NA	NA
MAPK1	grey	NA	NA
CREBRF	turquoise	0.619219291335462	160
RETREG1	turquoise	0.730467046219748	42
ZNF394	turquoise	0.312655241376523	716
UBE2V1	tan	0.375468995591362	114
VAMP7	grey	NA	NA
CD163L1	red	0.350136351857522	228
RUSF1	grey	NA	NA
PKMYT1	greenyellow	0.532403417411623	80
NME6	grey	NA	NA
SLC31A1	black	0.498333832745451	114
GSR	grey	NA	NA
RIOX2	green	0.523242298911235	142
RAD51AP1	greenyellow	0.713326121637714	23
C12orf76	grey	NA	NA
ODF2	grey	NA	NA
PPM1B	grey	NA	NA
TBC1D22A-DT	grey	NA	NA
SH2B1	turquoise	0.387074134699178	561
PREX1	turquoise	0.589845913211533	200
INIP	black	0.385448062170011	202
TMEM63A	turquoise	0.343498992317416	659
CC2D1A	grey	NA	NA
CADPS2	brown	0.490326905774382	202
GPANK1	grey	NA	NA
PYGL	midnightblue	0.48895526799639	33
SPEN	yellow	0.54245742455443	138
TBC1D20	grey	NA	NA
PPP2R3C	pink	0.329192509219317	207
AHSA2P	turquoise	0.343169469081323	660
C2orf68	grey	NA	NA
CDKN2AIP	yellow	0.5495243911111	131
PDP1	grey	NA	NA
IQCB1	grey	NA	NA
INAFM1	turquoise	0.358547705796488	622
ICE2	grey	NA	NA
MON2	yellow	0.654728413123156	52
BRD8	turquoise	0.425994314655038	474
CD276	grey	NA	NA
XPNPEP1	green	0.493598487766353	187
RAB3GAP2	yellow	0.414119186760969	264
OMA1	black	0.439179131924485	165
ARHGEF1	turquoise	0.408499914093044	516
SNHG30	grey	NA	NA
FAM210A	grey	NA	NA
SPATA33	grey	NA	NA
CCDC126	pink	0.4580642591449	150
BRD9	grey	NA	NA
GTF2H1	grey	NA	NA
KHSRP	yellow	0.413857736454031	265
EHD1	grey	NA	NA
ZFYVE19	grey	NA	NA
DPH2	green	0.534836592201031	127
NMRK1	grey	NA	NA
RPAP2	grey	NA	NA
CCDC112	grey	NA	NA
ARHGEF3	turquoise	0.561537044704469	227
STRBP	pink	0.414895800913312	174
ORAI3	brown	0.467117896144447	239
GK5	brown	0.383504406626424	380
RESF1	grey	NA	NA
UMAD1	turquoise	0.410587627293445	513
FAM13B	yellow	0.531668526613891	152
EZH2	greenyellow	0.489783896226596	104
RCAN3	grey	NA	NA
MAPK8	grey	NA	NA
RUFY1	grey	NA	NA
OVCA2	tan	0.669297678409418	19
DYNLL2	turquoise	0.45782180767942	410
OTUD7B	brown	0.484318239583705	216
DCTN5	grey	NA	NA
INHBB	brown	0.596792551126718	72
GOLGA3	grey	NA	NA
AGA	black	0.468833441848981	138
TTC9C	grey	NA	NA
MAP9	turquoise	0.381459938350664	576
YAF2	turquoise	0.401703488960977	532
SCARB1	grey	NA	NA
SCNN1A	brown	0.693898541234847	16
ALAS1	grey	NA	NA
UBR4	grey	NA	NA
REPS1	grey	NA	NA
CCDC170	turquoise	0.644334143628911	121
MANSC1	grey	NA	NA
SUPT6H	yellow	0.503895834792667	175
NEPRO	grey	NA	NA
IFI16	grey	NA	NA
UTP6	blue	0.307655456996564	593
ZBTB18	brown	0.354002317983088	415
PDLIM2	grey	NA	NA
TMEM184B	grey	NA	NA
STAM	grey	NA	NA
GGA2	grey	NA	NA
SKAP2	pink	0.382749812615192	190
FADS1	salmon	0.457413372875931	84
MRPS31	blue	0.64717154473132	74
CLK3	grey	NA	NA
METTL25B	turquoise	0.354227193969314	633
PISD	magenta	0.332773908753788	171
DHRS3	cyan	0.43756293022147	44
RHOT1	turquoise	0.473449459762674	377
PLBD1	pink	0.44316901905287	156
CYREN	grey	NA	NA
MTERF3	blue	0.436427487036123	369
VPS37C	turquoise	0.383680350639573	570
PNMT	cyan	0.597774554495969	15
IFI27L1	grey	NA	NA
ZNF138	brown	0.440814640219474	293
HDGFL2	grey	NA	NA
CTXN1	brown	0.529690392975711	152
PMS1	grey	NA	NA
CSAD	turquoise	0.58527236417861	209
MTFR1L	blue	0.378705707747602	498
GPRC5C	brown	0.662174438196336	33
SNUPN	blue	0.409758323380712	433
EDEM2	grey	NA	NA
PCGF3	turquoise	0.348749960471046	645
EGR2	grey	NA	NA
ADPGK	grey	NA	NA
POMGNT1	black	0.469897425766266	137
DUSP22	grey	NA	NA
IL18	grey	NA	NA
FAM217B	grey	NA	NA
XPA	black	0.431085842286101	172
CPSF3	blue	0.63219893167621	89
EFTUD2	black	0.467361631925326	139
NOA1	grey	NA	NA
PICALM	grey	NA	NA
SEPHS1	blue	0.479317825238122	289
D2HGDH	brown	0.459604761481839	254
RNF34	blue	0.410785948355028	431
MT1G	grey	NA	NA
MTREX	turquoise	0.387686689749417	559
UBA6	grey	NA	NA
RGS3	grey	NA	NA
ZNF226	black	0.463791885546705	143
ANGEL2	yellow	0.420988322845703	258
TMEM214	grey	NA	NA
CNOT3	grey	NA	NA
EPS15	grey	NA	NA
MALL	grey	NA	NA
ITPKC	yellow	0.65060395493808	56
R3HDM1	grey	NA	NA
ACP2	grey	NA	NA
PPIL3	magenta	0.509252840594631	96
TBC1D23	blue	0.377691956201988	499
PLXDC2	salmon	0.416028085956523	100
KIF20B	greenyellow	0.697754501208843	26
DDX59	grey	NA	NA
TARBP2	tan	0.369952513666162	118
AKAP8L	grey	NA	NA
B3GALNT2	grey	NA	NA
RNF4	grey	NA	NA
SGMS1	yellow	0.483349761156927	198
ZNHIT2	grey	NA	NA
SGK3	turquoise	0.597882711399557	183
TNKS2	yellow	0.532379979160227	150
AKTIP	grey	NA	NA
UBE4A	grey	NA	NA
CTNNAL1	grey	NA	NA
TAF3	grey	NA	NA
LXN	pink	0.40302770320765	177
WDR41	grey	NA	NA
ERC1	grey	NA	NA
NOSTRIN	brown	0.556061963700637	113
RNF6	grey	NA	NA
PIK3C2A	yellow	0.535881401529734	143
OGFRL1	salmon	0.37244527266059	112
TOP1MT	grey	NA	NA
COG2	turquoise	0.388436068978144	556
GPD2	brown	0.515040353399188	172
ANKRA2	turquoise	0.635770221660955	136
KIDINS220	brown	0.483053293818299	218
THOP1	grey	NA	NA
OXCT1	greenyellow	0.683535161666939	30
METAP1	grey	NA	NA
ENSG00000254337	grey	NA	NA
MUS81	grey	NA	NA
HACD4	turquoise	0.30150299077553	742
RLF	yellow	0.494023138348309	188
ADGRG1	cyan	0.401679905302808	47
ZNF721	turquoise	0.49280373427673	326
RARS2	grey	NA	NA
ITGB5	brown	0.617473367534475	52
GBA1	grey	NA	NA
CEP95	turquoise	0.37790675276385	585
HMGCL	black	0.400967638297708	190
TCF7L2	grey	NA	NA
VPS13C	grey	NA	NA
ECPAS	tan	0.441171810474926	86
LRRC45	grey	NA	NA
RXYLT1	grey	NA	NA
MPZL2	grey	NA	NA
PRKCD	brown	0.41439428709902	339
PTGES	turquoise	0.352756803841828	636
C6orf120	grey	NA	NA
LZTFL1	brown	0.528042253984121	156
RIN2	grey	NA	NA
EIPR1	grey	NA	NA
MMUT	magenta	0.393913826477142	159
ZNF771	grey	NA	NA
BPNT2	grey	NA	NA
MRPL1	blue	0.393941066423581	471
TULP3	grey	NA	NA
BARD1	grey	NA	NA
TUT7	grey	NA	NA
KYAT3	grey	NA	NA
DLAT	blue	0.329397439673742	569
MPPE1	grey	NA	NA
ANAPC7	grey	NA	NA
CHD3	grey	NA	NA
RNF44	turquoise	0.332859601711269	677
PEDS1	grey	NA	NA
PHC3	yellow	0.488620703252552	194
DLG5	turquoise	0.60754107686844	170
METTL17	grey	NA	NA
AMDHD2	turquoise	0.487368733790608	343
RRP12	yellow	0.456846514178486	224
CTDSP1	grey	NA	NA
NVL	brown	0.347463720103131	419
SEH1L	grey	NA	NA
WDR11	grey	NA	NA
LMNB1	greenyellow	0.654395327991886	37
MAP3K7	grey	NA	NA
DMAP1	grey	NA	NA
SLC10A3	grey	NA	NA
POLD3	greenyellow	0.442255417179209	129
MAPKAPK3	brown	0.310349408242358	447
SLC35E1	brown	0.443922425848541	288
ADAM17	grey	NA	NA
NPRL2	grey	NA	NA
SUGP2	turquoise	0.410806633794853	512
BRCC3	blue	0.587268788059312	131
GCDH	grey	NA	NA
HOXB3	turquoise	0.349501621698181	644
FADD	grey	NA	NA
ABCB8	turquoise	0.399906509332356	535
ATP13A3	brown	0.44659732094155	280
ACAD9	blue	0.440888222897816	359
ZNF830	grey	NA	NA
TSC2	turquoise	0.541210666866719	251
CARS1	grey	NA	NA
