gene	source	article_id	pmid	pmcid	doi	title	year	url	text_mentions_perturbation	text_mentions_metabolism	text_mentions_PDCA_model	evidence_status	intervention_direction	metabolite_or_flux_measured	rescue	opposing_result	reading_depth
GPD2	MED	19669728	19669728		10.1007/s00125-009-1485-6	Endothelial cell signalling supports pancreatic beta cell function in the rat.	2009	https://europepmc.org/article/MED/19669728	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
GPD2	MED	34450178	34450178		10.1016/j.toxicon.2021.08.017	Analysis of miRNA and mRNA expression in the dysregulation of insulin secretion in MIN6 cells exposed to microcystin-leucine-arginine.	2021	https://europepmc.org/article/MED/34450178	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
GPD2	MED	38504335	38504335	PMC10953268	10.1186/s13578-024-01214-8	Association of glucose-lowering drug target and risk of gastrointestinal cancer: a mendelian randomization study.	2024	https://europepmc.org/article/MED/38504335	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
GPD2	MED	41007695	41007695	PMC12467098	10.3390/biomedicines13092132	Identification of Key Biomarkers Related to Lipid Metabolism in Acute Pancreatitis and Their Regulatory Mechanisms Based on Bioinformatics and Machine Learning.	2025	https://europepmc.org/article/MED/41007695	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
HADH	MED	40474078	40474078	PMC12139081	10.1186/s12860-025-00544-w	Searching for protein partners of short-chain 3-hydroxyacyl-CoA dehydrogenase (SCHAD) reveals keratin 8 as a novel candidate for interaction in pancreatic β-cells.	2025	https://europepmc.org/article/MED/40474078	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
HADH	MED	40553786	40553786		10.1016/j.toxlet.2025.06.009	Prenatal microcystin-LR exposure alters pancreatic proteome and impairs insulin secretion in offspring mice.	2025	https://europepmc.org/article/MED/40553786	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
HADH	MED	40705962	40705962	PMC12819870	10.1210/clinem/dgaf423	Congenital Hyperinsulinemic Hypoglycemia With a New HADH Mutation and Pancreatic Overexpression of GLP-1 Receptors.	2026	https://europepmc.org/article/MED/40705962	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
HADH	MED	41167553	41167553		10.1016/j.metabol.2025.156423	Lysine potentiates insulin secretion via AASS-dependent catabolism and regulation of GABA content and signaling.	2026	https://europepmc.org/article/MED/41167553	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
HADH	MED	42098751	42098751	PMC13326317	10.1186/s12967-026-08231-w	Intratumoral microbiota promote pancreatic cancer progression via NaAc-mediated activation of the GPR43/AMPK/HADH pathway.	2026	https://europepmc.org/article/MED/42098751	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
HADHA	MED	34168259	34168259	PMC8225828	10.1038/s41598-021-92752-5	Integrated lipidomics and proteomics reveal cardiolipin alterations, upregulation of HADHA and long chain fatty acids in pancreatic cancer stem cells.	2021	https://europepmc.org/article/MED/34168259	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
HIBADH	MED	33777101	33777101	PMC7987941	10.3389/fgene.2021.630109	A Dual Systems Genetics Approach Identifies Common Genes, Networks, and Pathways for Type 1 and 2 Diabetes in Human Islets.	2021	https://europepmc.org/article/MED/33777101	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
HPGD	MED	35248692	35248692		10.1016/j.ymeth.2022.02.011	A 70‑RNA model based on SVR and RFE for predicting the pancreatic cancer clinical prognosis.	2022	https://europepmc.org/article/MED/35248692	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
HPGD	MED	37140231	37140231		10.1097/hep.0000000000000437	Bile exosomal miR-182/183-5p increases cholangiocarcinoma stemness and progression by targeting HPGD and increasing PGE2 generation.	2024	https://europepmc.org/article/MED/37140231	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
HSD17B11	MED	34078402	34078402	PMC8171034	10.1186/s12944-021-01476-y	Identification of prognostic lipid droplet-associated genes in pancreatic cancer patients via bioinformatics analysis.	2021	https://europepmc.org/article/MED/34078402	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
HSD17B12	MED	32340285	32340285	PMC7230604	10.3390/genes11040461	An Integrative Phenotype-Genotype Approach Using Phenotypic Characteristics from the UAE National Diabetes Study Identifies <i>HSD17B12</i> as a Candidate Gene for Obesity and Type 2 Diabetes.	2020	https://europepmc.org/article/MED/32340285	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
HSD17B13	MED	33102799	33102799	PMC7576307	10.1002/edm2.179	Human and molecular genetics shed lights on fatty liver disease and diabetes conundrum.	2020	https://europepmc.org/article/MED/33102799	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
HSD17B14	MED	38324544	38324544	PMC10849254	10.1371/journal.pone.0289561	A comprehensive meta-analysis of transcriptome data to identify signature genes associated with pancreatic ductal adenocarcinoma.	2024	https://europepmc.org/article/MED/38324544	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
HSD3B1	MED	18223326	18223326		10.1097/pas.0b013e31812e0046	HSD3B1 as a novel trophoblast-associated marker that assists in the differential diagnosis of trophoblastic tumors and tumorlike lesions.	2008	https://europepmc.org/article/MED/18223326	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
HSD3B1	MED	27813053	27813053		10.1055/s-0042-116157	Elevated Steroid Hormone Production in the db/db Mouse Model of Obesity and Type 2 Diabetes.	2017	https://europepmc.org/article/MED/27813053	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
IDH3A	MED	33104727	33104727	PMC7588079	10.1371/journal.pone.0229430	Markers of acute toxicity of DDT exposure in pancreatic beta-cells determined by a proteomic approach.	2020	https://europepmc.org/article/MED/33104727	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
IDH3A	MED	42097492	42097492		10.1016/j.canlet.2026.218560	RNF43 deficiency activates YBX1-MYC-driven oxidative phosphorylation in pancreatic cancer.	2026	https://europepmc.org/article/MED/42097492	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
IDH3A	PPR	PPR112113			10.1101/2020.02.07.938605	Markers of Acute Toxicity in Pancreatic Beta-Cells Exposed to Lethal Doses of the Organochlorine Pollutant DDT Determined by a Proteomic Approach	2020	https://europepmc.org/article/PPR/PPR112113	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
IDO1	MED	37456260	37456260	PMC10348419	10.3389/fonc.2023.1142838	The immunomodulatory role of IDO1-Kynurenine-NAD<sup>+</sup> pathway in switching cold tumor microenvironment in PDAC.	2023	https://europepmc.org/article/MED/37456260	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
IDO1	MED	38187398	38187398	PMC10766682	10.3389/fimmu.2023.1264012	Inhibition of ERO1a and IDO1 improves dendritic cell infiltration into pancreatic ductal adenocarcinoma.	2023	https://europepmc.org/article/MED/38187398	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
IDO1	MED	38896624	38896624	PMC11186499	10.1126/sciadv.adj8650	BICC1 drives pancreatic cancer stemness and chemoresistance by facilitating tryptophan metabolism.	2024	https://europepmc.org/article/MED/38896624	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
IDO1	MED	39947402	39947402		10.1016/j.jconrel.2025.02.021	Polyphenol-based pH-responsive nanoparticles enhance chemo-immunotherapy in pancreatic cancer.	2025	https://europepmc.org/article/MED/39947402	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
IDO1	PPR	PPR1068179			10.1101/2025.08.13.670111	Reprogramming Immunosuppressive Bone Marrow–Derived Cells via CD44 Targeting Impacts Pancreatic Cancer Metastasis	2025	https://europepmc.org/article/PPR/PPR1068179	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
IDO2	MED	30266763	30266763	PMC6335160	10.1158/1078-0432.ccr-18-0814	Host <i>IDO2</i> Gene Status Influences Tumor Progression and Radiotherapy Response in <i>KRAS</i>-Driven Sporadic Pancreatic Cancers.	2019	https://europepmc.org/article/MED/30266763	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
IDO2	MED	31444833	31444833	PMC6778659	10.1111/cas.14179	Indoleamine 2,3-dioxygenase 2 depletion suppresses tumor growth in a mouse model of Lewis lung carcinoma.	2019	https://europepmc.org/article/MED/31444833	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
IDO2	MED	33968089	33968089	PMC8097162	10.3389/fimmu.2021.679953	Current Challenges for IDO2 as Target in Cancer Immunotherapy.	2021	https://europepmc.org/article/MED/33968089	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
IDO2	MED	37456260	37456260	PMC10348419	10.3389/fonc.2023.1142838	The immunomodulatory role of IDO1-Kynurenine-NAD<sup>+</sup> pathway in switching cold tumor microenvironment in PDAC.	2023	https://europepmc.org/article/MED/37456260	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
IDO2	PPR	PPR857711			10.20944/preprints202405.1529.v1	Tryptophan Metabolism in Developmental Origins of Health and Disease (DOHaD)	2024	https://europepmc.org/article/PPR/PPR857711	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
IMPDH2	MED	32817748	32817748	PMC7425065	10.1186/s12014-020-09293-8	Quantitative analysis of differentially expressed proteins in psoriasis vulgaris using tandem mass tags and parallel reaction monitoring.	2020	https://europepmc.org/article/MED/32817748	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
IMPDH2	MED	37063434	37063434	PMC10092763	10.7150/ijbs.77150	PI3K/ c-Myc/AFF4 axis promotes pancreatic tumorigenesis through fueling nucleotide metabolism.	2023	https://europepmc.org/article/MED/37063434	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
IMPDH2	MED	41494804	41494804		10.1136/gutjnl-2025-336235	Integrated screens reveal that guanine nucleotide depletion, which is irreversible via targeting IMPDH2, inhibits pancreatic cancer and potentiates KRAS inhibition.	2026	https://europepmc.org/article/MED/41494804	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
IMPDH2	MED	42729688	42729688	PMC13563455	10.20517/cdr.2026.80	PSMD14 as a translational target in cancer and beyond: from deubiquitination mechanisms to drug resistance and precision therapy.	2026	https://europepmc.org/article/MED/42729688	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
IMPDH2	PPR	PPR181977			10.21203/rs.3.rs-25554/v2	Quantitative analysis of differentially expressed proteins in psoriasis vulgaris using tandem mass tags and parallel reaction monitoring	2020	https://europepmc.org/article/PPR/PPR181977	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
KYAT1	MED	42551763	42551763		10.1016/j.freeradbiomed.2026.08.003	Se-methylselenocysteine induces NRF2-ATF4 stress signaling and ferroptosis-associated remodeling in pancreatic cancer.	2026	https://europepmc.org/article/MED/42551763	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LARS1	MED	39955826	39955826		10.1016/j.phymed.2025.156437	Rg3 inhibits hypoxia-induced tumor exosomes from boosting pancreatic cancer vasculogenic mimicry through the HIF-1α/LARS1/mTOR axis.	2025	https://europepmc.org/article/MED/39955826	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LDHA	MED	39930542	39930542	PMC11809001	10.1186/s40170-025-00377-3	FOXO3a/miR-4259-driven LDHA expression as a key mechanism of gemcitabine sensitivity in pancreatic ductal adenocarcinoma.	2025	https://europepmc.org/article/MED/39930542	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LDHA	MED	41320682	41320682	PMC12769657	10.1038/s41598-025-29823-4	uPAR expression in M-MDSCs under high LDHA activity in pancreatic ductal adenocarcinoma.	2025	https://europepmc.org/article/MED/41320682	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LDHA	MED	41353334	41353334	PMC12797688	10.1186/s12885-025-15172-y	Cyclin B2 facilitates glycolysis and tumor progression in pancreatic ductal adenocarcinoma by promoting histone lactylation.	2025	https://europepmc.org/article/MED/41353334	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LDHA	MED	42295313	42295313		10.7754/clin.lab.2025.250721	CLCA1 Modulates Pancreatic Cancer Proliferation via SIRT1-HIF-1α Pathway.	2026	https://europepmc.org/article/MED/42295313	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LDHA	MED	42363279	42363279	PMC13576197	10.1186/s12967-026-08424-3	Histone lactylation boosted SET8 potentiates carcinogenesis and angiogenesis of pancreatic ductal adenocarcinoma by cooperating with MTA1/NuRD complex.	2026	https://europepmc.org/article/MED/42363279	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LDHB	MED	33122526	33122526		10.1097/mpa.0000000000001689	Therapeutic Strategies Toward Lactate Dehydrogenase Within the Tumor Microenvironment of Pancreatic Cancer.	2020	https://europepmc.org/article/MED/33122526	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LDHB	MED	38594465	38594465	PMC11405285	10.1038/s41417-024-00768-6	Understanding, diagnosing, and treating pancreatic cancer from the perspective of telomeres and telomerase.	2024	https://europepmc.org/article/MED/38594465	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LDHB	MED	38607916	38607916	PMC11164428	10.1016/j.celrep.2024.114047	LDHB contributes to the regulation of lactate levels and basal insulin secretion in human pancreatic β cells.	2024	https://europepmc.org/article/MED/38607916	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LDHB	MED	38969600	38969600		10.1016/j.tem.2024.06.014	Reconsidering lactate disallowance in pancreatic β cells.	2024	https://europepmc.org/article/MED/38969600	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LDHB	MED	41353334	41353334	PMC12797688	10.1186/s12885-025-15172-y	Cyclin B2 facilitates glycolysis and tumor progression in pancreatic ductal adenocarcinoma by promoting histone lactylation.	2025	https://europepmc.org/article/MED/41353334	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LIPE	MED	34078402	34078402	PMC8171034	10.1186/s12944-021-01476-y	Identification of prognostic lipid droplet-associated genes in pancreatic cancer patients via bioinformatics analysis.	2021	https://europepmc.org/article/MED/34078402	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LIPE	MED	39627016	39627016	PMC11614549	10.14814/phy2.70143	Intrauterine fetal growth restriction in sheep leads to sexually dimorphic programming of Preadipocytes' differentiation potential.	2024	https://europepmc.org/article/MED/39627016	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LIPE	MED	41985529	41985529		10.1088/1758-5090/ae5fda	Development of a spatially defined 3D&lt;i&gt;in vitro&lt;/i&gt;coculture construct modeling pancreatic cancer-associated cachexia.	2026	https://europepmc.org/article/MED/41985529	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LIPE	MED	42286393	42286393	PMC13341990	10.1007/s12672-026-05432-z	Establishment and validation of a prognostic model for pancreatic cancer utilizing genes of tumor-associated neutrophils.	2026	https://europepmc.org/article/MED/42286393	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LIPE	PPR	PPR776725			10.21203/rs.3.rs-3744911/v1	Metabolic Reprogramming：Application of lipid metabolism related genes in the risk model of clinical prognosis of pancreatic cancer	2023	https://europepmc.org/article/PPR/PPR776725	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LRRC8A	MED	29773801	29773801	PMC5958052	10.1038/s41467-018-04353-y	LRRC8/VRAC anion channels enhance β-cell glucose sensing and insulin secretion.	2018	https://europepmc.org/article/MED/29773801	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LRRC8A	MED	36428619	36428619	PMC9688930	10.3390/cancers14225526	LRRC8A Is a Promising Prognostic Biomarker and Therapeutic Target for Pancreatic Adenocarcinoma.	2022	https://europepmc.org/article/MED/36428619	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LRRC8A	MED	40299635	40299635	PMC12220942	10.1172/jci.insight.188020	LRRC8 channel complexes counterbalance KATP channels to mediate swell-secretion coupling in mouse pancreatic β cells.	2025	https://europepmc.org/article/MED/40299635	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LRRC8A	MED	42321533	42321533		10.1038/s41388-026-03864-z	A cholesterol-dependent LRRC8A-caveolin-1 axis sustains KRAS/EGFR signaling, ribosome biogenesis and growth in pancreatic ductal adenocarcinoma.	2026	https://europepmc.org/article/MED/42321533	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
LRRC8A	PPR	PPR1216520			10.64898/2026.03.31.715660	Biosensor Cell Array Reveals Temporal GABA Secretion Dynamics from Pancreatic Islets	2026	https://europepmc.org/article/PPR/PPR1216520	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MDH1	MED	27840030	27840030		10.1016/j.molcel.2016.09.028	Arginine Methylation of MDH1 by CARM1 Inhibits Glutamine Metabolism and Suppresses Pancreatic Cancer.	2016	https://europepmc.org/article/MED/27840030	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MDH1	MED	30765601	30765601	PMC6522344	10.1158/0008-5472.can-18-2553	MDH1 and MPP7 Regulate Autophagy in Pancreatic Ductal Adenocarcinoma.	2019	https://europepmc.org/article/MED/30765601	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MDH1	MED	35879546	35879546		10.1038/s41589-022-01085-5	O-GlcNAcylation promotes pancreatic tumor growth by regulating malate dehydrogenase 1.	2022	https://europepmc.org/article/MED/35879546	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MDH1	MED	38962852	38962852		10.1042/ebc20230085	Physiology of malate dehydrogenase and how dysregulation leads to disease.	2024	https://europepmc.org/article/MED/38962852	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MDH1	MED	42167066	42167066		10.1016/j.jmgm.2026.109445	GLP-1R R131Q links long-range conformational remodeling to cellular stress phenotypes.	2026	https://europepmc.org/article/MED/42167066	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MDH2	MED	25755250	25755250	PMC4406655	10.15252/embj.201591041	SIRT3-dependent GOT2 acetylation status affects the malate-aspartate NADH shuttle activity and pancreatic tumor growth.	2015	https://europepmc.org/article/MED/25755250	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
MDH2	MED	35954202	35954202	PMC9367602	10.3390/cells11152358	Sweat Proteomics in Cystic Fibrosis: Discovering Companion Biomarkers for Precision Medicine and Therapeutic Development.	2022	https://europepmc.org/article/MED/35954202	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
