gene	current_pool	history_only	n_current_relations	RNA_status	RNA_n	RNA_effect	RNA_p	RNA_q	RNA_positive_pairs	RNA_negative_pairs	RNA_tier	CAMP_evaluable	CAMP_nominal	CAMP_FDR	Wu_top	Pal_top	Wu_ER_top	Wu_HER2_top	Wu_TNBC_top	interpretation_cn	limitation_cn	next_action_cn	RNA_source	relation_source	cell_source	judgment_type	new_patient_statistics
KMO	True	False	1	DONE	45.0	0.9080987413149172	5.046505937334883e-06	2.4896095957518753e-05	36.0	9.0	FDR_SUPPORTED	1	1	0	Myeloid	Myeloid	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
KYNU	True	False	1	DONE	45.0	0.6422700618256811	0.0018117301973359	0.004395673265667429	32.0	13.0	FDR_SUPPORTED	1	1	1	Myeloid	Myeloid	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
LDHA	True	False	1	DONE	45.0	-0.0202724359356821	0.8111479319861323	0.8574992423853399	21.0	24.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	Malignant_epithelial	Malignant_epithelial	Nonmalignant_epithelial	Perivascular	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
LDHB	True	False	1	DONE	45.0	-0.3977786381843637	0.0042910855389389	0.00967944367447151	15.0	30.0	FDR_SUPPORTED	1	0	0	Perivascular	Perivascular	Perivascular	Perivascular	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
LPCAT1	True	False	3	DONE	45.0	0.46498406319875824	2.646923012749666e-10	9.793615147173764e-09	39.0	6.0	FDR_SUPPORTED	3	3	0	Myeloid	Endothelial	Myeloid	B_cells	Myeloid	配对RNA升高并有既有功能背景。	Wu髓系、Pal内皮最高；HER2+中的B/髓系均值接近，不是稳定细胞特异。	不强制指定一个唯一作用细胞。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
LPCAT2	True	False	2	DONE	45.0	-0.37229435933749955	0.001907514284433179	0.0045534211950985564	14.0	31.0	FDR_SUPPORTED	2	0	0	Myeloid	Mast_cells	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
LPCAT3	True	False	3	DONE	45.0	0.09756391877319143	0.23766063001739254	0.3256830855793898	25.0	20.0	NOT_NOMINAL_SIGNIFICANT	3	0	0	Nonmalignant_epithelial	Malignant_epithelial	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
LPCAT4	True	False	4	NEEDS_REVIEW	NA	NA	NA	NA	NA	NA	NEEDS_REVIEW	0	0	0	Endothelial	Endothelial	Endothelial	Endothelial	Endothelial	单细胞稳定ID匹配提供了来源背景。	单细胞身份解决不自动解除CAMP微阵列探针身份待核。	患者RNA及相关继续沿用待核状态。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
LYPLA1	True	False	3	DONE	45.0	0.4816929530817019	1.1941768946186584e-05	5.5230681376112947e-05	34.0	11.0	FDR_SUPPORTED	3	2	2	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	新增候选中患者线索与恶性上皮表达背景较清楚，值得优先讨论。	1-palmitoyl-GPC不是游离GPC；当前精确关系尚无可用外部检验，来源不证明脂质介导。	保留为讨论对象，不宣布唯一主线。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
LYPLA2	True	False	4	DONE	45.0	0.2863609930087285	4.040147212020904e-09	5.394877037280077e-08	38.0	7.0	FDR_SUPPORTED	4	0	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	配对RNA升高，两研究恶性上皮来源一致。	已有功能记录的模型身份限制仍在；不能自动继承LYPLA1证据。	按自身证据讨论。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
MAT1A	False	True	0	HISTORICAL_ONLY	NA	NA	NA	NA	NA	NA	HISTORICAL_ONLY	0	0	0	Malignant_epithelial	Malignant_epithelial	NA	NA	NA	历史候选保留，不在当前190项入口直接池；原证据不删除。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
MAT2A	False	True	0	HISTORICAL_ONLY	NA	NA	NA	NA	NA	NA	HISTORICAL_ONLY	0	0	0	Perivascular	Myeloid	Myeloid	Perivascular	Myeloid	历史候选保留，不在当前190项入口直接池；原证据不删除。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
MDH1	True	False	1	DONE	45.0	-0.3775350218497361	0.0030963459941473	0.007160300111465631	19.0	26.0	FDR_SUPPORTED	1	0	0	Malignant_epithelial	Malignant_epithelial	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	Tang新增较强苹果酸关联，作为小队列新线索保留。	FUSCC点估计接近零；RNA肿瘤较低与肿瘤内部正相关是不同问题；不可混用MDH2证据。	不升为全池第一名。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
MDH2	True	False	1	DONE	45.0	0.1000247404357883	0.07033019623934	0.11565410048247023	24.0	21.0	NOT_NOMINAL_SIGNIFICANT	1	1	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
MGAM	True	False	2	DONE	45.0	-0.0980635619515537	0.3132119433841037	0.39702879971886934	16.0	29.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	Myeloid	Myeloid	NA	Myeloid	NA	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
MGLL	True	False	7	DONE	45.0	-1.1314647735344583	7.018741036518459e-10	2.0775473468094637e-08	5.0	40.0	FDR_SUPPORTED	7	4	0	Endothelial	Perivascular	Endothelial	Endothelial	Endothelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
MPI	True	False	2	DONE	45.0	-0.075134686916673	0.0876158989672799	0.13943175319524115	16.0	29.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	Nonmalignant_epithelial	Malignant_epithelial	Nonmalignant_epithelial	Malignant_epithelial	Nonmalignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
NAGK	True	False	2	DONE	45.0	0.4258858530877447	8.976333998534972e-09	9.86274383072323e-08	36.0	9.0	FDR_SUPPORTED	2	1	0	Myeloid	Myeloid	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
NAMPT	True	False	1	DONE	45.0	-0.4060242220564979	0.0010250985885938	0.0027091891269978995	15.0	30.0	FDR_SUPPORTED	1	0	0	Myeloid	Myeloid	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
NNMT	True	False	3	DONE	45.0	-0.4072852370498553	0.0020779891926665	0.004881625404994318	15.0	30.0	FDR_SUPPORTED	3	2	1	Fibroblasts	Fibroblasts	Fibroblasts	Fibroblasts	Fibroblasts	1-MNA患者线索需结合成纤维背景讨论。	组成调整后关联减弱；不能说已证明细胞比例导致，也不能把表达来源当代谢物来源。	保留跨细胞背景问题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
NPL	True	False	1	DONE	45.0	0.6185204992916522	5.460022238658147e-05	0.00021265349771615942	37.0	8.0	FDR_SUPPORTED	1	0	0	Myeloid	Myeloid	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
NT5C2	True	False	2	DONE	45.0	0.09151662938165757	0.15514519264305035	0.22734147040763814	26.0	19.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	Myeloid	Endothelial	Endothelial	Malignant_epithelial	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
OAT	True	False	2	DONE	45.0	0.1691926286784821	0.0633945847522418	0.10661816526513393	28.0	17.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	Nonmalignant_epithelial	Malignant_epithelial	Nonmalignant_epithelial	Malignant_epithelial	Nonmalignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
ODC1	True	False	2	DONE	45.0	-0.038439680245057	0.7479477152334435	0.8216380429596449	21.0	24.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	B_cells	B_cells	B_cells	B_cells	T_NK_cells	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
OTC	True	False	2	DONE	45.0	-0.0247459098669037	0.3640338071782975	0.44897502885323354	22.0	23.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	Endothelial	Endothelial	NA	NA	NA	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
PAH	False	True	0	HISTORICAL_ONLY	NA	NA	NA	NA	NA	NA	HISTORICAL_ONLY	0	0	0	Malignant_epithelial	Malignant_epithelial	NA	NA	NA	历史候选保留，不在当前190项入口直接池；原证据不删除。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
PANK1	True	False	1	DONE	45.0	0.1235070844622964	0.0141210802598124	0.0282421605196248	28.0	17.0	FDR_SUPPORTED	1	0	0	Malignant_epithelial	Perivascular	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
PANK2	True	False	1	DONE	45.0	0.2585838494574605	0.0017504462210441	0.004317767345242113	33.0	12.0	FDR_SUPPORTED	1	0	0	Malignant_epithelial	Myeloid	Endothelial	Endothelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
PANK3	True	False	1	DONE	45.0	0.077430472699723	0.2003872181245781	0.2879350318683258	27.0	18.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	Endothelial	Nonmalignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
PCYT1A	True	False	1	DONE	45.0	0.0007244955097924	0.991387435405644	0.991387435405644	21.0	24.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	Endothelial	Endothelial	Endothelial	Endothelial	Endothelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
PCYT1B	True	False	1	DONE	45.0	-0.0437298928685662	0.2805497985260324	0.3707265194808285	19.0	26.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	Nonmalignant_epithelial	Fibroblasts	NA	NA	Nonmalignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
PCYT2	True	False	1	DONE	45.0	-0.0527928361028652	0.5229951908817991	0.6000254903140021	20.0	25.0	NOT_NOMINAL_SIGNIFICANT	1	1	1	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
PEPD	True	False	3	DONE	45.0	-0.2220783571170305	0.0074218923505735	0.015470986871618	16.0	29.0	FDR_SUPPORTED	3	0	0	Myeloid	Myeloid	Myeloid	Myeloid	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
PFKL	True	False	1	DONE	45.0	0.2421776834224296	2.911785170531779e-05	0.00011970672367741757	33.0	12.0	FDR_SUPPORTED	1	1	0	Malignant_epithelial	Myeloid	Endothelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
PFKM	True	False	1	DONE	45.0	0.1527626994192182	0.0054256403627176	0.011984996622122459	28.0	17.0	FDR_SUPPORTED	1	0	0	Perivascular	Perivascular	Fibroblasts	Fibroblasts	Perivascular	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
PFKP	True	False	1	DONE	45.0	0.3286132554790875	0.0066878793893575	0.014140087851784429	30.0	15.0	FDR_SUPPORTED	1	0	0	Malignant_epithelial	T_NK_cells	Endothelial	T_NK_cells	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
PGD	True	False	1	DONE	45.0	-0.1252895205975278	0.2629719694986876	0.3506292926649168	22.0	23.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	Malignant_epithelial	Myeloid	Myeloid	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False
