cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	human_gene_id	rna_symbol	original_effect	original_q	family_n_planned	biochemical_disposition	n_unique_metabolite	n_unique_rna	bootstrap_valid	permutations	random_seed	loo_valid	loo_min	loo_max	loo_max_abs_delta	loo_any_sign_change	n_nonzero_differences	source_run_id	source_analysis_version	source_analysis_type	selection_status	evidence_label	all37_n	all37_rho	all37_p	all37_q	availability_n	availability_rho	availability_p	availability_q	availability_reuse_status	all37_nominal_same_direction	availability_nominal_same_direction	paired_RNA_effect	paired_RNA_p	paired_RNA_q	functional_review_status	external_review_status	func35_review_status	func35_annotation_level	func35_pair_scope	func35_evidence_class	func35_research_decision	func35_functional_conclusion	func35_metabolic_link	func35_counterevidence_or_limit	func35_research_increment	func35_next_action	func35_evidence_ids	func35_source_urls	func35_depmap_status	func35_depmap_score	func35_depmap_n_models	func35_acceptance_version	func35_acceptance_review_status	func35_acceptance_supplement_cn
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	B3GNT2	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:10678	B3GNT2	0.400708300009171	0.0458478582879108	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	NA	NA	NA	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	B3GNT3	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.12800802139037434	-0.22262343141216026	0.45979220400110177	0.4744	0.9179794392523364	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:10331	B3GNT3	0.400708300009171	0.0458478582879108	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	871518555	33	0.07001466275659823	0.19831378299120234	0.07030576160082799	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.15647226173541964	0.3542	0.8533464406779661	32	0.18878299120234604	0.301	0.8213701149425288	REDUCED_SAMPLE_V1_REUSED	False	False	-0.3777983167388008	0.027336640235479763	0.03920302747596133	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	B3GNT4	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:79369	B3GNT4	0.400708300009171	0.0458478582879108	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	NA	NA	NA	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	B4GALNT1	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2583	B4GALNT1	0.400708300009171	0.0458478582879108	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	NA	NA	NA	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	B4GALT1	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.17479946524064172	-0.4750092236874858	0.13980047655845942	0.3348	0.8560376470588235	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2683	B4GALT1	0.400708300009171	0.0458478582879108	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1171924312	33	-0.25843108504398826	-0.13013196480938416	0.08363161980334655	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.17828354670459934	0.2886	0.8403244635193133	32	-0.1469941348973607	0.4219	0.8731041009463723	REDUCED_SAMPLE_V1_REUSED	False	False	-0.708956050355301	0.0027637524655597713	0.005051777047703517	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	B4GALT2	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.4699197860962567	0.12686824569636224	0.7321637839736884	0.0063	0.40624615384615387	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:8704	B4GALT2	0.400708300009171	0.0458478582879108	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1678226410	33	0.4222873900293255	0.5278592375366569	0.05793945144040019	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.36936936936936937	0.0264	0.5311882352941176	32	0.4285190615835777	0.0167	0.6091542857142856	REDUCED_SAMPLE_V1_REUSED	True	True	0.8601027120883007	1.5954458124186302e-05	6.90843526542436e-05	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	INITIAL39_NOMINAL_PAIR	CRC生化改变，所测迁移未改变	暂挂	CRC相关A146V有酶活/修饰变化，但该研究SW480迁移未改变	UDP属于反应相关产物，不是该基因专属通量指标	不能把同文B3GNT2/ST6GALNAC2的迁移表型归给B4GALT2	有意义的问题是突变与糖型背景，不是再宣称普通表达抑瘤	暂挂通用治疗方向；保留突变/糖基化生化证据	E23	https://www.nature.com/articles/srep23642	NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	ABSTRACT_RECORDS_CHECKED	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	B4GALT4	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.3004679144385027	-0.03587023032147517	0.5750531320179438	0.0917	0.8294046511627907	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:8702	B4GALT4	0.400708300009171	0.0458478582879108	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	4162854740	33	0.25549853372434017	0.3966275659824047	0.09615965154390199	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.2707444286391655	0.1012	0.7104083333333334	32	0.3966275659824047	0.0261	0.6091542857142856	REDUCED_SAMPLE_V1_REUSED	False	True	-0.5320339301063992	0.00022451273089410114	0.0006032089034865609	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	B4GALT5	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.0006684491978609625	-0.38745832707195854	0.38513623695521004	0.9982	0.9998334869431642	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:9334	B4GALT5	0.400708300009171	0.0458478582879108	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	4008912884	33	-0.06708211143695014	0.07991202346041056	0.08058047265827152	True	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.01849217638691323	0.9159	0.9946692556634305	32	-0.05168621700879766	0.7777	0.9702644067796611	REDUCED_SAMPLE_V1_REUSED	False	False	0.16991714275730097	0.6486563230628954	0.6839260522128874	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	B4GALT6	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.09626472833810405	-0.2917826472169075	0.46044428383720437	0.5989	0.9179794392523364	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:9331	B4GALT6	0.400708300009171	0.0458478582879108	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	32	4000	9999	3331362033	33	0.02052974071494655	0.2023645870473303	0.10609985870922624	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.07586983594621115	0.6617	0.9444289361702127	32	0.15214004279826462	0.4069	0.8572128205128206	REDUCED_SAMPLE_V1_REUSED	False	False	0.28780231098272946	0.0020547636658749206	0.00391634442299237	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	CANT1	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.18382352941176472	-0.17117420445299542	0.48737566260440135	0.304	0.8440062992125984	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:124583	CANT1	0.400708300009171	0.0458478582879108	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1340292285	33	0.10960410557184751	0.23313782991202345	0.07421942383991721	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.14770033191085824	0.3803	0.8533464406779661	32	0.22397360703812316	0.2206	0.8065870967741936	REDUCED_SAMPLE_V1_REUSED	False	False	-0.5910223077644012	0.0007569203798492143	0.001679534773197759	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH	本轮未确认适用CRC功能	保留	未确认CANT1在CRC的适用干预功能	IMP的生成/底物角色须精确核对，不能直接写成IMP降解	数据库反应注释不等同IMP特异性，其他癌种证据不代替	先把确切核苷酸反应和区室核清	查人蛋白原反应注释及底物实验；暂不据相关性定靶			NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	IMPORTED_SCOPED_SEARCH_NOT_INDEPENDENTLY_REPEATED	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	CHPF	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:79586	CHPF	0.400708300009171	0.0458478582879108	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	NA	NA	NA	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	CHPF2	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:54480	CHPF2	0.400708300009171	0.0458478582879108	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	NA	NA	NA	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	CHSY1	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.21390374331550802	-0.4870334867965585	0.11715786063962996	0.2263	0.8362449438202246	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:22856	CHSY1	0.400708300009171	0.0458478582879108	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1469578877	33	-0.28482404692082114	-0.16055718475073313	0.07092030360531312	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.1894262683736368	0.2626	0.8346801843317972	32	-0.16788856304985336	0.3628	0.8379236749116609	REDUCED_SAMPLE_V1_REUSED	False	False	0.5143757101781006	0.0007569203798492143	0.001679534773197759	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	CHSY3	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.16645775941797158	-0.46373207553382395	0.17988120747711558	0.3462	0.8591753623188406	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:337876	CHSY3	0.400708300009171	0.0458478582879108	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	32	4000	9999	942384506	33	-0.2166620850452395	-0.10558152367686797	0.06087623574110361	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.08642560819478784	0.6127	0.9336820276497696	32	-0.10558152367686797	0.5719	0.9006734299516908	REDUCED_SAMPLE_V1_REUSED	False	False	0.16635838642211986	0.2718241227473204	0.3084823377743127	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	CMPK1	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.18382352941176472	-0.1711509492091707	0.5091559775273516	0.3087	0.8440062992125984	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:51727	CMPK1	0.400708300009171	0.0458478582879108	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	2850941117	33	0.11656891495601172	0.25733137829912023	0.07350784888735551	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.15694642010431484	0.3458	0.8533464406779661	32	0.25733137829912023	0.1504	0.7797567567567567	REDUCED_SAMPLE_V1_REUSED	False	False	-0.2211050123425995	0.0019347598552527817	0.003735510369881994	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	CMPK2	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:129607	CMPK2	0.400708300009171	0.0458478582879108	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	NA	NA	NA	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	COLGALT1	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.11764705882352941	-0.4370709599981513	0.21958756100465843	0.5147	0.9179794392523364	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:79709	COLGALT1	0.400708300009171	0.0458478582879108	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	410763234	33	-0.21957478005865103	-0.06378299120234604	0.10192772123512162	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.13086770981507823	0.4456	0.8857321212121211	32	-0.11473607038123167	0.5318	0.897802421307506	REDUCED_SAMPLE_V1_REUSED	False	False	0.9473153123882003	4.581368063641844e-06	2.6536235797198212e-05	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	COLGALT2	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.2576871657754011	-0.14909817531192926	0.5886563191461761	0.1443	0.8362449438202246	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:23127	COLGALT2	0.400708300009171	0.0458478582879108	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1846829263	33	0.19171554252199413	0.3346774193548387	0.07699025357943762	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.2323376007586534	0.1724	0.7997866666666666	32	0.19171554252199413	0.2905	0.8213701149425288	REDUCED_SAMPLE_V1_REUSED	False	False	-1.41307598294555	0.01879260906824234	0.02784552705792719	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	ENTPD1	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.23696524064171123	-0.5507160770827476	0.11046585669870432	0.1835	0.8362449438202246	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:953	ENTPD1	0.400708300009171	0.0458478582879108	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	2167239216	33	-0.3321114369501466	-0.17375366568914957	0.09514619630843538	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.21740161213845424	0.1977	0.7997866666666666	32	-0.3321114369501466	0.0622	0.6698630136986301	REDUCED_SAMPLE_V1_REUSED	False	False	-0.32890101827739926	0.0009181299027220289	0.001968682387567427	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
