cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	human_gene_id	pool	relation_types	identity_review_status	identity_note	compound_hypotheses	source_urls	exact_human_support_count	eligible_direct_support_count	experimental_annotation	original_camp_effect	original_camp_q	paired_metabolite_P	paired_metabolite_q	paired_up	paired_down	paired_equal	both_observed_pairs	previous_catalog_relation	previous_catalog_disposition	legacy_patient_status	legacy_patient_n	legacy_patient_rho	legacy_patient_P	legacy_patient_q	current_patient_status	current_patient_P	current_patient_q	reuse_requirement	legacy_RNA_status	legacy_RNA_effect	legacy_RNA_P	legacy_RNA_q	prior_35gene_scRNA_panel	prior_39relation	coad_functional_proof	relation_id	CAMP_effect	CAMP_ci_lower	CAMP_ci_upper	CAMP_p_value	CAMP_q_value	CAMP_n	CAMP_status	CAMP_reason	CAMP_input_sha256	CAMP_reused_from	CAMP_available_effect	CAMP_available_ci_lower	CAMP_available_ci_upper	CAMP_available_p_value	CAMP_available_q_value	CAMP_available_n	CAMP_available_status	CAMP_available_reason	CAMP_available_input_sha256	CAMP_available_reused_from	metabolite_paired_effect	metabolite_paired_p_value	metabolite_paired_q_value	metabolite_paired_n	metabolite_paired_status	metabolite_paired_pairs_higher	metabolite_paired_pairs_lower	metabolite_paired_pairs_equal	metabolite_available_effect	metabolite_available_p_value	metabolite_available_q_value	metabolite_available_n	metabolite_available_status	metabolite_available_pairs_higher	metabolite_available_pairs_lower	metabolite_available_pairs_equal	RNA_effect	RNA_ci_lower	RNA_ci_upper	RNA_p_value	RNA_q_value	RNA_n	RNA_status	RNA_reason	RNA_n_up	RNA_n_down	RNA_n_equal	Lee_display_top	Lee_status_x	Lee_reason	Lee_bootstrap_top_frequency	Lee_top_runner_gap	Lee_max_detection	Uhlitz_display_top	Uhlitz_status_x	Uhlitz_reason	Uhlitz_bootstrap_top_frequency	Uhlitz_top_runner_gap	Uhlitz_max_detection	Lee_shared_top	Uhlitz_shared_top	Lee_status_y	Uhlitz_status_y	Lee_top_frequency	Uhlitz_top_frequency
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00315	spermidine	SLC18B1	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:116843	DIRECT	DIRECT_TRANSPORT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00315""]"	"[""https://www.uniprot.org/uniprotkb/Q6NT16/entry""]"	1	1	True	0.305948873264586	0.038270274465541	0.0327442210844028	0.054232616171042136	21	12	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	-0.045454545454545456	0.7964	0.9642100185528757	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	0.046425816777798445	0.907540882973728	0.9241169721604627	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|spermidine|KEGG:C00315|hsa:116843	-0.045454545454545456	-0.3552912014729943	0.26028477490554414	0.7964	0.9742477528089888	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	eecd1d589fd53b51d6f926681c57ee5b33200ceb8d63894358276a85635aee8a	patient_v1	-0.045454545454545456	-0.3552912014729943	0.26028477490554414	0.7964	0.983921134751773	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	eecd1d589fd53b51d6f926681c57ee5b33200ceb8d63894358276a85635aee8a	availability_reuse_v2	0.2649611238157197	0.0327442210844028	0.054232616171042136	33	DONE	21	12	0	0.2649611238157197	0.0327442210844028	0.05258920355979844	33	DONE	21	12	0	-0.016837090639642498	-0.28266043834030097	0.24898625706101596	0.8981508192693445	0.9105269132356544	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	17.0	16.0	0.0	Stromal cells	DONE	DESCRIPTIVE_ONLY	0.712	0.007526423769988341	0.07866033257681634	Endothelial	DONE	DESCRIPTIVE_ONLY	0.997	0.09375975620462294	0.21512808659681099	Stromal	Stromal	DONE	DONE	0.711	0.555
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00315	spermidine	PAOX	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:196743	DIRECT	DIRECT_SUBSTRATE_OR_PRODUCT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00315""]"	"[""https://www.kegg.jp/entry/R03899"", ""https://www.uniprot.org/uniprotkb/Q6QHF9/entry""]"	1	1	True	0.305948873264586	0.038270274465541	0.0327442210844028	0.054232616171042136	21	12	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	0.18716577540106952	0.2921	0.8389832599118944	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	-0.8113636893770995	1.7295905123417605e-05	7.209321200975936e-05	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|spermidine|KEGG:C00315|hsa:196743	0.18716577540106952	-0.18592779177162047	0.5254720135752814	0.2921	0.8537553691275168	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	0954e6dda4546d8911938d4495b23d3aa695dafec2ecc4aa1888493afa2041d0	patient_v1	0.18716577540106952	-0.18592779177162047	0.5254720135752814	0.2921	0.8486469026548673	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	0954e6dda4546d8911938d4495b23d3aa695dafec2ecc4aa1888493afa2041d0	availability_reuse_v2	0.2649611238157197	0.0327442210844028	0.054232616171042136	33	DONE	21	12	0	0.2649611238157197	0.0327442210844028	0.05258920355979844	33	DONE	21	12	0	-0.717410074620697	-0.9448527677299917	-0.4899673815114022	3.189784727650759e-07	1.5071001236148083e-06	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	4.0	29.0	0.0	B cells	DONE	DESCRIPTIVE_ONLY	1.0	0.036762287244461296	0.08566966809291002	暂不可定位	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	0.678	0.002205266515931026	0.004895005493363205	B_lineage	暂不可定位	DONE	NOT_EVALUABLE	1.0	0.882
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00315	spermidine	ATP13A2	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:23400	DIRECT	DIRECT_TRANSPORT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00315""]"	"[""https://www.uniprot.org/uniprotkb/Q9NQ11/entry""]"	1	1	True	0.305948873264586	0.038270274465541	0.0327442210844028	0.054232616171042136	21	12	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	0.18783422459893048	0.2892	0.8389832599118944	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	0.06377529745160082	0.6615589548322263	0.6942477502474657	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|spermidine|KEGG:C00315|hsa:23400	0.18783422459893048	-0.16819906672212298	0.527508685811432	0.2892	0.8524618243243243	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	c059fddd466f4fb3ee943c01c7514908e726f5ce04ec0b1e87de8d9ae13e62c0	patient_v1	0.18783422459893048	-0.16819906672212298	0.527508685811432	0.2892	0.8486469026548673	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	c059fddd466f4fb3ee943c01c7514908e726f5ce04ec0b1e87de8d9ae13e62c0	availability_reuse_v2	0.2649611238157197	0.0327442210844028	0.054232616171042136	33	DONE	21	12	0	0.2649611238157197	0.0327442210844028	0.05258920355979844	33	DONE	21	12	0	0.02435242684562061	-0.18954171251979288	0.2382465662110341	0.8180843211659714	0.8392697717140942	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	17.0	16.0	0.0	Epithelial cells	DONE	DESCRIPTIVE_ONLY	1.0	0.039848449323220514	0.28489992316016155	Endothelial	DONE	DESCRIPTIVE_ONLY	0.566	0.007299793874433413	0.22841435875382862	Epithelial	Epithelial	DONE	DONE	0.998	1.0
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00315	spermidine	PANX1	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:24145	DIRECT	DIRECT_TRANSPORT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00315""]"	"[""https://www.uniprot.org/uniprotkb/Q96RD7/entry""]"	1	1	True	0.305948873264586	0.038270274465541	0.0327442210844028	0.054232616171042136	21	12	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	-0.24632352941176472	0.1633	0.8362449438202246	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	0.6140008776048997	4.119613902711729e-05	0.00014025555729842986	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|spermidine|KEGG:C00315|hsa:24145	-0.24632352941176472	-0.5661458603168052	0.10078258834200116	0.1633	0.8383375	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	0557e044a14afb21732a9106c3a006f7dd8aafea921fa27e43fce155214d2b38	patient_v1	-0.24632352941176472	-0.5661458603168052	0.10078258834200116	0.1633	0.777710152284264	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	0557e044a14afb21732a9106c3a006f7dd8aafea921fa27e43fce155214d2b38	availability_reuse_v2	0.2649611238157197	0.0327442210844028	0.054232616171042136	33	DONE	21	12	0	0.2649611238157197	0.0327442210844028	0.05258920355979844	33	DONE	21	12	0	0.5165908113772243	0.3319686094933274	0.7012130132611212	2.594943679893489e-06	9.482377711547815e-06	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	26.0	7.0	0.0	Stromal cells	DONE	DESCRIPTIVE_ONLY	1.0	0.0592361392759119	0.1704202143896331	Fibroblast	DONE	DESCRIPTIVE_ONLY	0.937	0.0580903849658701	0.18139256222774464	Stromal	Stromal	DONE	DONE	1.0	1.0
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00315	spermidine	SMOX	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:54498	DIRECT	DIRECT_SUBSTRATE_OR_PRODUCT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00315""]"	"[""https://www.kegg.jp/entry/R09076"", ""https://www.uniprot.org/uniprotkb/Q9NWM0/entry""]"	1	1	True	0.305948873264586	0.038270274465541	0.0327442210844028	0.054232616171042136	21	12	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	0.18516042780748662	0.3024	0.8440062992125984	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	2.1354926619167998	8.540760525364088e-07	1.250737929641584e-05	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|spermidine|KEGG:C00315|hsa:54498	0.18516042780748662	-0.1482372003269125	0.5067500381893978	0.3024	0.8583155339805825	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	6e232c8b59d89ca2365aa4bee0455f7c15dd2803383013b1eb323dd6575a1220	patient_v1	0.18516042780748662	-0.1482372003269125	0.5067500381893978	0.3024	0.8486469026548673	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	6e232c8b59d89ca2365aa4bee0455f7c15dd2803383013b1eb323dd6575a1220	availability_reuse_v2	0.2649611238157197	0.0327442210844028	0.054232616171042136	33	DONE	21	12	0	0.2649611238157197	0.0327442210844028	0.05258920355979844	33	DONE	21	12	0	2.1029130827986746	1.6970532793112967	2.5087728862860526	5.961180347148738e-12	1.9187549242385e-10	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	31.0	2.0	0.0	Stromal cells	DONE	DESCRIPTIVE_ONLY	0.549	0.0017807146524344564	0.20103388166392636	Endothelial	DONE	DESCRIPTIVE_ONLY	0.531	0.004213826247954522	0.11791837162607959	Stromal	Myeloid	DONE	DONE	0.529	0.994
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00315	spermidine	SLC45A4	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:57210	DIRECT	DIRECT_TRANSPORT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00315""]"	"[""https://www.uniprot.org/uniprotkb/Q5BKX6/entry""]"	1	1	True	0.305948873264586	0.038270274465541	0.0327442210844028	0.054232616171042136	21	12	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	-0.16243315508021391	0.3637	0.8591753623188406	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	0.16498624567928033	0.18313858346106204	0.2160841487397716	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|spermidine|KEGG:C00315|hsa:57210	-0.16243315508021391	-0.46841602556655504	0.1604478505568196	0.3637	0.8797560846560847	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	e65099679af8448f3502257d3297b4f3e94945f97d3b47c9c90462ad76bd921b	patient_v1	-0.16243315508021391	-0.46841602556655504	0.1604478505568196	0.3637	0.8750903314917128	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	e65099679af8448f3502257d3297b4f3e94945f97d3b47c9c90462ad76bd921b	availability_reuse_v2	0.2649611238157197	0.0327442210844028	0.054232616171042136	33	DONE	21	12	0	0.2649611238157197	0.0327442210844028	0.05258920355979844	33	DONE	21	12	0	0.2631993160341116	-0.09349583389872146	0.6198944659669448	0.14263989936198174	0.17743852215318984	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	21.0	12.0	0.0	Epithelial cells	DONE	DESCRIPTIVE_ONLY	0.981	0.015152759517638503	0.13356559103165913	Endothelial	DONE	DESCRIPTIVE_ONLY	0.589	0.014330193537353694	0.1021262103837013	Epithelial	Epithelial	DONE	DONE	0.983	0.703
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00315	spermidine	SLC22A1	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:6580	DIRECT	DIRECT_TRANSPORT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00315""]"	"[""https://www.uniprot.org/uniprotkb/O15245/entry""]"	1	1	False	0.305948873264586	0.038270274465541	0.0327442210844028	0.054232616171042136	21	12	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	0.1885184263287871	0.2893	0.8389832599118944	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	0.1497049327665101	0.14045577106998597	0.17022628776416776	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|spermidine|KEGG:C00315|hsa:6580	0.1885184263287871	-0.17419705258392298	0.5133237251940548	0.2893	0.8524618243243243	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	66061096c92591c9e6b8bc4330e055e76e56a171a15ad4c2c3171c0215af29ef	patient_v1	0.1885184263287871	-0.17419705258392298	0.5133237251940548	0.2893	0.8486469026548673	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	66061096c92591c9e6b8bc4330e055e76e56a171a15ad4c2c3171c0215af29ef	availability_reuse_v2	0.2649611238157197	0.0327442210844028	0.054232616171042136	33	DONE	21	12	0	0.2649611238157197	0.0327442210844028	0.05258920355979844	33	DONE	21	12	0	0.042753995638654535	-0.2540187429127946	0.3395267341901037	0.7710753585170151	0.8067315256180634	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	23.0	10.0	0.0	暂不可定位	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	0.995	0.0024748967409335236	0.004843025453264439	暂不可定位	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	0.519	0.001686083370331732	0.006702702702702704	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.994	0.934
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00315	spermidine	SLC22A3	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:6581	DIRECT	DIRECT_TRANSPORT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00315""]"	"[""https://www.uniprot.org/uniprotkb/O75751/entry""]"	1	1	False	0.305948873264586	0.038270274465541	0.0327442210844028	0.054232616171042136	21	12	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	-0.05314171122994652	0.7714	0.9580053333333333	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	1.9449586364420401	1.8744405365035262e-05	7.464289993576542e-05	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|spermidine|KEGG:C00315|hsa:6581	-0.05314171122994652	-0.3742448049351062	0.30092583512767146	0.7714	0.9692377873563217	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	2ba9644ca291078c33cbd2e0dbc235aea024a45ebbe81405497bced6233707ea	patient_v1	-0.05314171122994652	-0.3742448049351062	0.30092583512767146	0.7714	0.9790386913229018	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	2ba9644ca291078c33cbd2e0dbc235aea024a45ebbe81405497bced6233707ea	availability_reuse_v2	0.2649611238157197	0.0327442210844028	0.054232616171042136	33	DONE	21	12	0	0.2649611238157197	0.0327442210844028	0.05258920355979844	33	DONE	21	12	0	1.9057192777670708	1.2720067540730748	2.539431801461067	7.551084838541535e-07	3.161633082803976e-06	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	29.0	4.0	0.0	Epithelial cells	DONE	DESCRIPTIVE_ONLY	0.998	0.028908408406009375	0.1136901057988199	Epithelial	DONE	DESCRIPTIVE_ONLY	0.957	0.036271718224559324	0.10140817429176675	Epithelial	Epithelial	DONE	DONE	0.998	1.0
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00315	spermidine	SLC22A2	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:6582	DIRECT	DIRECT_TRANSPORT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00315""]"	"[""https://www.uniprot.org/uniprotkb/O15244/entry""]"	1	1	False	0.305948873264586	0.038270274465541	0.0327442210844028	0.054232616171042136	21	12	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	-0.011697860962566845	0.9509	0.9856705882352942	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	-0.5466924837934402	0.026111816620290225	0.037688900364561295	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|spermidine|KEGG:C00315|hsa:6582	-0.011697860962566845	-0.3500900475532022	0.33087649660182883	0.9509	0.9889200000000001	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	bbf9fe609d015b3bf193a2284a1539937b75966f517581d83ea67f7d26dcfa75	patient_v1	-0.011697860962566845	-0.3500900475532022	0.33087649660182883	0.9509	0.9927758539458187	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	bbf9fe609d015b3bf193a2284a1539937b75966f517581d83ea67f7d26dcfa75	availability_reuse_v2	0.2649611238157197	0.0327442210844028	0.054232616171042136	33	DONE	21	12	0	0.2649611238157197	0.0327442210844028	0.05258920355979844	33	DONE	21	12	0	-0.5013603264328418	-0.9339408611952538	-0.06877979167042975	0.024493314080819072	0.03616114450828556	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	11.0	22.0	0.0	暂不可定位	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	0.824	0.00035705128255152427	0.0014938786081761311	暂不可定位	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	NA	NA	NA	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.813	NA
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00315	spermidine	SMS	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:6611	DIRECT	DIRECT_SUBSTRATE_OR_PRODUCT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00315""]"	"[""https://www.kegg.jp/entry/R02869"", ""https://www.uniprot.org/uniprotkb/P52788/entry""]"	1	1	True	0.305948873264586	0.038270274465541	0.0327442210844028	0.054232616171042136	21	12	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	-0.06717914438502674	0.7073	0.9386414634146342	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	0.9791858418795005	1.12173805349021e-06	1.250737929641584e-05	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|spermidine|KEGG:C00315|hsa:6611	-0.06717914438502674	-0.4599524356238922	0.3140303070484628	0.7073	0.9476640552995392	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	14e6c31003d3d03e57759f77351463ba9eee3c4e39d1f21f2a98387b58bc3b1c	patient_v1	-0.06717914438502674	-0.4599524356238922	0.3140303070484628	0.7073	0.9645469788519637	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	14e6c31003d3d03e57759f77351463ba9eee3c4e39d1f21f2a98387b58bc3b1c	availability_reuse_v2	0.2649611238157197	0.0327442210844028	0.054232616171042136	33	DONE	21	12	0	0.2649611238157197	0.0327442210844028	0.05258920355979844	33	DONE	21	12	0	0.9198885811875697	0.7262660072363005	1.1135111551388388	5.02667902104774e-11	7.844665744968443e-10	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	31.0	2.0	0.0	Epithelial cells	DONE	DESCRIPTIVE_ONLY	0.997	0.1272997188510624	0.7371767626222231	Monocyte	DONE	DESCRIPTIVE_ONLY	0.907	0.08690753452685274	0.4375923800363615	Epithelial	Myeloid	DONE	DONE	0.998	0.892
