gene	n_shared_celltypes	interpretation	ER+_status	ER+_reason	ER+_top	ER+_second	ER+_effect	ER+_gap	ER+_n	ER+_detection	ER+_top_cn	ER+_shared_top	ER+_shared_status	HER2+_status	HER2+_reason	HER2+_top	HER2+_second	HER2+_effect	HER2+_gap	HER2+_n	HER2+_detection	HER2+_top_cn	HER2+_shared_top	HER2+_shared_status	TNBC_status	TNBC_reason	TNBC_top	TNBC_second	TNBC_effect	TNBC_gap	TNBC_n	TNBC_detection	TNBC_top_cn	TNBC_shared_top	TNBC_shared_status	same_top_all3	same_top_shared3	status	pattern	equal_subtype_top	omit_ER+_top	omit_HER2+_top	omit_TNBC_top	omit_one_equal_subtype_top_changes
NNMT	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Fibroblasts	Endothelial	1.8086893759768612	0.6383066004557583	9	0.7638979040109461	成纤维细胞	Fibroblasts	DONE	DONE		Fibroblasts	Perivascular	1.6058618099036948	0.5554330323425258	5	0.7302165880047843	成纤维细胞	Fibroblasts	DONE	DONE		Fibroblasts	Perivascular	1.652455248167758	0.649024621201973	9	0.686016379075685	成纤维细胞	Fibroblasts	DONE	True	True	DONE	SAME_TOP	Fibroblasts	Fibroblasts	Fibroblasts	Fibroblasts	False
NPL	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Fibroblasts	0.3387750531590808	0.3103891103719779	11	0.262784380461814	髓系细胞	Myeloid	DONE	DONE		Myeloid	Perivascular	0.3319417476421534	0.2995484233685248	5	0.3439132023003431	髓系细胞	Myeloid	DONE	DONE		Myeloid	B_cells	0.3556290654939522	0.3175167911218624	10	0.2784963776179602	髓系细胞	Myeloid	DONE	True	True	DONE	SAME_TOP	Myeloid	Myeloid	Myeloid	Myeloid	False
NT5C2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	Nonmalignant_epithelial	0.1043674272508318	0.016254616317536205	11	0.1090202071380529	内皮细胞	Endothelial	DONE	DONE		Malignant_epithelial	Myeloid	0.1550785174731486	0.021137185859459007	3	0.3146073501812485	恶性上皮	Malignant_epithelial	DONE	DONE		Myeloid	Malignant_epithelial	0.1339764737191313	0.0368834502680431	10	0.1299537220779273	髓系细胞	Myeloid	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Myeloid	Myeloid	Myeloid	Endothelial	True
OAT	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.7167533407568021	0.1297367573778193	4	0.6755884223742334	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Perivascular	0.704416485737319	0.10601492680589719	3	0.7122697470331931	恶性上皮	Malignant_epithelial	DONE	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.7733830979612438	0.13947369909925122	4	0.6179053851121021	非恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
ODC1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		B_cells	T_NK_cells	0.3981178492086077	0.0734614629542773	8	0.2048221220911287	B细胞	B_cells	DONE	DONE		B_cells	T_NK_cells	0.6959297262217816	0.14832331383728747	5	0.3711232061875523	B细胞	B_cells	DONE	DONE		T_NK_cells	Malignant_epithelial	0.3767619563874425	0.027102973254867768	10	0.2060960861476193	T/NK细胞	T_NK_cells	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	B_cells	B_cells	T_NK_cells	B_cells	True
OTC	7	descriptive_only;not_subtype_specificity_or_causality	NOT_EVALUABLE	low_detection	NA	NA	0.0043537436050167	0.004271460396836229	11	0.0036298305941544	不可判定	NA	NOT_EVALUABLE	NOT_EVALUABLE	low_detection	NA	NA	0.0014578457200934	0.0014578457200934	4	0.0075757575757575	不可判定	NA	NOT_EVALUABLE	NOT_EVALUABLE	low_detection	NA	NA	0.003581496658506	0.003581496658506	9	0.0026994053278402	不可判定	NA	NOT_EVALUABLE	False	False	NOT_EVALUABLE	LOW_DETECTION_OR_COVERAGE	NA	NA	NA	NA	NA
PAH	7	descriptive_only;not_subtype_specificity_or_causality	NOT_EVALUABLE	low_detection	NA	NA	0.0057986492896613	0.0028166502215125995	9	0.008349836812563	不可判定	NA	NOT_EVALUABLE	NOT_EVALUABLE	low_detection	NA	NA	0.0008472300487267	0.0005420462278713	3	0.0029691851621011	不可判定	NA	NOT_EVALUABLE	NOT_EVALUABLE	low_detection	NA	NA	0.0019803673820413	0.0014795044642392998	8	0.0037095085857669	不可判定	NA	NOT_EVALUABLE	False	False	NOT_EVALUABLE	LOW_DETECTION_OR_COVERAGE	NA	NA	NA	NA	NA
PANK1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Perivascular	0.0194975191589741	0.0033440795031424997	4	0.0280297259905371	非恶性上皮	Perivascular	DONE	DONE		Malignant_epithelial	Perivascular	0.0255427964851023	0.007509051888999703	3	0.0704386797612084	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Perivascular	0.0170396065723497	6.913975616760007e-05	8	0.0399660354883996	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Perivascular	Malignant_epithelial	True
PANK2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	Malignant_epithelial	0.1496507352794807	0.03192806135237179	11	0.1564911140606841	内皮细胞	Endothelial	DONE	DONE		Endothelial	Myeloid	0.1786759293148972	0.03376562326232821	4	0.2016422398364776	内皮细胞	Endothelial	DONE	DONE		Malignant_epithelial	Myeloid	0.1711905266838438	0.030038045280535497	8	0.2806465475194851	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Endothelial	Malignant_epithelial	Malignant_epithelial	Endothelial	True
PANK3	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1851772236974182	0.012072677514326502	9	0.2326157444627568	恶性上皮	Malignant_epithelial	DONE	DONE		Endothelial	Malignant_epithelial	0.1597748491030999	0.01724571034512759	4	0.1821502572603828	内皮细胞	Endothelial	DONE	DONE		Nonmalignant_epithelial	Endothelial	0.1610952808124151	0.06912346428769829	4	0.194777353546275	非恶性上皮	Endothelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Endothelial	Malignant_epithelial	Malignant_epithelial	True
PCYT1A	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	Myeloid	0.102364061887208	0.0007238637548632881	11	0.1107687805717737	内皮细胞	Endothelial	DONE	DONE		Endothelial	Fibroblasts	0.1530732781607218	0.0395432218422878	4	0.1787484107785911	内皮细胞	Endothelial	DONE	DONE		Endothelial	Myeloid	0.1110826975031377	0.0083342826564691	9	0.1113362051852834	内皮细胞	Endothelial	DONE	True	True	DONE	SAME_TOP	Endothelial	Endothelial	Endothelial	Endothelial	False
PCYT1B	7	descriptive_only;not_subtype_specificity_or_causality	NOT_EVALUABLE	low_detection	NA	NA	0.0040731491918486	0.0036376978847099005	11	0.0039830687796889	不可判定	NA	NOT_EVALUABLE	NOT_EVALUABLE	low_detection	NA	NA	0.001620256571992	0.0007164876832843	4	0.0031645569620253	不可判定	NA	NOT_EVALUABLE	DONE		Nonmalignant_epithelial	Fibroblasts	0.0227969060842012	0.021809412250742	4	0.0117772108843537	非恶性上皮	NA	NOT_EVALUABLE	False	False	NOT_EVALUABLE	LOW_DETECTION_OR_COVERAGE	NA	NA	NA	NA	NA
PCYT2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1157163224569418	0.016031176080149895	9	0.1684861049520346	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Fibroblasts	0.1938529457317959	0.1398921486266744	3	0.3873706392148988	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.2111762582106585	0.1651110047587212	8	0.2812266270042125	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
PEPD	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Nonmalignant_epithelial	0.3259828749103249	0.05609398828987089	11	0.2898055061430022	髓系细胞	Myeloid	DONE	DONE		Myeloid	Fibroblasts	0.3578120938152013	0.08931843573024278	5	0.4082926383336779	髓系细胞	Myeloid	DONE	DONE		Malignant_epithelial	Myeloid	0.3420229741452351	0.03390095060891529	8	0.4103632061463518	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Myeloid	Myeloid	Myeloid	Myeloid	False
PFKL	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	Myeloid	0.3110302582596336	0.015438979400825614	11	0.2676078760652336	内皮细胞	Endothelial	DONE	DONE		Malignant_epithelial	Myeloid	0.4807719494954228	0.11077392851994178	3	0.620479386534892	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.3789689239519548	0.05599754519088013	8	0.4463443526158331	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
PFKM	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Fibroblasts	Perivascular	0.1103008031921818	0.0013472217778576073	9	0.1155281889119047	成纤维细胞	Fibroblasts	DONE	DONE		Fibroblasts	Endothelial	0.0982904851329869	0.0261898587426891	5	0.132861289133236	成纤维细胞	Fibroblasts	DONE	DONE		Perivascular	Fibroblasts	0.1268184840663718	0.03043407919995901	9	0.1146105299681615	血管周细胞	Perivascular	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Perivascular	Perivascular	Perivascular	Fibroblasts	True
PFKP	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	Nonmalignant_epithelial	0.1375633935151123	0.052857338252443695	11	0.1363007231131362	内皮细胞	Endothelial	DONE	DONE		T_NK_cells	Perivascular	0.1308186348757467	0.00022440413977109497	5	0.0990265914900448	T/NK细胞	T_NK_cells	DONE	DONE		Malignant_epithelial	Endothelial	0.2964073039546939	0.1548854404185166	8	0.3255033568451907	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Endothelial	True
PGD	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Nonmalignant_epithelial	0.3298579961706314	0.09732942563222607	11	0.2878683126529173	髓系细胞	Myeloid	DONE	DONE		Malignant_epithelial	Myeloid	0.5387850836931706	0.0783979694080042	3	0.6017073102429616	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.5690157052196667	0.14022748944130953	8	0.4969062454777787	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Myeloid	True
PGM3	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Fibroblasts	Nonmalignant_epithelial	0.1807931473538527	0.050688910648392205	9	0.1786306529035388	成纤维细胞	Fibroblasts	DONE	DONE		Fibroblasts	Malignant_epithelial	0.2012197141826802	0.015664216834719108	5	0.2601820042298109	成纤维细胞	Fibroblasts	DONE	DONE		Malignant_epithelial	Fibroblasts	0.1987381083238099	0.014479430966867879	8	0.2805867510469631	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Fibroblasts	Fibroblasts	Fibroblasts	Fibroblasts	False
PMM1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Fibroblasts	0.1926149987818589	0.037385912500954105	4	0.307329259712616	非恶性上皮	Fibroblasts	DONE	DONE		Perivascular	Fibroblasts	0.2078334453494597	0.005546367983414291	4	0.2275354128993369	血管周细胞	Perivascular	DONE	DONE		Fibroblasts	Malignant_epithelial	0.214284570231878	0.028908840985582884	9	0.2072166964925081	成纤维细胞	Fibroblasts	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Fibroblasts	Fibroblasts	Fibroblasts	Fibroblasts	False
PMM2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1691243454840047	0.08034444227979971	9	0.2224506865320665	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Fibroblasts	0.2265401085337143	0.09481262210952421	3	0.4319090965336122	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Plasma_cells	0.1718112775675359	0.034504648860275405	8	0.2849512022861699	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
PNP	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	B_cells	0.6573183870666581	0.3779990649196807	11	0.4338537490516475	内皮细胞	Endothelial	DONE	DONE		Endothelial	Myeloid	0.9279295338709702	0.5174826704303326	4	0.5767416088551275	内皮细胞	Endothelial	DONE	DONE		Endothelial	Myeloid	0.7610148558251013	0.5093144253563778	9	0.4672191434838527	内皮细胞	Endothelial	DONE	True	True	DONE	SAME_TOP	Endothelial	Endothelial	Endothelial	Endothelial	False
PPA1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	1.1861639670146904	0.4119027812623266	4	0.8167671576801407	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	1.447614963824286	0.6841050857531021	3	0.8845681147476993	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	1.3233543026521428	0.0433389442563934	8	0.7858280314622546	恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
PPA2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.5723766897864155	0.19120587965881214	4	0.6331225154148264	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Perivascular	0.4627699911610012	0.24227218844510082	3	0.6227198611051487	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.4431610305031541	0.02955247519865939	8	0.4763668690901118	恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
PRODH	7	descriptive_only;not_subtype_specificity_or_causality	NOT_EVALUABLE	low_detection	NA	NA	0.0067428810239379	0.0054648991030432	9	0.0086559154229663	不可判定	NA	NOT_EVALUABLE	DONE		Malignant_epithelial	Endothelial	0.0411596499528474	0.0403121354262126	3	0.1032380923258225	恶性上皮	Malignant_epithelial	DONE	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.0098363286657772	0.006241447508111701	4	0.0124124318601612	非恶性上皮	NA	NOT_EVALUABLE	False	False	NOT_EVALUABLE	LOW_DETECTION_OR_COVERAGE	NA	NA	NA	NA	NA
PRODH2	7	descriptive_only;not_subtype_specificity_or_causality	NOT_EVALUABLE	low_detection	NA	NA	2.005029077896537e-05	2.005029077896537e-05	9	2.7414535186555912e-05	不可判定	NA	NOT_EVALUABLE	NOT_EVALUABLE	low_detection	NA	NA	0.0003632271740579	0.0003632271740579	5	0.0022522522522522	不可判定	NA	NOT_EVALUABLE	NOT_EVALUABLE	low_detection	NA	NA	0.0001789011459759	0.0001789011459759	10	0.0002087682672233	不可判定	NA	NOT_EVALUABLE	False	False	NOT_EVALUABLE	LOW_DETECTION_OR_COVERAGE	NA	NA	NA	NA	NA
PTGS1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	B_cells	0.2061086351264878	0.1703539091581009	11	0.1941879200493126	髓系细胞	Myeloid	DONE	DONE		Myeloid	Endothelial	0.2273481031649832	0.1913265866853196	5	0.3127135715863486	髓系细胞	Myeloid	DONE	DONE		Myeloid	B_cells	0.1739022457896984	0.11883862469505571	10	0.1785517876888281	髓系细胞	Myeloid	DONE	True	True	DONE	SAME_TOP	Myeloid	Myeloid	Myeloid	Myeloid	False
PTGS2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Fibroblasts	0.2540279654556603	0.1571946634083689	11	0.1698878318584648	髓系细胞	Myeloid	DONE	DONE		Myeloid	Fibroblasts	0.3981223440131942	0.280529660983677	5	0.288685541347648	髓系细胞	Myeloid	DONE	DONE		Myeloid	Endothelial	0.2511408883156135	0.1903872611059051	10	0.1620546007592473	髓系细胞	Myeloid	DONE	True	True	DONE	SAME_TOP	Myeloid	Myeloid	Myeloid	Myeloid	False
PUDP	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Endothelial	0.0677358944814262	0.020643407512057295	9	0.102248581730784	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.0963375515260697	0.0404443392460074	3	0.2323133863691386	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.0587797154173355	0.0008001109524416045	8	0.1123485708966508	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
PYCR1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.4578978687063056	0.2525643989391304	9	0.4700225211490905	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Fibroblasts	0.7762309984112673	0.4850311643964279	3	0.7145536647892626	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Fibroblasts	0.6191803218359346	0.42734476805639077	8	0.5619154128663437	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
PYCR2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1656385601259239	0.02373801842301021	9	0.1971501659260458	恶性上皮	Malignant_epithelial	DONE	DONE		Endothelial	Malignant_epithelial	0.0897548904922197	0.0006608899909985033	4	0.1215057615691581	内皮细胞	Endothelial	DONE	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.1286139406848747	0.01067577646570339	4	0.1553160336982475	非恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
PYCR3	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1380823490760448	0.0863904867684579	9	0.1766760881235442	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Fibroblasts	0.1035272518322644	0.06366413565563259	3	0.238163478426668	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.0788252140697081	0.029727347246393004	8	0.146740792402408	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
RBKS	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	Myeloid	0.2967830915655081	0.0009614743749419841	11	0.1843363380061365	内皮细胞	Endothelial	DONE	DONE		Myeloid	Endothelial	0.4129723897300698	0.041966839011168156	5	0.3055165306341776	髓系细胞	Myeloid	DONE	DONE		Myeloid	Endothelial	0.3284280873724227	0.11976255583695869	10	0.2239158799027013	髓系细胞	Myeloid	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Myeloid	Myeloid	Myeloid	Myeloid	False
RFK	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Endothelial	0.2098650782146957	0.0024627974574628897	9	0.2599986820267596	恶性上皮	Malignant_epithelial	DONE	DONE		Endothelial	Malignant_epithelial	0.2068479687204405	0.004620823806715496	4	0.2296893896230166	内皮细胞	Endothelial	DONE	DONE		Endothelial	Malignant_epithelial	0.2005562930023415	0.028922718464501507	9	0.1815248824758925	内皮细胞	Endothelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Endothelial	Endothelial	Endothelial	Endothelial	False
SDHA	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.2943388451414858	0.038909101004434565	4	0.4382057796612769	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Perivascular	0.436935952688019	0.2027128533521008	3	0.6077783067514303	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Perivascular	0.3481979946135484	0.05133078778655459	8	0.41465934990556	恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
SDHB	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.384950415547209	0.08030479676386937	4	0.5427304098336012	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.5873045837677666	0.1796344322808907	3	0.6879867299724088	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.5339806278229076	0.16485316488294377	8	0.5560012784515496	恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
SDHC	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.8859274940970642	0.17655948807506217	9	0.6958481732142379	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.8832776417307339	0.4742946399029125	3	0.7957864959980635	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.9802875707834046	0.2401960268826373	8	0.7082158140669923	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
SDHD	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Perivascular	0.4008823350722243	0.033401758300361795	11	0.3172721588715136	髓系细胞	Myeloid	DONE	DONE		Myeloid	Malignant_epithelial	0.3382879130485366	0.012725171298777316	5	0.3843238388901863	髓系细胞	Myeloid	DONE	DONE		Malignant_epithelial	Fibroblasts	0.360198021027262	0.026564290659571888	8	0.3452428166731027	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Myeloid	Malignant_epithelial	Fibroblasts	Myeloid	True
SHMT1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.1259836564389931	0.05156887003583219	4	0.2581975246263115	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.0587462490537079	0.0312803566027646	3	0.1479203966442631	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.0827583296909346	0.006694205043402401	8	0.1431216295497235	恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
SHMT2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Nonmalignant_epithelial	0.1604435277728599	0.00047805969081968214	11	0.1726278741490771	髓系细胞	Myeloid	DONE	DONE		Malignant_epithelial	Myeloid	0.3333752114775528	0.15311026441955727	3	0.5212265734628047	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Fibroblasts	0.352168978773678	0.12652908444434496	8	0.4046950821144698	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
SLC13A3	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Fibroblasts	Malignant_epithelial	0.0177289239536423	0.0119234277963399	9	0.0177736135432897	成纤维细胞	Fibroblasts	DONE	DONE		Malignant_epithelial	Perivascular	0.029770068256961	0.016826030432953804	3	0.0893101373595375	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Fibroblasts	0.0223725854997475	0.007122121713390701	8	0.0500993365710451	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Fibroblasts	Malignant_epithelial	True
SLC22A2	7	descriptive_only;not_subtype_specificity_or_causality	NOT_EVALUABLE	low_detection	NA	NA	0.0011567077115357	0.000581482290749	9	0.001447264992833	不可判定	NA	NOT_EVALUABLE	NOT_EVALUABLE	low_detection	NA	NA	0.0005565629722442	0.0005565629722442	5	0.0021871280734806	不可判定	NA	NOT_EVALUABLE	NOT_EVALUABLE	low_detection	NA	NA	0.0019311742583814	0.0016481134737729999	9	0.0008680555555555	不可判定	NA	NOT_EVALUABLE	False	False	NOT_EVALUABLE	LOW_DETECTION_OR_COVERAGE	NA	NA	NA	NA	NA
SLC22A4	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Endothelial	0.0395477791620131	0.014525242954138904	4	0.071131696406468	非恶性上皮	Endothelial	DONE	DONE		Endothelial	Myeloid	0.0366594188700482	0.016610929106973	4	0.0476106102824955	内皮细胞	Endothelial	DONE	DONE		Endothelial	Nonmalignant_epithelial	0.0301189231109937	0.0077691476357045	9	0.0352704400167809	内皮细胞	Endothelial	DONE	False	True	DONE	SAME_TOP	Endothelial	Endothelial	Endothelial	Endothelial	False
SLC25A10	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.0675011849779937	0.007498741419938108	4	0.1140879739633937	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.1485577338909836	0.1406725517342809	3	0.2899344258435337	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1361140952371863	0.08240208364701179	8	0.1860951948424772	恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
SLC25A20	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	Fibroblasts	0.0555237878961799	0.004052572765549399	11	0.0589707744735871	内皮细胞	Endothelial	DONE	DONE		Myeloid	T_NK_cells	0.0721432863517458	0.0262123100995423	5	0.1273274896434951	髓系细胞	Myeloid	DONE	DONE		T_NK_cells	Myeloid	0.0649912997962554	0.010129299794669595	10	0.0422465547690055	T/NK细胞	T_NK_cells	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Myeloid	Myeloid	T_NK_cells	Myeloid	True
SLC29A2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.0642145222574014	0.023526836893623504	9	0.0957942421098272	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	T_NK_cells	0.0700211168360659	0.0642239438367006	3	0.1732737114019004	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.0501654142321865	0.0217120452203704	8	0.0978889235154747	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
