cancer	gene	pool_status	work_priority	priority_reason	functional_class	functional_class_code	study_record_count	unique_source_count	genetic_intervention_reported	linked_direct_metabolites	direct_relation_ids	n_direct_relations	mapping_status	original_best_metabolite	original_n	original_rho	original_q	same_relation_er_v3_n	same_relation_er_v3_rho	same_relation_er_v3_q	same_relation_er_v2_q	er_v3_display_best_relation	er_v3_display_best_q	patient_evidence_summary	functional_summary	models	interventions	metabolite_readout	counterevidence_and_limits	research_increment	next_minimal_action	review_depth	literature_search_status	fulltext_review_status	mediation_in_CAMP	depmap_status	depmap_score	depmap_n_models	common_essential_status	normal_tissue_safety	cptac_role	fuscc_status	study_ids	source_urls	original_statistics_source	robustness_source	direct_mapping_source	review_status	snapshot_commit
BRCA	PGD	RETAINED	保留	MCF7 siRNA已有生长/代谢结果，ROS未变是重要反证	有乳腺癌遗传干预报告	A	1	1	True	6-phosphogluconate	KEGG:C00345|PGD	1	复用原v1生化候选；未重新全面核验反应注释	6-phosphogluconate	61.0	0.0176855135619564	0.9141844311377246	42.0	0.20395524615198746	0.48046250000000007	0.6545025	KEGG:C00345|PGD	0.48046250000000007	本轮ER关联未过0.05；不以此排除功能价值	S085（2021）：增殖/球形成下降，周期阻滞/凋亡，葡萄糖耗用下降/谷氨酰胺耗用上升；ROS无明显变化	S085：MCF7	S085：MCF7中6PGD/PGD siRNA敲低（方法章节2.2已检得）	S085：代谢通量/营养耗用，CAMP6PG直接变化待查	S085：单一MCF7模型；ROS未增加，不支持把该酶普适定义为氧化应激控制因子；未验证当前CAMP 6PG丰度介导表型。	MCF7 siRNA已有生长/代谢结果，ROS未变是重要反证	区分6PGD/PGD与G6PD；不默认氧化还原机制	PRIMARY_ABSTRACT_AND_METHODS_TEXT	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S085	https://www.mdpi.com/2079-7737/10/2/85	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	PGM3	RETAINED	保留	FR054/shPGM3有药物—遗传支持，但浓度和激活限制明显	药物结合遗传靶点检验	D	1	1	False	N-acetylglucosamine 6-phosphate	KEGG:C00357|PGM3	1	复用原v1生化候选；未重新全面核验反应注释	N-acetylglucosamine 6-phosphate	61.0	0.333267229897315	0.0693	60.0	0.312842553734939	0.18105882352941177	0.1903064516129032	KEGG:C00357|PGM3	0.18105882352941177	本轮ER关联未过0.05；不以此排除功能价值	S116（2018）：FR054抑制生长并诱导凋亡、降低黏附/迁移；shPGM3药敏结果不能改写成单独基因敲除已完成肿瘤控制	S116：MDA-MB-231等乳腺癌细胞；MDA-MB-231裸鼠移植瘤	S116：FR054药物；shPGM3增加FR054敏感性；CETSA辅助靶点结合	S116：UDP-GlcNAc和蛋白糖基化下降；FR054需要代谢激活	S116：部分体外浓度0.5–1mM；药物主导，非全基因敲除机制；临床特异性/安全性未证实	FR054/shPGM3有药物—遗传支持，但浓度和激活限制明显	先区别基因单独依赖与药物敏感化，不把前药作用归为唯一机制	PRIMARY_ABSTRACT_AND_FIGURE_LEGENDS	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S116	https://pubmed.ncbi.nlm.nih.gov/29515119/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	PMM1	RETAINED	暂挂	本轮未取得PMM1直接乳腺癌干预	本轮未取得适用干预报告	J	0	0	False	mannose 6-phosphate	KEGG:C00275|PMM1	1	复用原v1生化候选；未重新全面核验反应注释	mannose 6-phosphate	61.0	0.2834852749761246	0.1367999999999999	51.0	0.29991477767512825	0.22493076923076924	0.1903064516129032	KEGG:C00275|PMM1	0.22493076923076924	本轮ER关联未过0.05；不以此排除功能价值	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。				有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	本轮未取得PMM1直接乳腺癌干预	不将PMM2/ESR1突变证据转给PMM1	BOUNDED_GENE_SEARCH_ONLY	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接			https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	PMM2	RETAINED	优先核查	ESR1 Y537S耐药背景有明确遗传作用，但CAMP无该分型证明	有乳腺癌遗传干预报告	A	1	1	True	mannose 6-phosphate	KEGG:C00275|PMM2	1	复用原v1生化候选；未重新全面核验反应注释	mannose 6-phosphate	61.0	0.322995140837912	0.0884739130434782	51.0	0.26968288860376893	0.301921875	0.1382869565217391	KEGG:C00275|PMM2	0.301921875	本轮ER关联未过0.05；不以此排除功能价值	S086（2024）：ESR1/ERα与FOXA1下降、增殖抑制、部分内分泌/CDK4/6药物再敏感	S086：ERα Y537S变异乳腺癌细胞	S086：PMM2 siRNA/耗竭	S086：未证实mannose-6-P介导	S086：明确ESR1突变背景；不能外推CAMP未分型队列	ESR1 Y537S耐药背景有明确遗传作用，但CAMP无该分型证明	先核查可获取的突变分层或扰动数据；不重做未分型总体相关	PRIMARY_ABSTRACT	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S086	https://pubmed.ncbi.nlm.nih.gov/38266771/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	PNP	RETAINED	保留	鸟嘌呤关联和HER2联合抑制背景有支持，但非单药普适依赖	有乳腺癌遗传干预报告	A	1	1	True	guanine; hypoxanthine; inosine	KEGG:C00242|PNP; KEGG:C00262|PNP; KEGG:C00294|PNP	3	复用原v1生化候选；未重新全面核验反应注释	guanine	61.0	0.4793231094658909	0.0171	60.0	0.46382394341007765	0.0285	0.0608	KEGG:C00242|PNP	0.0285	仅可用性子集过阈值，不能选择性替代ER主分析	S087（2026）：PNP沉默诱导HER2上升；联合比单独HER2抑制进一步降低活力	S087：乳腺癌多细胞系、HER2相关背景	S087：PNP沉默及HER2联合抑制	S087：未证实guanine介导	S087：不是PNP单药普遍杀伤；细菌PNP-前药体系不等价	鸟嘌呤关联和HER2联合抑制背景有支持，但非单药普适依赖	区分PNP沉默后HER2补偿；不要再把显著代谢物误写为肌苷	PRIMARY_ABSTRACT_AND_FIGURE_CAPTIONS	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	既有10基因对比有组织/plex混杂；不用于优先级加分	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S087	https://pubmed.ncbi.nlm.nih.gov/41502507/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	PPA1	RETAINED	保留	已有遗传—PI3K/Slug表型，CAMP磷酸非专属性读数	有乳腺癌遗传干预报告	A	1	1	True	phosphate; pyrophosphate (PPi)	KEGG:C00009|PPA1; KEGG:C00013|PPA1	2	复用原v1生化候选；未重新全面核验反应注释	phosphate	61.0	0.3212057112638815	0.089775	61.0	0.18149901468505467	0.43498125000000004	0.3920957746478873	KEGG:C00009|PPA1	0.43498125000000004	本轮ER关联未过0.05；不以此排除功能价值	S088（2021）：增殖/转移表型及Slug-EMT受调节	S088：乳腺癌细胞及体内模型，具体系待全文核对	S088：PPA1沉默、过表达及PI3K抑制剂	S088：未核实磷酸/PPi变化	S088：不能把PI3K通路表型等同CAMP磷酸机制	已有遗传—PI3K/Slug表型，CAMP磷酸非专属性读数	只在直接反应与调控机制有新问题时深入	PRIMARY_ABSTRACT	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S088	https://pubmed.ncbi.nlm.nih.gov/34595179/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	PPA2	RETAINED	暂挂	本轮未取得PPA2特异乳腺癌干预	本轮未取得适用干预报告	J	0	0	False	phosphate; pyrophosphate (PPi)	KEGG:C00009|PPA2; KEGG:C00013|PPA2	2	复用原v1生化候选；未重新全面核验反应注释	phosphate	61.0	0.1848228450555261	0.334305	61.0	0.22061956681172645	0.33799787234042555	0.3074711538461538	KEGG:C00009|PPA2	0.33799787234042555	本轮ER关联未过0.05；不以此排除功能价值	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。				有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	本轮未取得PPA2特异乳腺癌干预	与胞质PPA1及线粒体区室分开	BOUNDED_GENE_SEARCH_ONLY	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接			https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	PRODH	RETAINED	保留	已有3D/肺转移及药物诱导凋亡背景，方向不能简化	功能线索待方法/模型核定	F	2	2	False	proline	KEGG:C00148|PRODH	1	复用原v1生化候选；未重新全面核验反应注释	proline	61.0	-0.0285563194077207	0.8987240506329114	61.0	-0.04029247776274019	0.8704235294117647	0.8601077922077922	KEGG:C00148|PRODH	0.8704235294117647	本轮ER关联未过0.05；不以此排除功能价值	S089（2017）：3D生长、肺转移形成受抑 | S090（2022）：PRODH升高与ROS依赖凋亡相关	S089：乳腺癌2D/3D；4T1、EMT6.5原位小鼠 | S090：MCF7	S089：PRODH抑制 | S090：NSAIDs/PPARγ相关药物处理	S089：脯氨酸分解增强 | S090：脯氨酸供应/胶原合成相关	S089：3D与2D/原发瘤终点不同；不能据动物观察声称临床安全 | S090：多靶点药物，高浓度；不是PRODH过表达单独因果结论	已有3D/肺转移及药物诱导凋亡背景，方向不能简化	先核实2017遗传/药物方法，比较2D/3D及营养条件	PRIMARY_ABSTRACT	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S089; S090	"https://pubmed.ncbi.nlm.nih.gov/28492237/
https://pubmed.ncbi.nlm.nih.gov/35163433/"	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	PRODH2	RETAINED	优先核查	2025已有羟脯氨酸—骨转移机制，患者相关不显著不能抹去功能	有乳腺癌遗传干预报告	A	1	1	True	trans-4-hydroxyproline	KEGG:C01157|PRODH2	1	复用原v1生化候选；未重新全面核验反应注释	trans-4-hydroxyproline	61.0	0.0322226672621955	0.8839384615384615	52.0	0.08814876097096892	0.731196	0.8601077922077922	KEGG:C01157|PRODH2	0.731196	本轮ER关联未过0.05；不以此排除功能价值	S091（2025）：骨定植/破骨分化/铁死亡抵抗受调节；低附着存活未见同样差异	S091：MDA-MB-231/MCF7过表达；骨转移SCP2敲除；破骨细胞/体内骨转移	S091：PRODH2过表达、KO及抑制剂	S091：Hyp→acetyl-CoA→YY1乙酰化→SLC7A11/IL8；Hyp实测	S091：非一般原发瘤结论；Hyp变化与骨吸收反馈，不能用单一消费箭头解释	2025已有羟脯氨酸—骨转移机制，患者相关不显著不能抹去功能	查独立骨转移患者/公开扰动支持；不照搬已发表SLC7A11/IL8机制	PRIMARY_RESULTS_TEXT_EXCERPT	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S091	https://pubmed.ncbi.nlm.nih.gov/40749014/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	PYCR1	RETAINED	保留	CAF胶原与癌细胞应激干性是不同已发表机制	有乳腺癌遗传干预报告	A	2	2	True	proline	KEGG:C00148|PYCR1	1	复用原v1生化候选；未重新全面核验反应注释	proline	61.0	0.3168693812797461	0.0966807692307692	61.0	0.2933570167640607	0.19665000000000002	0.1512692307692307	KEGG:C00148|PYCR1	0.19665000000000002	本轮ER关联未过0.05；不以此排除功能价值	S092（2022）：减少胶原、体内肿瘤生长和转移；CAF本身增殖未见相应明显下降 | S093（2023）：抑制应激相关肿瘤生长和干性	S092：乳腺癌CAF、正常成纤维对照、异种移植瘤 | S093：乳腺癌干性/心理应激模型	S092：CAF中降低PYCR1 | S093：PYCR1消除/降低	S092：谷氨酰胺来源脯氨酸合成、胶原示踪 | S093：脯氨酸—cGMP/PKG	S092：癌细胞单培养依赖不能评估这一基质机制 | S093：特定应激背景；与CAF论文机制不可合并	CAF胶原与癌细胞应激干性是不同已发表机制	用细胞来源决定解释，癌细胞单培养阴性不能否定CAF作用	PRIMARY_ABSTRACT_AND_RESULTS_EXCERPT | PRIMARY_ABSTRACT	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S092; S093	"https://pubmed.ncbi.nlm.nih.gov/35760868/
https://pubmed.ncbi.nlm.nih.gov/37845207/"	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	PYCR2	RETAINED	保留	2024有侵袭/转移干预，不在原10个仍有价值	有乳腺癌遗传干预报告	A	1	1	True	proline	KEGG:C00148|PYCR2	1	复用原v1生化候选；未重新全面核验反应注释	proline	61.0	-0.0542041248016922	0.8288042553191489	61.0	-0.06854589741664102	0.75506	0.7440372262773722	KEGG:C00148|PYCR2	0.75506	本轮ER关联未过0.05；不以此排除功能价值	S094（2024）：侵袭/转移能力降低	S094：乳腺癌细胞；具体系未在本轮摘要核定	S094：PYCR2沉默，AKT通路分析	S094：未核实脯氨酸变化	S094：不能把AKT表型直接认定脯氨酸介导	2024有侵袭/转移干预，不在原10个仍有价值	补具体模型与脯氨酸读数，避免仅AKT关联代替代谢机制	PRIMARY_ABSTRACT	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S094	https://pubmed.ncbi.nlm.nih.gov/38101533/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	PYCR3	RETAINED	保留	2024已有KO及多柔比星耐药/mtDNA结果	有乳腺癌遗传干预报告	A	1	1	True	proline	KEGG:C00148|PYCR3	1	复用原v1生化候选；未重新全面核验反应注释	proline	61.0	0.2101004759386567	0.263725352112676	61.0	0.2034111972910961	0.3959823529411765	0.3606267857142857	KEGG:C00148|PYCR3	0.3959823529411765	本轮ER关联未过0.05；不以此排除功能价值	S095（2024）：增殖及多柔比星耐药降低，凋亡增加	S095：TNBC细胞，具体系待全文核定	S095：PYCR3 KO；mtDNA复制抑制模拟	S095：mtDNA/线粒体呼吸；未确认脯氨酸介导	S095：本文观察线粒体定位；总RNA/家族注释不能代替机制	2024已有KO及多柔比星耐药/mtDNA结果	先查干预公开数据和蛋白定位；与PYCR1/2分别判断	PRIMARY_ABSTRACT	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S095	https://pubmed.ncbi.nlm.nih.gov/38642827/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	RBKS	RETAINED	暂挂	本轮未取得RBKS特异乳腺癌干预	本轮未取得适用干预报告	J	0	0	False	ribose	KEGG:C00121|RBKS	1	复用原v1生化候选；未重新全面核验反应注释	ribose	61.0	-0.1404204692957006	0.4895090909090909	58.0	-0.1283546897738989	0.5944867346938776	0.6660921259842519	KEGG:C00121|RBKS	0.5944867346938776	本轮ER关联未过0.05；不以此排除功能价值	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。				有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	本轮未取得RBKS特异乳腺癌干预	核糖补充/核苷酸通路不等于RBKS作用	BOUNDED_GENE_SEARCH_ONLY	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接			https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	RFK	RETAINED	优先核查	存在TNBC预印本线索，但一手页面访问受阻	一手访问受阻的预印本线索	I	1	1	False	riboflavin (Vitamin B2)	KEGG:C00255|RFK	1	复用原v1生化候选；未重新全面核验反应注释	riboflavin (Vitamin B2)	61.0	0.1834674263307184	0.3290653846153846	40.0	0.24839765362992086	0.4091333333333334	0.362048275862069	KEGG:C00255|RFK	0.4091333333333334	本轮ER关联未过0.05；不以此排除功能价值	S122（2025）：仅登记相关预印本线索，不计入已核实遗传功能支持	S122：题名指TNBC；未以一手全文核定具体模型	S122：待一手预印本核查，不能由聚合摘要直接确证	S122：未以可访问一手原文核定	S122：预印本、非同行评议确认；本轮一手页面访问失败；不升级为已验证功能	存在TNBC预印本线索，但一手页面访问受阻	先取得一手全文/发表状态，当前不计为已核实遗传功能	PRIMARY_ACCESS_BLOCKED_PREPRINT_LEAD_ONLY	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S122	https://www.researchsquare.com/article/rs-7709970/v1	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	SHMT1	RETAINED	优先核查	新线索主要在ZNF526上游，SHMT1直接实验待定位	功能线索待方法/模型核定	F	1	1	False	glycine; serine	KEGG:C00037|SHMT1; KEGG:C00065|SHMT1	2	复用原v1生化候选；未重新全面核验反应注释	glycine	61.0	-0.2920148069804336	0.1342090909090909	61.0	-0.29809153616233874	0.19705714285714288	0.1532666666666666	KEGG:C00037|SHMT1	0.19705714285714288	本轮ER关联未过0.05；不以此排除功能价值	S096（2025）：肿瘤生长及抗氧化表型改变	S096：TNBC	S096：ZNF526过表达/敲低，SHMT1下游调节	S096：SGOC通量/GSH	S096：摘要不足以确认SHMT1独立遗传干预终点	新线索主要在ZNF526上游，SHMT1直接实验待定位	明确SHMT1构建和终点，别转用SHMT2功能	PRIMARY_ABSTRACT	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S096	https://pubmed.ncbi.nlm.nih.gov/41267037/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
