cancer	cohort	relation_id	metabolite_key	gene	metabolite	n_specimens	er_available_partial_rank_rho	er_available_q	er_primary_q	status	effect_scale	statistics_version	family_n_evaluable	source_url	statistical_unit	availability_mask	work_priority	functional_class	study_ids	functional_annotation_scope	new_statistics_computed
BRCA	BRCA1	KEGG:C00257|IDNK	KEGG:C00257	IDNK	gluconate	54.0	0.10044486435354463	0.7008126050420168	0.6124221238938053	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00262|HPRT1	KEGG:C00262	HPRT1	hypoxanthine	61.0	0.15516848508988954	0.49527439024390246	0.4601454545454546	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	遗传干预仅分子终点	S050	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00262|PNP	KEGG:C00262	PNP	hypoxanthine	61.0	0.24529220347245836	0.30261818181818184	0.2699027027027027	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S087	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00270|CMAS	KEGG:C00270	CMAS	N-acetylneuraminate	61.0	0.01760845889936394	0.9406030120481929	0.9418638036809815	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S019; S020	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00270|NPL	KEGG:C00270	NPL	N-acetylneuraminate	61.0	-0.1473478110729628	0.5098909090909092	0.4862347826086957	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00275|MPI	KEGG:C00275	MPI	mannose 6-phosphate	51.0	-0.2787250280009147	0.2918032258064516	0.6550829268292683	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	特定条件的无效/反向证据	S118	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00275|PMM1	KEGG:C00275	PMM1	mannose 6-phosphate	51.0	0.29991477767512825	0.22493076923076924	0.1903064516129032	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00275|PMM2	KEGG:C00275	PMM2	mannose 6-phosphate	51.0	0.26968288860376893	0.301921875	0.1382869565217391	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	有乳腺癌遗传干预报告	S086	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00294|ADA	KEGG:C00294	ADA	inosine	61.0	-0.19984547465956087	0.40382307692307695	0.362048275862069	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	观察性或非基因特异背景	S002	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00294|ADA2	KEGG:C00294	ADA2	inosine	61.0	-0.21915142963438347	0.33799787234042555	0.3074711538461538	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	观察性或非基因特异背景	S003	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00294|PNP	KEGG:C00294	PNP	inosine	61.0	-0.09463628497832935	0.6970500000000001	0.6550829268292683	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S087	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00300|CKB	KEGG:C00300	CKB	creatine	61.0	0.22263082923122976	0.33799787234042555	0.3074711538461538	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S018	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00300|CKM	KEGG:C00300	CKM	creatine	61.0	0.03133610324498697	0.8795677215189873	0.8908442307692308	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00300|GAMT	KEGG:C00300	GAMT	creatine	61.0	0.1946903688680492	0.4116436363636364	0.37734	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00300|SLC6A8	KEGG:C00300	SLC6A8	creatine	61.0	0.15256741018907904	0.49527439024390246	0.4601454545454546	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	功能线索待方法/模型核定	S100	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00307|CEPT1	KEGG:C00307	CEPT1	cytidine 5'-diphosphocholine	49.0	0.130372246708208	0.61218	0.268375	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	功能线索待方法/模型核定	S015	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00307|CHPT1	KEGG:C00307	CHPT1	cytidine 5'-diphosphocholine	49.0	-0.2138100889323124	0.4201293103448276	0.4279275	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S017	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00307|PCYT1A	KEGG:C00307	PCYT1A	cytidine 5'-diphosphocholine	49.0	0.20235588202356444	0.4467046153846154	0.3916714285714286	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	功能线索待方法/模型核定	S077	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00307|PCYT1B	KEGG:C00307	PCYT1B	cytidine 5'-diphosphocholine	49.0	-0.10290643856089736	0.7008126050420168	0.4382132530120482	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00319|SPHK1	KEGG:C00319	SPHK1	sphingosine	45.0	0.12050386625329346	0.6776837837837838	0.3074711538461538	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有干预但情境/方向分歧	S106; S107	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00319|SPHK2	KEGG:C00319	SPHK2	sphingosine	45.0	-0.0398815035228513	0.8736545454545456	0.2793	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S108; S109	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00327|ASS1	KEGG:C00327	ASS1	citrulline	61.0	-0.05285618847854309	0.8281978723404254	0.8166146853146853	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S008; S009; S010	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00327|OTC	KEGG:C00327	OTC	citrulline	61.0	0.11037049950701053	0.6407750000000001	0.6124221238938053	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00328|AFMID	KEGG:C00328	AFMID	kynurenine	61.0	-0.16422144741854874	0.49527439024390246	0.4433785714285714	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00328|KMO	KEGG:C00328	KMO	kynurenine	61.0	0.21322209596159544	0.3398625	0.3078	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S055	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00328|KYNU	KEGG:C00328	KYNU	kynurenine	61.0	0.3465345438492198	0.10917692307692309	0.09918	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	有乳腺癌遗传干预报告	S056	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00345|IDNK	KEGG:C00345	IDNK	6-phosphogluconate	42.0	0.0946984694410073	0.7394142857142856	0.947694512195122	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00345|PGD	KEGG:C00345	PGD	6-phosphogluconate	42.0	0.20395524615198746	0.48046250000000007	0.6545025	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S085	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00346|CHKA	KEGG:C00346	CHKA	phosphoethanolamine	61.0	0.05008308732018701	0.83469375	0.8289372413793104	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S016	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00346|CHKB	KEGG:C00346	CHKB	phosphoethanolamine					NOT_EVALUABLE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00346|ETNK1	KEGG:C00346	ETNK1	phosphoethanolamine	61.0	0.1782824624871529	0.46170000000000005	0.4180256756756757	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	有干预但情境/方向分歧	S031; S032	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00346|ETNK2	KEGG:C00346	ETNK2	phosphoethanolamine	61.0	0.2624504139385992	0.25708965517241383	0.2259272727272727	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00346|PCYT2	KEGG:C00346	PCYT2	phosphoethanolamine	61.0	0.3768436747516131	0.0722	0.06498	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	功能线索待方法/模型核定	S078; S079	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00357|AMDHD2	KEGG:C00357	AMDHD2	N-acetylglucosamine 6-phosphate	60.0	-0.11476964586279848	0.6258280373831776	0.6346163793103449	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00357|GNPNAT1	KEGG:C00357	GNPNAT1	N-acetylglucosamine 6-phosphate	60.0	0.14756853417203464	0.5199168539325842	0.5580818181818181	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S045	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00357|NAGK	KEGG:C00357	NAGK	N-acetylglucosamine 6-phosphate	60.0	0.21265119251601722	0.3632877551020408	0.2923682926829268	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	观察性或非基因特异背景	S117	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00357|PGM3	KEGG:C00357	PGM3	N-acetylglucosamine 6-phosphate	60.0	0.312842553734939	0.18105882352941177	0.1903064516129032	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	药物结合遗传靶点检验	S116	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00385|GDA	KEGG:C00385	GDA	xanthine	61.0	0.22494046124448538	0.33799787234042555	0.3074711538461538	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00407|BCAT1	KEGG:C00407	BCAT1	isoleucine	61.0	-0.010026057205502807	0.9576	0.9691373493975904	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S012; S013	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00407|BCAT2	KEGG:C00407	BCAT2	isoleucine	61.0	-0.3355241589643783	0.11481428571428573	0.1004625	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00429|DPYD	KEGG:C00429	DPYD	5,6-dihydrouracil	50.0	0.01570543399070535	0.9406030120481929	0.9694778443113772	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	功能线索待方法/模型核定	S030	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00429|DPYS	KEGG:C00429	DPYS	5,6-dihydrouracil	50.0	-0.17374783855063022	0.5021364705882353	0.2444294117647059	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00491|CTNS	KEGG:C00491	CTNS	cystine	56.0	0.06652089293135131	0.7747423357664234	0.905332075471698	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	功能线索待方法/模型核定	S028	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00491|SLC7A11	KEGG:C00491	SLC7A11	cystine	56.0	0.15101724692885504	0.5210999999999999	0.396625	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S101; S102; S103	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00668|GPI	KEGG:C00668	GPI	glucose 6-phosphate	60.0	0.45819043800349557	0.0285	0.0399	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	有乳腺癌遗传干预报告	S046	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00670|GDPD5	KEGG:C00670	GDPD5	glycerophosphorylcholine (GPC)	61.0	0.050195683901707984	0.83469375	0.8289372413793104	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S039; S040	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00670|GPCPD1	KEGG:C00670	GPCPD1	glycerophosphorylcholine (GPC)	61.0	-0.5152108107796246	0.0171	0.0171	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S039; S047; S115	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00751|FDFT1	KEGG:C00751	FDFT1	squalene	38.0	0.042440139929028765	0.8795677215189873	0.7685228571428572	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	有干预但情境/方向分歧	S033; S034; S035	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00751|SQLE	KEGG:C00751	SQLE	squalene	38.0	0.032665776564067474	0.90694125	0.7232372093023255	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S110; S111	gene-level literature; does not prove mediation by this metabolite	False
