基因	本轮定位	CAMP直接代谢物及方向	CAMP原未调关联（逐关系）	FUSCC原关联（逐关系）	Tang原关联（逐关系）	Tang可评估性	GSE42568肿瘤减正常log2差	GSE42568 RNA q	既有功能类别（未新增文献审核）	既有功能摘要	既有功能限制	既有细胞背景	本轮逐病例留出	本轮矛盾及缺项	本轮下一步范围	历史工作优先级（未重排）	历史最小工作（非新任务）	功能来源
IDNK	保留原候选池；本轮未专项重评	gluconate(升高); 6-phosphogluconate(升高)	"gluconate: ρ=0.1019; q=0.6173
6-phosphogluconate: ρ=0.03758; q=0.8638"	"gluconate: ρ=-0.1462; q=0.1309
6-phosphogluconate: ρ=0.01653; q=1"	"gluconate: ρ=0.1308; q=0.9112
6-phosphogluconate: ρ=-0.05263; q=0.9491"	DONE	-0.2759952761201916	0.1309513512028528	本轮未取得适用干预报告	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。	有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	Wu: Nonmalignant_epithelial; Pal: Mast_cells; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	暂挂	确认别名与葡萄糖酸反应身份，不借PGD结果补位	NA
IMPA1	保留原候选池；本轮未专项重评	inositol 1-phosphate (I1P)(升高)	inositol 1-phosphate (I1P): ρ=0.1373; q=0.4956	inositol 1-phosphate (I1P): ρ=未测/不可评估; q=未测/不可评估	inositol 1-phosphate (I1P): ρ=-0.06466; q=0.9437	DONE	-0.2266124655509047	0.2641107307866694	有乳腺癌遗传干预报告	S051（2023）：影响增殖、克隆、移动、体内成瘤与肺定植；mTOR/EMT	S051：肺定植非全部自发转移；2024 IMPA2研究不能因早期文中不可检出而排除	Wu: Endothelial; Pal: Mast_cells; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	区分I1P静态水平与肌醇循环，优先查已有扰动可复用性	https://pubmed.ncbi.nlm.nih.gov/35796646/
IMPA2	保留原候选池；本轮未专项重评	inositol 1-phosphate (I1P)(升高)	inositol 1-phosphate (I1P): ρ=0.1343; q=0.4967	inositol 1-phosphate (I1P): ρ=未测/不可评估; q=未测/不可评估	inositol 1-phosphate (I1P): ρ=0.09323; q=0.9233	DONE	-0.6517099271085964	0.1161829499217424	有乳腺癌遗传干预报告	S052（2024）：敲低减少体内外成瘤与转移；MYC正反馈	S052：I1P静态量不等于循环通量；已发表机制不是CAMP新发现	Wu: Malignant_epithelial; Pal: Malignant_epithelial; 稳定标记: True	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	不因旧IMPA1论文中IMPA2不可检出就否定新模型	https://pubmed.ncbi.nlm.nih.gov/38048842/
KHK	保留原候选池；本轮未专项重评	fructose(升高)	fructose: ρ=0.1643; q=0.3892	fructose: ρ=-0.1706; q=0.05551	fructose: ρ=0.3038; q=0.5935	DONE	0.1484013838345581	0.0012417398090443	有乳腺癌遗传干预报告	S053（2017）：果糖培养条件下增殖受抑，葡萄糖条件下不受同样影响 | S054（2020）：果糖经KHK-A/YWHAH/SLUG促进侵袭转移	S053：严格营养依赖；不可省略葡萄糖条件阴性结果 | S054：异构体和非经典蛋白激酶作用重要；bulk总RNA不能区分	Wu: Nonmalignant_epithelial; Pal: Plasma_cells; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	区分KHK-A/C，保留葡萄糖条件无效背景	"https://pmc.ncbi.nlm.nih.gov/articles/PMC5622605/
https://www.nature.com/articles/s41467-020-19263-1"
KMO	保留原候选池；本轮未专项重评	kynurenine(升高)	kynurenine: ρ=0.2776; q=0.1406	kynurenine: ρ=-0.02826; q=1	kynurenine: ρ=0.3609; q=0.5208	DONE	0.9309190017822392	0.0830397142319114	有乳腺癌遗传干预报告	S055（2020）：KMO降低抑制生长和转移；酶活受损突变仍促进迁移侵袭	S055：基因缺失不能等同催化抑制；非催化机制为关键反证	Wu: Myeloid; Pal: Myeloid; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	保留蛋白功能，暂不认定犬尿氨酸催化介导或抑酶策略	https://pubmed.ncbi.nlm.nih.gov/32268268/
KYNU	保留原候选池；本轮未专项重评	kynurenine(升高)	kynurenine: ρ=0.4233; q=0.01995	kynurenine: ρ=-0.1277; q=0.2273	kynurenine: ρ=-0.07368; q=0.9242	DONE	0.3197782099762443	0.3475643352615705	有乳腺癌遗传干预报告	S056（2019）：降低增殖、软琼脂克隆和异种移植生长	S056：恢复型抑癌方向；不能因患者正相关就建议抑制KYNU	Wu: Myeloid; Pal: Myeloid; 稳定标记: True	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	优先核查	核查增表达方向与患者正相关的不同问题，避免治疗方向反置	https://pubmed.ncbi.nlm.nih.gov/31332944/
LDHA	保留原候选池；本轮未专项重评	lactate(升高)	lactate: ρ=0.1253; q=0.5253	lactate: ρ=未测/不可评估; q=未测/不可评估	lactate: ρ=未测/不可评估; q=未测/不可评估	NOT_EVALUABLE	-0.2881459556561072	0.1309513512028528	有干预但情境/方向分歧	S057（2016）：敲低降低乳酸、葡萄糖摄取及细胞数量；过表达增加肿瘤生长 | S058（2017）：存活、乳酸、ATP、葡萄糖消耗及代谢率未见变化	S057：与2017稳定敲低无效研究形成条件/克隆/同工酶反证；不删除反向证据 | S058：高LDHB背景；稳定克隆适应不同于急性敲低，不称所有研究错误	Wu: Malignant_epithelial; Pal: Malignant_epithelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	优先核查	比较同工酶、克隆适应、培养和时间，不选择性删反证	"https://www.nature.com/articles/srep21735
https://pubmed.ncbi.nlm.nih.gov/28314283/"
LDHB	保留原候选池；本轮未专项重评	lactate(升高)	lactate: ρ=-0.1191; q=0.5471	lactate: ρ=未测/不可评估; q=未测/不可评估	lactate: ρ=未测/不可评估; q=未测/不可评估	NOT_EVALUABLE	-2.482107948295249	3.722901747749602e-11	有干预但情境/方向分歧	S059（2012）：高LDHB TNBC增殖下降和肿瘤停滞，luminal不同 | S060（2026）：乳酸累积、p38持续激活和CXCL8分泌，促进肿瘤转移 | S061（2024）：摘要结果写LDHB乳酸清除促进NK活化并限制肿瘤	S059：不能外推CAF/免疫环境；2026 CAF研究提示相反干预风险 | S060：与癌细胞LDHB依赖不同；全组织RNA无法定位，不能简单全身抑制LDHB | S061：标题与摘要表述不一致；保留为需复核证据，不用标题推定方向	Wu: Perivascular; Pal: Perivascular; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	优先核查	按细胞来源整理功能方向并核查公开扰动资源，暂停统一抑制主张	"https://aacrjournals.org/cancerres/article/72/22/5812/576593/An-Integrated-Genomic-Screen-Identifies-LDHB-as-an
https://aacrjournals.org/cancerres/article/86/11/2703/785310/LDHB-Deficiency-in-Fibroblasts-Induces-Lactate
https://pubmed.ncbi.nlm.nih.gov/38525901/"
MAT1A	保留原候选池；本轮未专项重评	methionine(降低)	methionine: ρ=-0.06113; q=0.7799	methionine: ρ=-0.0473; q=0.8606	methionine: ρ=0.3895; q=0.5208	DONE	0.0116119532358593	0.8947219839706546	本轮未取得适用干预报告	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。	有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	Wu: Malignant_epithelial; Pal: Malignant_epithelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	暂挂	与MAT2A/B和肝脏资料区分，保留甲硫氨酸关系	NA
MAT2A	保留原候选池；本轮未专项重评	methionine(降低)	methionine: ρ=-0.1407; q=0.4858	methionine: ρ=-0.03217; q=1	methionine: ρ=-0.209; q=0.779	DONE	0.5437960852466057	4.344526919885753e-06	功能线索待方法/模型核定	S064（2015）：提示耐药背景MAT2A上调；本次摘录未完整核实MAT2A直接扰动终点	S064：不是MAT2B研究；需全文确认干预与终点	Wu: Perivascular; Pal: Myeloid; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	优先核查	优先补完整摘要/正文，而不是仅据通路上调认定依赖	https://pubmed.ncbi.nlm.nih.gov/26418898/
MDH1	新增Tang支持；跨队列一致性有限	malate(升高)	malate: ρ=0.2361; q=0.2101	malate: ρ=0.01627; q=1	malate: ρ=0.7459; q=0.0163	DONE	-2.090785468335973	1.3764928264903338e-05	功能线索待方法/模型核定	S063（2025）：增殖受抑及紫杉醇敏感性提高	S063：摘要不足以确认MDH1特异遗传干预或药物靶点专属性	Wu: Malignant_epithelial; Pal: Malignant_epithelial; 稳定标记: True	malate: 留出范围0.709～0.818；方向保持20/20	苹果酸关联Tang较强，FUSCC接近零；GSE42568肿瘤RNA较低；既有功能记录尚未确认MDH1特异干预	可供选题讨论；先核实已有MDH1特异证据，不借用MDH2；本轮不追加机制	暂挂	找到MDH1特异遗传或靶点救援再纳入功能支持	https://pubmed.ncbi.nlm.nih.gov/39818404/
MDH2	与MDH1分开保留	malate(升高)	malate: ρ=0.2641; q=0.1622	malate: ρ=0.04779; q=0.8606	malate: ρ=0.1143; q=0.9172	DONE	0.0283786962468903	0.8958638654934802	有乳腺癌遗传干预报告	S062（2025）：敲低抑制增殖/迁移、逆转EMT；过表达加速移植瘤生长	S062：包含多组学和对接；对接不作为功能证据；模型细节未逐一核定	Wu: Malignant_epithelial; Pal: Malignant_epithelial; 稳定标记: True	本轮未安排；不是阴性	MDH1新关联不能转移为MDH2证据；GSE42568 MDH2组间差异未获支持；保留MDH2自己的既有功能记录	继续按MDH2自身适用证据讨论，不因MDH1的新结果自动升降级	优先核查	先查数据可获得性和苹果酸是否直接变化；不把对接计成功能	https://pubmed.ncbi.nlm.nih.gov/41179294/
MGAM	保留原候选池；本轮未专项重评	maltose(升高); maltotriose(升高)	"maltose: ρ=0.001167; q=0.9937
maltotriose: ρ=-0.06809; q=0.755"	"maltose: ρ=0.08995; q=0.5073
maltotriose: ρ=0.1394; q=0.1914"	"maltose: ρ=-0.241; q=0.7302
maltotriose: ρ=-0.116; q=0.9172"	DONE	0.1459627630214934	0.0289293416282509	观察性或非基因特异背景	S065（2019）：MGAM与MGAM2分型表达；相关预后/免疫信息	S065：MGAM2结果不能移给MGAM	Wu: Myeloid; Pal: Myeloid; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	暂挂	先解决基因身份，不借MGAM2结论给MGAM	https://pmc.ncbi.nlm.nih.gov/articles/PMC6451114/
MPI	保留原候选池；本轮未专项重评	mannose 6-phosphate(升高); fructose-6-phosphate(升高)	"mannose 6-phosphate: ρ=-0.1268; q=0.5265
fructose-6-phosphate: ρ=-0.1766; q=0.3743"	"mannose 6-phosphate: ρ=-0.05168; q=0.8317
fructose-6-phosphate: ρ=未测/不可评估; q=未测/不可评估"	"mannose 6-phosphate: ρ=-0.08571; q=0.9242
fructose-6-phosphate: ρ=-0.2632; q=0.6732"	DONE	-0.1286311592632922	0.1607327994486337	特定条件的无效/反向证据	S118（2026）：MDA-MB-231等MPI-KO细胞在甘露糖剥夺下仍耐受；葡萄糖剥夺效应依模型不同	S118：不能把HT1080全部结果外推到乳腺癌；不是MPI敲除对所有条件都无效，更不是普适抗肿瘤证据	Wu: Nonmalignant_epithelial; Pal: Malignant_epithelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	保留2026反例，不能等同MPI在所有条件无功能	https://pmc.ncbi.nlm.nih.gov/articles/PMC12934312/
NAGK	保留原候选池；本轮未专项重评	N-acetylglucosamine(升高); N-acetylglucosamine 6-phosphate(升高)	"N-acetylglucosamine: ρ=0.1976; q=0.296
N-acetylglucosamine 6-phosphate: ρ=0.3017; q=0.1126"	"N-acetylglucosamine: ρ=-0.02191; q=1
N-acetylglucosamine 6-phosphate: ρ=-0.05338; q=0.828"	"N-acetylglucosamine: ρ=未测/不可评估; q=未测/不可评估
N-acetylglucosamine 6-phosphate: ρ=0.4211; q=0.4179"	PARTIAL	0.6971078495180985	0.0107366147804028	观察性或非基因特异背景	S117（2018）：NAGK抑制减弱FR054诱导凋亡；不是NAGK抑制本身已证实抗肿瘤	S117：未见本轮核查内容中NAGK独立基因敲低效应；不能误把拮抗FR054当作抗癌支持	Wu: Myeloid; Pal: Myeloid; 稳定标记: True	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	区分药物活化与肿瘤依赖，补直接遗传证据再判断	https://pubmed.ncbi.nlm.nih.gov/29515119/
NAMPT	保留原候选池；本轮未专项重评	nicotinamide(升高)	nicotinamide: ρ=-0.06129; q=0.7799	nicotinamide: ρ=0.2153; q=0.009491	nicotinamide: ρ=0.0782; q=0.9242	DONE	-1.3409571236988116	0.00083512810397	有干预但情境/方向分歧	S069（2014）：NAMPT降低反而增强转移侵袭相关行为 | S070（2019）：提示抑制增殖/提高药物反应 | S071（2026）：生长、迁移/侵袭及肺转移下降；巨噬细胞状态变化	S069：与部分生长抑制研究方向不同；区分原发生长、转移与营养环境 | S070：摘要部分方向表述需全文核对；药物效应不直接等同遗传效应 | S071：药物靶向证据，不是本项目DepMap或临床安全性	Wu: Myeloid; Pal: Myeloid; 稳定标记: True	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	优先核查	拆分原发增长、迁移/转移、内分泌耐药和宿主效应	"https://pubmed.ncbi.nlm.nih.gov/25263164/
https://pubmed.ncbi.nlm.nih.gov/31141164/
https://doi.org/10.1021/acs.jmedchem.6c00454"
NNMT	保留原候选池；本轮未专项重评	S-adenosylhomocysteine (SAH)(升高); nicotinamide(升高); 1-methylnicotinamide(升高)	"S-adenosylhomocysteine (SAH): ρ=-0.1276; q=0.5264
nicotinamide: ρ=-0.3371; q=0.0693
1-methylnicotinamide: ρ=0.3799; q=0.0418"	"S-adenosylhomocysteine (SAH): ρ=-0.09419; q=0.4994
nicotinamide: ρ=-0.09407; q=0.4994
1-methylnicotinamide: ρ=0.2315; q=0.0087"	"S-adenosylhomocysteine (SAH): ρ=-0.2707; q=0.6565
nicotinamide: ρ=-0.004511; q=0.994
1-methylnicotinamide: ρ=未测/不可评估; q=未测/不可评估"	PARTIAL	-0.8211022533484162	0.0010363682451213	有乳腺癌遗传干预报告	S066（2024）：影响G0/G1进程；1-MNA保护UBC12，促进Cullin-1相关P27降解 | S067（2022）：膜胆固醇/流动性及转移表型改变 | S068（2019）：减轻化疗诱导凋亡；SIRT1干预可逆转	S066：这是既有具体代谢机制，不能作为CAMP新发现；不同细胞来源仍需区分 | S067：不同代谢和非代谢环节不能合并为同一机制 | S068：药物背景依赖，不能等同未治疗肿瘤普遍依赖	Wu: Fibroblasts; Pal: Fibroblasts; 稳定标记: True	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	新增价值应是独立患者/细胞来源；不再以重复NNMT—1-MNA为新机制	"https://pubmed.ncbi.nlm.nih.gov/38126621/
https://pubmed.ncbi.nlm.nih.gov/35988817/
https://pubmed.ncbi.nlm.nih.gov/31101119/"
NPL	保留原候选池；本轮未专项重评	N-acetylneuraminate(升高)	N-acetylneuraminate: ρ=-0.009466; q=0.9541	N-acetylneuraminate: ρ=-0.1421; q=0.1834	N-acetylneuraminate: ρ=-0.02406; q=0.9778	DONE	-0.0036819966394241	0.9901696176839788	本轮未取得适用干预报告	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。	有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	Wu: Myeloid; Pal: Myeloid; 稳定标记: True	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	暂挂	不要用总体唾液酸化研究替代NPL酶本体证据	NA
OAT	保留原候选池；本轮未专项重评	glutamate(升高); ornithine(降低)	"glutamate: ρ=-0.1125; q=0.5552
ornithine: ρ=-0.03929; q=0.8638"	"glutamate: ρ=-0.1892; q=0.03212
ornithine: ρ=-0.06363; q=0.6933"	"glutamate: ρ=0.1624; q=0.8526
ornithine: ρ=-0.385; q=0.5208"	DONE	0.303118509458713	0.2651425969227192	观察性或非基因特异背景	S072（2021）：提示囊泡可携带活性代谢酶	S072：不得将胰腺癌OAT敲低研究当乳腺癌验证	Wu: Nonmalignant_epithelial; Pal: Malignant_epithelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	排除有机阴离子转运体OAT缩写及其他癌种结果	https://pubmed.ncbi.nlm.nih.gov/33499132/
ODC1	保留原候选池；本轮未专项重评	ornithine(降低); putrescine(升高)	"ornithine: ρ=0.2122; q=0.2555
putrescine: ρ=0.1177; q=0.5471"	"ornithine: ρ=-0.0007208; q=1
putrescine: ρ=未测/不可评估; q=未测/不可评估"	"ornithine: ρ=0.03008; q=0.9778
putrescine: ρ=0.4271; q=0.4179"	DONE	-0.822405854309955	0.0097692567516406	有乳腺癌遗传干预报告	S073（2024）：抑制PTX诱导ALDH+富集及肿瘤起始，延迟复发；已形成原发瘤生长速率/PTX敏感性并未同样改变	S073：干细胞富集/复发终点不能改写为普遍缩瘤	Wu: B_cells; Pal: B_cells; 稳定标记: True	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	按复发终点研究；腐胺与亚精胺不能直接混用	https://doi.org/10.1002/advs.202404853
OTC	保留原候选池；本轮未专项重评	ornithine(降低); citrulline(降低)	"ornithine: ρ=0.1191; q=0.5471
citrulline: ρ=0.1077; q=0.5743"	"ornithine: ρ=-0.03344; q=1
citrulline: ρ=-0.03036; q=1"	"ornithine: ρ=-0.5276; q=0.2094
citrulline: ρ=-0.01764; q=0.9818"	DONE	-0.1240868902302039	0.1940334715518717	本轮未取得适用干预报告	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。	有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	Wu: Endothelial; Pal: Endothelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	暂挂	排除非处方OTC缩写和其他癌种尿素循环研究	NA
PAH	保留原候选池；本轮未专项重评	phenylalanine(降低); tyrosine(降低)	"phenylalanine: ρ=0.02221; q=0.8993
tyrosine: ρ=0.02142; q=0.9015"	"phenylalanine: ρ=0.01224; q=1
tyrosine: ρ=0.08022; q=0.6033"	"phenylalanine: ρ=-0.25; q=0.6994
tyrosine: ρ=-0.2334; q=0.7302"	DONE	NA	NA	本轮未取得适用干预报告	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。	有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	Wu: Malignant_epithelial; Pal: Malignant_epithelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	暂挂	必须用phenylalanine hydroxylase全名核对；不以命中数优先	NA
PANK1	保留原候选池；本轮未专项重评	pantothenate(升高)	pantothenate: ρ=0.2521; q=0.1957	pantothenate: ρ=-0.06355; q=0.6933	pantothenate: ρ=-0.2842; q=0.633	DONE	-0.1893773903733011	0.4597430370631237	本轮未取得适用干预报告	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。	有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	Wu: Malignant_epithelial; Pal: Perivascular; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	暂挂	区分PANK家族与CoA通路整体干预	NA
PANK2	保留原候选池；本轮未专项重评	pantothenate(升高)	pantothenate: ρ=-0.05087; q=0.835	pantothenate: ρ=-0.07893; q=0.6033	pantothenate: ρ=0.1098; q=0.9172	DONE	-0.528515082456166	0.0018194015999823	功能线索待方法/模型核定	S075（2022）：支持CoA合成调控	S075：关键功能结论涉及PANK4；不可全部归到PANK2	Wu: Malignant_epithelial; Pal: Myeloid; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	优先核查	只核定PANK2构建、模型与终点，不转移PANK4证据	https://pubmed.ncbi.nlm.nih.gov/35896750/
PANK3	保留原候选池；本轮未专项重评	pantothenate(升高)	pantothenate: ρ=0.02496; q=0.8993	pantothenate: ρ=-0.06534; q=0.6933	pantothenate: ρ=-0.2947; q=0.633	DONE	0.4520897514332578	0.0002107276513209	观察性或非基因特异背景	S076（2018）：PANK3等进入关联/预测网络	S076：预后签名不构成功能支持	Wu: Nonmalignant_epithelial; Pal: Malignant_epithelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	暂挂	保留候选，出现直接实验来源再推进	https://doi.org/10.1038/s41598-018-20215-5
PCYT1A	保留原候选池；本轮未专项重评	cytidine 5'-diphosphocholine(升高)	cytidine 5'-diphosphocholine: ρ=0.2382; q=0.2101	cytidine 5'-diphosphocholine: ρ=-0.06953; q=0.6819	cytidine 5'-diphosphocholine: ρ=-0.003008; q=0.994	DONE	-0.8251488121414026	0.0052742852688727	功能线索待方法/模型核定	S077（2023）：PCYT1A上调伴甘油磷脂积累及自噬性死亡	S077：混合提取物/药物背景；摘要未充分核实PCYT1A特异敲低	Wu: Endothelial; Pal: Endothelial; 稳定标记: True	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	优先核查	查PCYT1A直接敲低/回补及药物特异性	https://pubmed.ncbi.nlm.nih.gov/37230459/
PCYT1B	保留原候选池；本轮未专项重评	cytidine 5'-diphosphocholine(升高)	cytidine 5'-diphosphocholine: ρ=-0.1885; q=0.3253	cytidine 5'-diphosphocholine: ρ=-0.01138; q=1	cytidine 5'-diphosphocholine: ρ=0.09173; q=0.9233	DONE	-0.0867380640882351	0.2776733180311637	本轮未取得适用干预报告	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。	有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	Wu: Nonmalignant_epithelial; Pal: Fibroblasts; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	暂挂	不能用PCYT1A的通路结果补位	NA
PCYT2	保留原候选池；本轮未专项重评	phosphoethanolamine(升高)	phosphoethanolamine: ρ=0.409; q=0.0342	phosphoethanolamine: ρ=0.09627; q=0.4876	phosphoethanolamine: ρ=0.01805; q=0.9818	DONE	-0.2859392934391973	0.0681364953741682	功能线索待方法/模型核定	S078（2012）：PE合成及Pcyt2活性提高 | S079（2025）：迁移/侵袭改变	S078：不是已证实基因抑制降低肿瘤生长的结果 | S079：明确是卵巢癌，不计作BRCA干预	Wu: Malignant_epithelial; Pal: Malignant_epithelial; 稳定标记: True	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	保留患者磷酸乙醇胺线索，卵巢癌敲低不作为乳腺癌验证	"https://pubmed.ncbi.nlm.nih.gov/22339418/
https://www.nature.com/articles/s41598-025-96405-9"
PEPD	保留原候选池；本轮未专项重评	glycylproline(升高); glycine(升高); proline(升高)	"glycylproline: ρ=-0.1713; q=0.3768
glycine: ρ=-0.007562; q=0.9604
proline: ρ=0.03236; q=0.8839"	"glycylproline: ρ=未测/不可评估; q=未测/不可评估
glycine: ρ=-0.07115; q=0.6641
proline: ρ=0.03961; q=0.9526"	"glycylproline: ρ=0.119; q=0.9172
glycine: ρ=0.2241; q=0.7302
proline: ρ=0.2286; q=0.7302"	DONE	-1.4634882012104071	0.0008729324186753	外源非催化蛋白干预	S080（2024）：抑制生长及相关转移病灶 | S081（2026）：相关PDX肿瘤消除/生长受抑	S080：酶失活PEPD变体的受体降解作用，不能推断应抑制内源PEPD | S081：相关研究系列；不能计为CAMP代谢机制独立验证	Wu: Myeloid; Pal: Myeloid; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	暂挂	暂挂当前Gly-Pro/甘氨酸/脯氨酸介导主张，另保留外源蛋白功能	"https://pubmed.ncbi.nlm.nih.gov/38503142/
https://pubmed.ncbi.nlm.nih.gov/42009845/"
PFKL	保留原候选池；本轮未专项重评	fructose-6-phosphate(升高)	fructose-6-phosphate: ρ=0.359; q=0.05273	fructose-6-phosphate: ρ=未测/不可评估; q=未测/不可评估	fructose-6-phosphate: ρ=0.08571; q=0.9242	DONE	0.267910155343892	0.027602009297318	药物结合遗传靶点检验	S082（2026）：抑制糖酵解/增殖、诱导凋亡；增强anti-PD-L1效应	S082：药物主导且已有靶点依赖支持；非临床药效证明	Wu: Malignant_epithelial; Pal: Myeloid; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	区分药物10w和PFKL单独扰动，全文核查F6P读数与安全边界	https://doi.org/10.1021/acs.jmedchem.6c01360
