metabolite_name	metabolite_key	selected_paired_P_lt_005	paired_P	paired_q	up_pairs	down_pairs	equal_pairs	both_observed_pairs	original_effect	original_q	mapping_status	direct_relations	conditional_relations	unresolved_relations	identity_status	identity_note	legacy_feature	genes
urate	KEGG:C00366	True	7.110442835794288e-07	1.806440826697348e-05	2	31	0	33	-1.38171846699428	3.03664852373543e-06	HAS_DIRECT_RELATIONS	14	0	0	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	True	ABCC4;ABCG2;SLC17A1;SLC17A2;SLC17A3;SLC17A4;SLC22A12;SLC22A7;SLC22A8;SLC23A1;SLC29A2;SLC29A3;SLC2A2;XDH
isocitrate	KEGG:C00311	True	0.0002598153012516883	0.000918014064422632	3	19	11	9	-0.94049325537887	0.000701295206824154	CONDITIONAL_RELATIONS_ONLY	0	5	2	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	True	NA
4-methyl-2-oxopentanoate	KEGG:C00233	True	3.5149630812742274e-06	3.725860866150681e-05	1	28	4	15	-1.47479797958175	2.22833094147422e-06	HAS_DIRECT_RELATIONS	7	2	2	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	True	AADAT;BCAT1;BCAT2;LDHD;SLC16A1;SLC16A7;SLC5A8
histamine	KEGG:C00388	True	2.5778479828681036e-05	0.0001782077518591428	5	28	0	33	-1.21651078686213	4.5885636815329e-06	HAS_DIRECT_RELATIONS	8	0	0	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	True	AOC1;HDC;HNMT;SLC18A2;SLC22A1;SLC22A2;SLC22A3;SLC29A4
adenosine	KEGG:C00212	True	9.766128730249252e-06	8.626747045053505e-05	6	27	0	33	-1.43361692283717	3.68444811809424e-06	HAS_DIRECT_RELATIONS	17	0	7	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	True	ADA;ADA2;ADK;AHCY;ENPP3;LACC1;NT5C1A;NT5C1B;NT5C2;NT5E;SLC28A1;SLC28A2;SLC28A3;SLC29A1;SLC29A2;SLC29A3;SLC29A4
Mucate	KEGG:C01807	True	3.307877015483619e-05	0.00020228940210072902	5	27	1	31	-1.07306834400398	0.000171933865206755	CONDITIONAL_IDENTITY	0	0	0	HOLD_ORIGINAL_ENTRY_NOT_RETURNED	原 C01807 在本次 KEGG get 批量响应中未返回；名称检索得到 galactarate/mucic acid C00879，仅作替代假设。	True	NA
Disulfiram	KEGG:C01692	True	5.91235537322886e-07	1.806440826697348e-05	1	32	0	33	-2.02409833924531	1.46718920051068e-08	CONDITIONAL_IDENTITY	0	0	0	HOLD_EXPOSURE_OR_ANNOTATION_REVIEW	名称与 KEGG 一致，但应核对外源暴露或原始注释。药物抑制靶点不等于直接生成/消耗该测量物的酶。	True	NA
acetylcholine	KEGG:C01996	True	0.00019660170178038939	0.0007269690833274863	4	27	2	23	-1.26417215547317	3.03664852373543e-06	HAS_DIRECT_RELATIONS	7	0	0	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	True	ACHE;CHAT;SLC18A3;SLC22A1;SLC22A2;SLC22A4;VDAC1
2-phosphoglycerate	KEGG:C00631	True	1.2280378206640874e-05	9.762900674279494e-05	2	25	6	11	-1.44511128689612	2.1849625495186e-06	HAS_DIRECT_RELATIONS	9	0	1	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	True	BPGM;ENO1;ENO2;ENO3;ENO4;MINPP1;PGAM1;PGAM2;PGAM4
glucose	KEGG:C00031	True	5.388790737562247e-07	1.806440826697348e-05	0	33	0	29	-2.46828093548679	7.02371971133023e-10	HAS_DIRECT_RELATIONS	34	2	5	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	True	ADPGK;B4GALT1;B4GALT2;G6PC1;G6PC2;G6PC3;GBA1;GBA2;GBA3;GCK;H6PD;HK1;HK2;HK3;HKDC1;LCT;MGAM;SI;SLC2A1;SLC2A10;SLC2A11;SLC2A12;SLC2A14;SLC2A2;SLC2A3;SLC2A4;SLC2A7;SLC2A8;SLC45A1;SLC45A2;SLC5A1;SLC5A11;SLC5A2;SLC60A2
serotonin (5HT)	KEGG:C00780	True	1.1741945398998534e-06	1.866969318440767e-05	0	31	2	16	-2.57675115041992	5.92017690328805e-10	HAS_DIRECT_RELATIONS	12	0	6	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	True	DDC;MAOA;SLC18A1;SLC18A2;SLC18A3;SLC18B1;SLC22A1;SLC22A2;SLC22A3;SLC29A3;SLC29A4;SLC6A4
