mode	group	bin_id	mean_log2_ratio	n_donors
primary	T_holdout	chr4:1	0.004527327328213897	13
primary	T_holdout	chr4:10	0.0033514173117767288	22
primary	T_holdout	chr4:11	0.0043052170193195885	14
primary	T_holdout	chr4:12	0.004218455108488827	14
primary	T_holdout	chr4:13	NA	0
primary	T_holdout	chr4:14	0.004441179642947122	15
primary	T_holdout	chr4:15	0.0043707946973186775	17
primary	T_holdout	chr4:16	0.005075298734450398	14
primary	T_holdout	chr4:17	0.007791022473279432	1
primary	T_holdout	chr4:18	0.007014013402433649	18
primary	T_holdout	chr4:2	0.0007624607488904178	1
primary	T_holdout	chr4:3	0.003838051491851548	16
primary	T_holdout	chr4:4	0.0037627908536893937	19
primary	T_holdout	chr4:5	0.0034328092388478055	18
primary	T_holdout	chr4:6	NA	0
primary	T_holdout	chr4:7	0.004322067446028342	22
primary	T_holdout	chr4:8	0.00391291564339262	22
primary	T_holdout	chr4:9	0.004083744836616402	14
primary	T_holdout	chr5:0	0.0026502444259963467	17
primary	T_holdout	chr5:1	0.0011672682683161353	10
primary	T_holdout	chr5:10	-0.003897441863741185	1
primary	T_holdout	chr5:11	0.002452868127332165	22
primary	T_holdout	chr5:12	0.001742311995359357	11
primary	T_holdout	chr5:13	0.002803514410855246	22
primary	T_holdout	chr5:14	0.0024881698778152516	22
primary	T_holdout	chr5:15	0.002915923571330778	22
primary	T_holdout	chr5:16	0.0011468756517916936	14
primary	T_holdout	chr5:17	-0.00013586041509382237	22
primary	T_holdout	chr5:18	NA	0
primary	T_holdout	chr5:2	NA	0
primary	T_holdout	chr5:3	0.0006235452189577423	21
primary	T_holdout	chr5:4	0.0025364166229034928	16
primary	T_holdout	chr5:5	0.0024094457086463695	21
primary	T_holdout	chr5:6	0.0022719358602325363	20
primary	T_holdout	chr5:7	0.0014230912725716395	22
primary	T_holdout	chr5:8	0.001275787165240046	20
primary	T_holdout	chr5:9	0.001984882449608805	21
primary	T_holdout	chr6:0	0.005647671907583875	21
primary	T_holdout	chr6:1	0.005383930660113565	22
primary	T_holdout	chr6:10	0.0030806157806268965	21
primary	T_holdout	chr6:11	0.0035617633560887777	22
primary	T_holdout	chr6:12	0.0033643143640862887	12
primary	T_holdout	chr6:13	0.003132008433282667	22
primary	T_holdout	chr6:14	0.003105039170339899	21
primary	T_holdout	chr6:15	0.0032224131393696247	22
primary	T_holdout	chr6:16	0.004661264206685784	9
primary	T_holdout	chr6:17	NA	0
primary	T_holdout	chr6:2	0.006409021147871343	21
primary	T_holdout	chr6:3	0.006568731100991892	22
primary	T_holdout	chr6:4	0.002371211529147338	21
primary	T_holdout	chr6:5	0.00318375886365964	10
primary	T_holdout	chr6:6	NA	0
primary	T_holdout	chr6:7	0.0025597515400255814	19
primary	T_holdout	chr6:8	0.003197978601193966	20
primary	T_holdout	chr6:9	NA	0
primary	T_holdout	chr7:0	0.003086902439619278	21
primary	T_holdout	chr7:1	0.0037714480197424045	19
primary	T_holdout	chr7:10	0.005047821657964341	22
primary	T_holdout	chr7:11	0.003469256596024137	13
primary	T_holdout	chr7:12	0.004430128265196637	19
primary	T_holdout	chr7:13	0.004160876314105097	21
primary	T_holdout	chr7:14	0.003778279572600204	21
primary	T_holdout	chr7:15	0.0033664508631881885	20
primary	T_holdout	chr7:2	0.003441542817081768	22
primary	T_holdout	chr7:3	0.0038532274808972785	22
primary	T_holdout	chr7:4	0.004464452790481978	22
primary	T_holdout	chr7:5	0.0023164989280463682	5
primary	T_holdout	chr7:6	0.0034598124967116445	10
primary	T_holdout	chr7:7	0.004682502733728094	22
primary	T_holdout	chr7:8	0.005793603434951017	7
primary	T_holdout	chr7:9	0.004844584709837423	22
primary	T_holdout	chr8:0	0.0006259704096601257	3
primary	T_holdout	chr8:1	0.005259399953378763	19
primary	T_holdout	chr8:10	0.0028786598894836655	22
primary	T_holdout	chr8:11	NA	0
primary	T_holdout	chr8:12	0.003553794378490288	19
primary	T_holdout	chr8:13	NA	0
primary	T_holdout	chr8:14	0.0033805993324453622	22
primary	T_holdout	chr8:2	0.0033263066639790703	22
primary	T_holdout	chr8:3	0.003349821528671398	22
primary	T_holdout	chr8:4	0.003791852873340168	20
primary	T_holdout	chr8:5	0.003066967880680928	22
primary	T_holdout	chr8:6	0.002576415822409665	15
primary	T_holdout	chr8:7	0.003238756763867899	18
primary	T_holdout	chr8:8	0.003322028191595612	20
primary	T_holdout	chr8:9	0.002481447820038544	20
primary	T_holdout	chr9:0	0.0033038525114560285	18
primary	T_holdout	chr9:1	0.005017607550912422	8
primary	T_holdout	chr9:10	0.004062841908138845	11
primary	T_holdout	chr9:11	0.00313101043443829	16
primary	T_holdout	chr9:12	0.0019040145606222976	22
primary	T_holdout	chr9:13	0.0037905017291897116	22
primary	T_holdout	chr9:2	0.0035399904314759568	3
primary	T_holdout	chr9:3	0.004042788258992618	22
primary	T_holdout	chr9:6	NA	0
primary	T_holdout	chr9:7	0.004260736137085679	21
primary	T_holdout	chr9:8	0.004427875292365867	21
primary	T_holdout	chr9:9	0.004946191152964374	22
primary	T_reference	chr10:0	0.001365688638519885	20
primary	T_reference	chr10:1	0.0010274364920904396	22
primary	T_reference	chr10:10	0.003535055548133143	21
primary	T_reference	chr10:11	0.004816578630864107	22
primary	T_reference	chr10:12	0.005717073206365918	18
primary	T_reference	chr10:13	0.006021266368807698	6
primary	T_reference	chr10:2	0.0018629441675820837	20
primary	T_reference	chr10:3	0.002446115800471972	13
primary	T_reference	chr10:4	0.002564419347132926	15
primary	T_reference	chr10:5	-0.0007597980443912417	2
primary	T_reference	chr10:6	0.0025202524837840408	21
primary	T_reference	chr10:7	0.002373033669992892	22
primary	T_reference	chr10:8	0.0032165933871773646	21
primary	T_reference	chr10:9	0.0034941901426881975	19
primary	T_reference	chr11:0	0.0032192987187300575	22
primary	T_reference	chr11:1	0.002058758356162476	22
primary	T_reference	chr11:10	0.0064152818511886926	22
primary	T_reference	chr11:11	0.002554296234230592	22
primary	T_reference	chr11:12	0.001969331084830184	18
primary	T_reference	chr11:13	0.007727856001842965	3
primary	T_reference	chr11:2	NA	0
primary	T_reference	chr11:3	0.0028759383211004624	20
primary	T_reference	chr11:4	0.004212505383128722	20
primary	T_reference	chr11:5	0.003833896405785279	18
primary	T_reference	chr11:6	0.003888179223782522	22
primary	T_reference	chr11:7	0.00480073281791436	22
primary	T_reference	chr11:8	0.00510566289957088	19
primary	T_reference	chr11:9	0.006075634061537519	20
primary	T_reference	chr12:0	0.0028680538869248016	22
primary	T_reference	chr12:1	0.004335332465162315	22
primary	T_reference	chr12:10	0.003369769854963956	22
primary	T_reference	chr12:11	0.00263580973291629	22
primary	T_reference	chr12:12	0.0033937696044548356	22
primary	T_reference	chr12:13	0.003302054388776622	9
primary	T_reference	chr12:2	0.003650803911352549	21
primary	T_reference	chr12:3	0.005870393598336608	6
primary	T_reference	chr12:4	0.0042217434360112	22
primary	T_reference	chr12:5	0.0019388549229414328	22
primary	T_reference	chr12:6	0.0030079002524043092	22
primary	T_reference	chr12:7	0.0029312790428049655	22
primary	T_reference	chr12:8	0.0015006302045708422	3
primary	T_reference	chr12:9	0.004007699002984595	22
primary	T_reference	chr13:1	NA	0
primary	T_reference	chr13:10	0.00314061671189293	3
primary	T_reference	chr13:11	0.00496344208704615	18
primary	T_reference	chr13:2	0.002731446838583977	22
primary	T_reference	chr13:3	0.0007828627344574754	19
primary	T_reference	chr13:4	0.0012830774896440645	22
primary	T_reference	chr13:5	0.000467009776873033	2
primary	T_reference	chr13:6	NA	0
primary	T_reference	chr13:7	0.002999508951532247	17
primary	T_reference	chr13:9	0.004103978125348931	15
primary	T_reference	chr14:1	NA	0
primary	T_reference	chr14:10	0.002749126283395414	22
primary	T_reference	chr14:2	0.0039055349290504234	22
primary	T_reference	chr14:3	0.002718702840280331	22
primary	T_reference	chr14:4	0.0025312786331770174	15
primary	T_reference	chr14:5	0.003728727171064966	22
primary	T_reference	chr14:6	0.0035365967055822956	22
primary	T_reference	chr14:7	0.0030002905904537272	22
primary	T_reference	chr14:8	NA	0
primary	T_reference	chr14:9	0.002900052388859115	22
primary	T_reference	chr15:10	NA	0
primary	T_reference	chr15:2	0.007685901692588666	4
primary	T_reference	chr15:3	0.004926068635215253	18
primary	T_reference	chr15:4	0.004048775595446158	22
primary	T_reference	chr15:5	0.004060175012348104	22
primary	T_reference	chr15:6	0.003271618148207695	22
primary	T_reference	chr15:7	0.0038539851507101816	22
primary	T_reference	chr15:8	0.004055584100526395	22
primary	T_reference	chr15:9	0.0046769503255298895	14
primary	T_reference	chr16:0	0.004384359802985005	22
primary	T_reference	chr16:1	0.004313330682917715	22
primary	T_reference	chr16:2	0.004690687769915563	22
primary	T_reference	chr16:3	0.004944144363117263	22
primary	T_reference	chr16:4	0.003899879458772338	7
primary	T_reference	chr16:5	0.0055357122923433135	22
primary	T_reference	chr16:6	0.004724879115358104	21
primary	T_reference	chr16:7	0.004404272346950257	21
primary	T_reference	chr16:8	0.0030966977444621497	22
primary	T_reference	chr17:0	0.004216396765149043	22
primary	T_reference	chr17:1	0.003446649539912724	21
primary	T_reference	chr17:2	0.005069003319675549	21
primary	T_reference	chr17:3	0.006945573622860824	22
primary	T_reference	chr17:4	0.0037563616615423194	22
primary	T_reference	chr17:5	0.005103296813157088	22
primary	T_reference	chr17:6	0.003926765163861237	22
primary	T_reference	chr17:7	0.002183129235748359	22
primary	T_reference	chr17:8	0.004839083279606397	22
primary	T_reference	chr18:0	0.004136485142805072	22
primary	T_reference	chr18:1	0.004220720944790935	11
primary	T_reference	chr18:2	0.002928160895614827	15
primary	T_reference	chr18:3	0.0032585874980299552	16
primary	T_reference	chr18:4	0.0029623766027605655	16
primary	T_reference	chr18:5	0.004958459741152564	21
primary	T_reference	chr18:6	0.00574897633200744	8
primary	T_reference	chr18:7	0.006606018236258302	11
primary	T_reference	chr18:8	NA	0
primary	T_reference	chr19:0	0.002684785733496591	22
primary	T_reference	chr19:1	0.0026357328142444943	22
primary	T_reference	chr19:2	0.00401446745411543	10
primary	T_reference	chr19:3	0.002853989658953919	22
primary	T_reference	chr19:4	0.00213903014968879	22
primary	T_reference	chr19:5	0.0022626203908438967	22
primary	T_reference	chr1:0	0.005095839044137583	22
primary	T_reference	chr1:1	0.004422742817235422	22
primary	T_reference	chr1:10	0.004470714354642483	22
primary	T_reference	chr1:11	0.003102392341468309	22
primary	T_reference	chr1:12	NA	0
primary	T_reference	chr1:14	0.0022983118059745353	18
primary	T_reference	chr1:15	0.0029032101916214585	22
primary	T_reference	chr1:16	0.0043787840976309625	22
primary	T_reference	chr1:17	0.005065838301008803	22
primary	T_reference	chr1:18	0.0035076108640525526	22
primary	T_reference	chr1:19	0.0031972516592814427	20
primary	T_reference	chr1:2	0.0025408170240944325	22
primary	T_reference	chr1:20	0.004231005151290523	22
primary	T_reference	chr1:21	0.0036290520196100105	18
primary	T_reference	chr1:22	0.003595027641214481	22
primary	T_reference	chr1:23	0.004133080367199812	19
primary	T_reference	chr1:24	0.005205931314471812	17
primary	T_reference	chr1:3	0.0029055074443867473	22
primary	T_reference	chr1:4	0.0015857941824445716	22
primary	T_reference	chr1:5	0.0026298052633862484	22
primary	T_reference	chr1:6	0.003041260482357609	20
primary	T_reference	chr1:7	0.003803192893028345	20
primary	T_reference	chr1:8	0.0046053733141697036	22
primary	T_reference	chr1:9	0.003758512199371594	20
primary	T_reference	chr20:0	0.005008610779849903	22
primary	T_reference	chr20:1	0.0036556258836055473	9
primary	T_reference	chr20:2	0.0037162600505397264	19
primary	T_reference	chr20:3	0.003943069609223794	22
primary	T_reference	chr20:4	0.003478662294072848	22
primary	T_reference	chr20:5	0.002317119466191623	22
primary	T_reference	chr20:6	0.0026211917008310878	20
primary	T_reference	chr21:0	NA	0
primary	T_reference	chr21:1	NA	0
primary	T_reference	chr21:2	0.005503431217031469	4
primary	T_reference	chr21:3	0.004571807226287352	22
primary	T_reference	chr21:4	0.005094380210059123	22
primary	T_reference	chr22:1	0.007055970796590029	13
primary	T_reference	chr22:2	0.005004089180990264	22
primary	T_reference	chr22:3	0.004198197608778768	22
primary	T_reference	chr22:4	0.004264296917165928	22
primary	T_reference	chr22:5	0.00734964252568012	7
primary	T_reference	chr2:0	0.003409635421272026	20
primary	T_reference	chr2:1	0.003577776138879663	14
primary	T_reference	chr2:10	0.0036877670434574262	22
primary	T_reference	chr2:11	0.0038393593784191104	22
primary	T_reference	chr2:12	0.0035922592893197925	12
primary	T_reference	chr2:13	0.003748180608737991	21
primary	T_reference	chr2:14	0.007017898611225302	1
primary	T_reference	chr2:15	0.00297097505445952	18
primary	T_reference	chr2:16	0.003076281136918139	20
primary	T_reference	chr2:17	0.0036864872105781153	22
primary	T_reference	chr2:18	0.004011981505393775	18
primary	T_reference	chr2:19	0.0031207130845424414	22
primary	T_reference	chr2:2	0.0030036695677044182	22
primary	T_reference	chr2:20	0.0022063856723501794	22
primary	T_reference	chr2:21	0.0022327660783044117	20
primary	T_reference	chr2:22	0.0036516598900524487	8
primary	T_reference	chr2:23	0.0027002694274020655	22
primary	T_reference	chr2:24	0.004416007940525425	17
primary	T_reference	chr2:3	0.0018051661600638619	22
primary	T_reference	chr2:4	0.001770797975288534	21
primary	T_reference	chr2:5	0.00315921405879318	15
primary	T_reference	chr2:6	0.004678350273526998	22
primary	T_reference	chr2:7	0.0045296498138756545	22
primary	T_reference	chr2:8	0.005477525370209239	22
primary	T_reference	chr2:9	0.00371016492525819	20
primary	T_reference	chr3:0	0.004449352010984742	20
primary	T_reference	chr3:1	0.003640218378455859	22
primary	T_reference	chr3:10	0.003479503435077362	22
primary	T_reference	chr3:11	0.004392748764270858	18
primary	T_reference	chr3:12	0.003996089572401236	22
primary	T_reference	chr3:13	0.0035700787038415857	20
primary	T_reference	chr3:14	0.003133722951738398	22
primary	T_reference	chr3:15	0.0026539677782598703	22
primary	T_reference	chr3:16	NA	0
primary	T_reference	chr3:17	0.004138002471075695	19
primary	T_reference	chr3:18	0.0049532365338319315	22
primary	T_reference	chr3:19	0.004977777537393793	22
primary	T_reference	chr3:2	0.002527165091423248	15
primary	T_reference	chr3:3	0.002292095462735075	22
primary	T_reference	chr3:4	0.0029612108716637335	22
primary	T_reference	chr3:5	0.0032173346611708755	22
primary	T_reference	chr3:6	0.0034241665580336486	13
primary	T_reference	chr3:7	NA	0
primary	T_reference	chr3:8	NA	0
primary	T_reference	chr3:9	0.006018761531984575	2
primary	T_reference	chr4:0	0.005618145206648904	22
primary	T_reference	chr4:1	0.004941070204436757	13
primary	T_reference	chr4:10	0.0031926989462222944	22
primary	T_reference	chr4:11	0.0033996523004441686	14
primary	T_reference	chr4:12	0.0036738743904306606	14
primary	T_reference	chr4:13	NA	0
primary	T_reference	chr4:14	0.0036868212167159376	15
primary	T_reference	chr4:15	0.0035011037222703735	17
primary	T_reference	chr4:16	0.003935304793687256	14
primary	T_reference	chr4:17	0.0035546910518576727	1
primary	T_reference	chr4:18	0.005878847917632357	18
primary	T_reference	chr4:2	0.003588654912143382	1
primary	T_reference	chr4:3	0.00482751301636908	16
primary	T_reference	chr4:4	0.004502399489323717	19
primary	T_reference	chr4:5	0.004265979206357169	18
primary	T_reference	chr4:6	NA	0
primary	T_reference	chr4:7	0.004273466064423953	22
primary	T_reference	chr4:8	0.0035080992881834053	22
primary	T_reference	chr4:9	0.0032023217812333286	14
primary	T_reference	chr5:0	0.005613085159381986	17
primary	T_reference	chr5:1	0.005570745998091547	10
primary	T_reference	chr5:10	0.006152437820176914	1
primary	T_reference	chr5:11	0.003278446923520559	22
primary	T_reference	chr5:12	0.0027431636253766618	11
primary	T_reference	chr5:13	0.002268717432470047	22
primary	T_reference	chr5:14	0.0035006930396082945	22
primary	T_reference	chr5:15	0.003639850028527636	22
primary	T_reference	chr5:16	0.0036121559960875767	14
primary	T_reference	chr5:17	0.0029334123952110477	22
primary	T_reference	chr5:18	NA	0
primary	T_reference	chr5:2	NA	0
primary	T_reference	chr5:3	0.0019763382343182287	21
primary	T_reference	chr5:4	0.0023568988254469136	16
primary	T_reference	chr5:5	0.002973352843151177	21
primary	T_reference	chr5:6	0.0039967046931121426	20
primary	T_reference	chr5:7	0.003667886136021954	22
primary	T_reference	chr5:8	0.002754904478388727	20
primary	T_reference	chr5:9	0.0030728372152765545	21
primary	T_reference	chr6:0	0.004481764745765492	21
primary	T_reference	chr6:1	0.00465313837013363	22
primary	T_reference	chr6:10	0.0036078070861620317	21
primary	T_reference	chr6:11	0.0036361967183762126	22
primary	T_reference	chr6:12	0.003995675441694127	12
primary	T_reference	chr6:13	0.0028690162550737046	22
primary	T_reference	chr6:14	0.0024498090321175697	21
primary	T_reference	chr6:15	0.002699255933674867	22
primary	T_reference	chr6:16	0.002302546807194473	9
primary	T_reference	chr6:17	NA	0
primary	T_reference	chr6:2	0.004848057889772466	21
primary	T_reference	chr6:3	0.0034274633922655616	22
primary	T_reference	chr6:4	0.0030509672281501736	21
primary	T_reference	chr6:5	0.003514642290589368	10
primary	T_reference	chr6:6	NA	0
primary	T_reference	chr6:7	0.004121069657726732	19
primary	T_reference	chr6:8	0.0036811807648040517	20
primary	T_reference	chr6:9	NA	0
primary	T_reference	chr7:0	0.0037988809770884476	21
primary	T_reference	chr7:1	0.0030384098137440072	19
primary	T_reference	chr7:10	0.004117051693865988	22
primary	T_reference	chr7:11	0.003855481158861862	13
primary	T_reference	chr7:12	0.0039169609921393435	19
primary	T_reference	chr7:13	0.004045382160810662	21
primary	T_reference	chr7:14	0.0042124770203679695	21
primary	T_reference	chr7:15	0.005252430293076342	20
primary	T_reference	chr7:2	0.003642993377470374	22
primary	T_reference	chr7:3	0.00422050422027112	22
primary	T_reference	chr7:4	0.003781740456225975	22
primary	T_reference	chr7:5	0.0019259657921047238	5
primary	T_reference	chr7:6	0.002548390979651864	10
primary	T_reference	chr7:7	0.0037998880806191164	22
primary	T_reference	chr7:8	0.0038520830888574492	7
primary	T_reference	chr7:9	0.004468304591605738	22
primary	T_reference	chr8:0	0.005679789551143684	3
primary	T_reference	chr8:1	0.0055924778341147775	19
primary	T_reference	chr8:10	0.001514206890985012	22
primary	T_reference	chr8:11	NA	0
primary	T_reference	chr8:12	0.0025392986006613555	19
primary	T_reference	chr8:13	NA	0
primary	T_reference	chr8:14	0.0038867359335355424	22
primary	T_reference	chr8:2	0.004470052396358843	22
primary	T_reference	chr8:3	0.004183044627248415	22
primary	T_reference	chr8:4	0.0036591016423188822	20
primary	T_reference	chr8:5	0.0034362574344868916	22
primary	T_reference	chr8:6	0.0033658856113756614	15
primary	T_reference	chr8:7	0.002715029904700043	18
primary	T_reference	chr8:8	0.0027226655270592578	20
primary	T_reference	chr8:9	0.0020135067411670067	20
primary	T_reference	chr9:0	0.004545348583041015	18
primary	T_reference	chr9:1	0.004067624890161211	8
primary	T_reference	chr9:10	0.00353509844880313	11
primary	T_reference	chr9:11	0.0032367655915986862	16
primary	T_reference	chr9:12	0.002894096671418191	22
primary	T_reference	chr9:13	0.004961465423215989	22
primary	T_reference	chr9:2	0.003928119770568758	3
primary	T_reference	chr9:3	0.0035879107465192576	22
primary	T_reference	chr9:6	NA	0
primary	T_reference	chr9:7	0.0032305801651646543	21
primary	T_reference	chr9:8	0.0035433021889619562	21
primary	T_reference	chr9:9	0.0032128458320017273	22
reference_split	B_control	chr10:0	-0.03380041306256493	20
reference_split	B_control	chr10:1	-0.022536821323922478	22
reference_split	B_control	chr10:10	0.0013395127096401287	21
reference_split	B_control	chr10:11	-0.0017238236696046857	22
reference_split	B_control	chr10:12	4.512898530652043e-05	18
reference_split	B_control	chr10:13	0.00772855576928938	6
reference_split	B_control	chr10:2	-0.012226395824746095	20
reference_split	B_control	chr10:3	-0.009403163224192813	13
reference_split	B_control	chr10:4	-0.007206356879856821	15
reference_split	B_control	chr10:5	0.004054164842828904	2
reference_split	B_control	chr10:6	-0.012107697359714061	21
reference_split	B_control	chr10:7	-0.00656598700907022	22
reference_split	B_control	chr10:8	0.004232870862155414	21
reference_split	B_control	chr10:9	0.006687157025278434	19
reference_split	B_control	chr11:0	0.005868235426547277	22
reference_split	B_control	chr11:1	0.0058897081695102795	22
reference_split	B_control	chr11:10	-0.0019508099239425062	22
reference_split	B_control	chr11:11	-0.0649675337042365	22
reference_split	B_control	chr11:12	-0.10690970381289852	18
reference_split	B_control	chr11:13	-0.06762599211322165	3
reference_split	B_control	chr11:2	NA	0
reference_split	B_control	chr11:3	0.0039044249944442436	20
reference_split	B_control	chr11:4	0.011220232279503783	20
reference_split	B_control	chr11:5	0.020038483979134693	18
reference_split	B_control	chr11:6	0.017566489816879007	22
reference_split	B_control	chr11:7	0.02008066522001449	22
reference_split	B_control	chr11:8	0.01582481348958977	19
reference_split	B_control	chr11:9	0.01212363101928225	20
reference_split	B_control	chr12:0	-0.08294251922000553	22
reference_split	B_control	chr12:1	-0.06451932836037097	22
reference_split	B_control	chr12:10	0.013892108589625302	22
reference_split	B_control	chr12:11	0.013778338267296937	22
reference_split	B_control	chr12:12	0.011860852324186554	22
reference_split	B_control	chr12:13	0.010569107509917191	9
reference_split	B_control	chr12:2	-0.013077738132723197	21
reference_split	B_control	chr12:3	0.005797499740586812	6
reference_split	B_control	chr12:4	0.006063961806772464	22
reference_split	B_control	chr12:5	0.004237883047581394	22
reference_split	B_control	chr12:6	-0.0015323597181968504	22
reference_split	B_control	chr12:7	-0.0006828785227830658	22
reference_split	B_control	chr12:8	-0.010043010190873239	3
reference_split	B_control	chr12:9	0.007319752882069651	22
reference_split	B_control	chr13:1	NA	0
reference_split	B_control	chr13:10	0.009359892485449738	3
reference_split	B_control	chr13:11	0.019723982868254983	18
reference_split	B_control	chr13:2	-0.004463251450391209	22
reference_split	B_control	chr13:3	-0.013090488715878429	19
reference_split	B_control	chr13:4	-0.01450090511750468	22
reference_split	B_control	chr13:5	-0.00820513055993291	2
reference_split	B_control	chr13:6	NA	0
reference_split	B_control	chr13:7	0.00682570466033931	17
reference_split	B_control	chr13:9	0.013604232766593054	15
reference_split	B_control	chr14:1	NA	0
reference_split	B_control	chr14:10	-0.022409041441142433	22
reference_split	B_control	chr14:2	-0.007436238826781838	22
reference_split	B_control	chr14:3	-0.010928160360104482	22
reference_split	B_control	chr14:4	-0.005599047186082212	15
reference_split	B_control	chr14:5	-0.005380717954022369	22
reference_split	B_control	chr14:6	-0.006178120898910237	22
reference_split	B_control	chr14:7	-0.012116964682028402	22
reference_split	B_control	chr14:8	NA	0
reference_split	B_control	chr14:9	-0.025697929254366588	22
reference_split	B_control	chr15:10	NA	0
reference_split	B_control	chr15:2	-0.006668015710564288	4
reference_split	B_control	chr15:3	-0.005980866839406107	18
reference_split	B_control	chr15:4	-0.0025406776203223363	22
reference_split	B_control	chr15:5	-0.0004881128202755498	22
reference_split	B_control	chr15:6	0.006144309484782936	22
reference_split	B_control	chr15:7	0.019353639051403828	22
reference_split	B_control	chr15:8	0.01945445058476025	22
reference_split	B_control	chr15:9	0.006481182076935598	14
reference_split	B_control	chr16:0	0.004420440054292379	22
reference_split	B_control	chr16:1	0.003615481973656418	22
reference_split	B_control	chr16:2	0.005161641572042739	22
reference_split	B_control	chr16:3	0.003351381304658434	22
reference_split	B_control	chr16:4	-0.001149804454726989	7
reference_split	B_control	chr16:5	0.0028713740006370363	22
reference_split	B_control	chr16:6	0.004782585259410237	21
reference_split	B_control	chr16:7	0.007442333514436903	21
reference_split	B_control	chr16:8	0.02404894795932795	22
reference_split	B_control	chr17:0	0.0071914771132148055	22
reference_split	B_control	chr17:1	0.0019051603597629804	21
reference_split	B_control	chr17:2	-0.005310114682846087	21
reference_split	B_control	chr17:3	-0.017414765851582272	22
reference_split	B_control	chr17:4	0.007730904597860946	22
reference_split	B_control	chr17:5	0.003520485554681287	22
reference_split	B_control	chr17:6	-0.0017877955388149313	22
reference_split	B_control	chr17:7	-0.005547144036180341	22
reference_split	B_control	chr17:8	-0.010949451253890382	22
reference_split	B_control	chr18:0	-0.008094039526497725	22
reference_split	B_control	chr18:1	-0.003810430062528895	11
reference_split	B_control	chr18:2	0.005524428910046472	15
reference_split	B_control	chr18:3	0.008154858680301552	16
reference_split	B_control	chr18:4	0.0142711037482516	16
reference_split	B_control	chr18:5	0.021315189084491686	21
reference_split	B_control	chr18:6	0.032847032807493445	8
reference_split	B_control	chr18:7	0.04236864104800069	11
reference_split	B_control	chr18:8	NA	0
reference_split	B_control	chr19:0	0.016817919469251423	22
reference_split	B_control	chr19:1	0.009795433274378937	22
reference_split	B_control	chr19:2	0.0030495986818535347	10
reference_split	B_control	chr19:3	-2.9424463579993323e-05	22
reference_split	B_control	chr19:4	0.03703412866563824	22
reference_split	B_control	chr19:5	0.0172655461937565	22
reference_split	B_control	chr1:0	0.0072478686325778315	22
reference_split	B_control	chr1:1	0.016206177244904297	22
reference_split	B_control	chr1:10	8.737357469688537e-05	22
reference_split	B_control	chr1:11	-0.021955827764189504	22
reference_split	B_control	chr1:12	NA	0
reference_split	B_control	chr1:14	-0.04112302643251157	18
reference_split	B_control	chr1:15	-0.022403961411380093	22
reference_split	B_control	chr1:16	0.000720914895490898	22
reference_split	B_control	chr1:17	-0.014689464455018788	22
reference_split	B_control	chr1:18	-0.026006187789314104	22
reference_split	B_control	chr1:19	-0.026220200300069912	20
reference_split	B_control	chr1:2	0.012196413019765345	22
reference_split	B_control	chr1:20	0.0033842627662434258	22
reference_split	B_control	chr1:21	0.022896989742274762	18
reference_split	B_control	chr1:22	0.012407593525296363	22
reference_split	B_control	chr1:23	0.008585101354115422	19
reference_split	B_control	chr1:24	0.01459119656905123	17
reference_split	B_control	chr1:3	0.009318590630237482	22
reference_split	B_control	chr1:4	0.013050535562509876	22
reference_split	B_control	chr1:5	0.006254199796190382	22
reference_split	B_control	chr1:6	-0.0005038742882111597	20
reference_split	B_control	chr1:7	-0.0021837659019106267	20
reference_split	B_control	chr1:8	0.0017038204927173229	22
reference_split	B_control	chr1:9	0.005581844190916251	20
reference_split	B_control	chr20:0	0.0024743514105553966	22
reference_split	B_control	chr20:1	0.001171056839140455	9
reference_split	B_control	chr20:2	0.0006406133209743407	19
reference_split	B_control	chr20:3	0.0013236699629003317	22
reference_split	B_control	chr20:4	0.008390301798562623	22
reference_split	B_control	chr20:5	0.009553718897878968	22
reference_split	B_control	chr20:6	0.007082505860034438	20
reference_split	B_control	chr21:0	NA	0
reference_split	B_control	chr21:1	NA	0
reference_split	B_control	chr21:2	0.0021806873451316613	4
reference_split	B_control	chr21:3	0.007994417143076573	22
reference_split	B_control	chr21:4	0.005922243067205949	22
reference_split	B_control	chr22:1	0.01745228101643882	13
reference_split	B_control	chr22:2	0.01296678925496419	22
reference_split	B_control	chr22:3	0.00931245259941464	22
reference_split	B_control	chr22:4	0.012930642952185146	22
reference_split	B_control	chr22:5	0.012618488128849087	7
reference_split	B_control	chr2:0	-0.029800853492896455	20
reference_split	B_control	chr2:1	-0.014673104101679293	14
reference_split	B_control	chr2:10	-0.0010762610314087985	22
reference_split	B_control	chr2:11	0.0014987707412361369	22
reference_split	B_control	chr2:12	0.0025619598653403657	12
reference_split	B_control	chr2:13	0.003946008060676869	21
reference_split	B_control	chr2:14	0.01082199233341417	1
reference_split	B_control	chr2:15	0.004371704643707497	18
reference_split	B_control	chr2:16	0.005642752749110832	20
reference_split	B_control	chr2:17	0.0016169411922012744	22
reference_split	B_control	chr2:18	-0.004070842049826772	18
reference_split	B_control	chr2:19	-0.005507168927382444	22
reference_split	B_control	chr2:2	-0.017724939045000252	22
reference_split	B_control	chr2:20	0.0021700368409738953	22
reference_split	B_control	chr2:21	0.006325782384895	20
reference_split	B_control	chr2:22	0.004204801057498894	8
reference_split	B_control	chr2:23	0.0017614830408033653	22
