mode	subtype	bin_id	n_pairs	mean_tumor_minus_adjacent_log2
reference_split	ALL_MYELOID	chr17:8	15	0.0013572439317163004
reference_split	ALL_MYELOID	chr18:0	15	0.005069544927100519
reference_split	ALL_MYELOID	chr18:1	8	-0.0001267503573571329
reference_split	ALL_MYELOID	chr18:2	12	-0.00022858861681557458
reference_split	ALL_MYELOID	chr18:3	11	-0.002517037843672729
reference_split	ALL_MYELOID	chr18:4	12	-0.0026702657233125177
reference_split	ALL_MYELOID	chr18:5	15	-0.003496920330414727
reference_split	ALL_MYELOID	chr18:6	5	-0.007430327703605183
reference_split	ALL_MYELOID	chr18:7	8	-0.005758867076542484
reference_split	ALL_MYELOID	chr19:0	15	0.0026345646895833815
reference_split	ALL_MYELOID	chr19:1	15	0.003216641448815057
reference_split	ALL_MYELOID	chr19:2	7	-0.0015699951112352433
reference_split	ALL_MYELOID	chr19:3	15	0.0034235336444649322
reference_split	ALL_MYELOID	chr19:4	15	-0.00027073981364167155
reference_split	ALL_MYELOID	chr19:5	15	0.0015088813869339386
reference_split	ALL_MYELOID	chr1:0	15	0.0022135552540390934
reference_split	ALL_MYELOID	chr1:1	15	0.0015653273603646008
reference_split	ALL_MYELOID	chr1:10	15	-0.00040716612405012714
reference_split	ALL_MYELOID	chr1:11	15	-0.0013903559079373319
reference_split	ALL_MYELOID	chr1:14	13	-0.0029434077801458636
reference_split	ALL_MYELOID	chr1:15	15	0.00031855108810069415
reference_split	ALL_MYELOID	chr1:16	15	-0.00034873731610434073
reference_split	ALL_MYELOID	chr1:17	15	0.0003890480077797953
reference_split	ALL_MYELOID	chr1:18	15	0.0008458234938167988
reference_split	ALL_MYELOID	chr1:19	14	0.0018049828314849715
reference_split	ALL_MYELOID	chr1:2	15	0.0031050546369662583
reference_split	ALL_MYELOID	chr1:20	15	0.0037092149172005527
reference_split	ALL_MYELOID	chr1:21	13	0.001794350895921521
reference_split	ALL_MYELOID	chr1:22	15	-0.0003370710079839901
reference_split	ALL_MYELOID	chr1:23	14	-0.002913695213455355
reference_split	ALL_MYELOID	chr1:24	13	-0.003929571948886699
reference_split	ALL_MYELOID	chr1:3	15	0.0007134928256607283
reference_split	ALL_MYELOID	chr1:4	15	-0.0036392140089760152
reference_split	ALL_MYELOID	chr1:5	15	-0.0001257563387826283
reference_split	ALL_MYELOID	chr1:6	14	0.0014843681196880655
reference_split	ALL_MYELOID	chr1:7	14	0.00031605473207480146
reference_split	ALL_MYELOID	chr1:8	15	-0.00116778344106665
reference_split	ALL_MYELOID	chr1:9	14	-0.0005745379714945234
reference_split	ALL_MYELOID	chr20:0	15	0.0018786404877876106
reference_split	ALL_MYELOID	chr20:1	5	0.00026541040586022075
reference_split	ALL_MYELOID	chr20:2	13	0.00358287086907858
reference_split	ALL_MYELOID	chr20:3	15	0.00043985010233157245
reference_split	ALL_MYELOID	chr20:4	15	-0.0003952858998066521
reference_split	ALL_MYELOID	chr20:5	15	0.0010055746241066743
reference_split	ALL_MYELOID	chr20:6	14	0.001261401880849674
reference_split	ALL_MYELOID	chr21:2	3	-0.00029213265364975174
reference_split	ALL_MYELOID	chr21:3	15	-0.0015556798047319184
reference_split	ALL_MYELOID	chr21:4	15	-0.0031896831011719545
reference_split	ALL_MYELOID	chr22:1	10	-0.0021298388581518827
reference_split	ALL_MYELOID	chr22:2	15	0.0030905002319253265
reference_split	ALL_MYELOID	chr22:3	15	0.002910441882752064
reference_split	ALL_MYELOID	chr22:4	15	0.0003909078753898024
reference_split	ALL_MYELOID	chr22:5	4	-0.017483395676015326
reference_split	ALL_MYELOID	chr2:0	14	-0.005761947600012705
reference_split	ALL_MYELOID	chr2:1	11	-0.005229307811487115
reference_split	ALL_MYELOID	chr2:10	15	0.002262064229988961
reference_split	ALL_MYELOID	chr2:11	15	0.002254638254086493
reference_split	ALL_MYELOID	chr2:12	9	0.006743168377767714
reference_split	ALL_MYELOID	chr2:13	15	0.003730363381869899
reference_split	ALL_MYELOID	chr2:14	1	-0.004834982828392374
reference_split	ALL_MYELOID	chr2:15	13	0.004192094497440147
reference_split	ALL_MYELOID	chr2:16	14	0.0024944382386417148
reference_split	ALL_MYELOID	chr2:17	15	0.0032361564413795466
reference_split	ALL_MYELOID	chr2:18	12	0.004142191495369732
reference_split	ALL_MYELOID	chr2:19	15	0.005896295222158878
reference_split	ALL_MYELOID	chr2:2	15	-0.001976320736197317
reference_split	ALL_MYELOID	chr2:20	15	0.00021948803408514746
reference_split	ALL_MYELOID	chr2:21	14	-0.0011905219779655717
reference_split	ALL_MYELOID	chr2:22	6	-0.001876701552683684
reference_split	ALL_MYELOID	chr2:23	15	-0.00039961765127486233
reference_split	ALL_MYELOID	chr2:24	13	0.0026837575196724467
reference_split	ALL_MYELOID	chr2:3	15	-0.0005728143255160046
reference_split	ALL_MYELOID	chr2:4	15	-0.00011773746141483915
reference_split	ALL_MYELOID	chr2:5	11	0.0016905790820319405
reference_split	ALL_MYELOID	chr2:6	15	0.0028458331423489745
reference_split	ALL_MYELOID	chr2:7	15	0.0006123370488048636
reference_split	ALL_MYELOID	chr2:8	15	-0.001440916143411697
reference_split	ALL_MYELOID	chr2:9	14	0.002451126849300849
reference_split	ALL_MYELOID	chr3:0	14	-0.0020029933605408136
reference_split	ALL_MYELOID	chr3:1	15	-0.00043943201582946205
reference_split	ALL_MYELOID	chr3:10	15	-0.0010625967843251676
reference_split	ALL_MYELOID	chr3:11	14	-0.0015068047655464438
reference_split	ALL_MYELOID	chr3:12	15	3.9769717282863244e-05
reference_split	ALL_MYELOID	chr3:13	14	0.0003181457047102478
reference_split	ALL_MYELOID	chr3:14	15	0.0014846588042767494
reference_split	ALL_MYELOID	chr3:15	15	0.0006049021014820363
reference_split	ALL_MYELOID	chr3:17	14	-0.001864265252395924
reference_split	ALL_MYELOID	chr3:18	15	0.0027809711266845024
reference_split	ALL_MYELOID	chr3:19	15	0.0033369219073687397
reference_split	ALL_MYELOID	chr3:2	10	0.001301604470095415
reference_split	ALL_MYELOID	chr3:3	15	0.0037400715909243092
reference_split	ALL_MYELOID	chr3:4	15	0.002498098952338742
reference_split	ALL_MYELOID	chr3:5	15	-0.0005694511377008851
reference_split	ALL_MYELOID	chr3:6	10	-0.00043662548355259125
reference_split	ALL_MYELOID	chr3:9	1	-0.026676310183045747
reference_split	ALL_MYELOID	chr4:0	15	-0.003627749479329567
reference_split	ALL_MYELOID	chr4:1	10	-0.0020934097960908565
reference_split	ALL_MYELOID	chr4:10	15	0.0013533234752130545
reference_split	ALL_MYELOID	chr4:11	11	0.0016795628769452411
reference_split	ALL_MYELOID	chr4:12	10	0.0005069631370292302
reference_split	ALL_MYELOID	chr4:14	12	0.0004698374427313545
reference_split	ALL_MYELOID	chr4:15	12	-0.0025636455231023442
reference_split	ALL_MYELOID	chr4:16	11	-0.003073141947168666
reference_split	ALL_MYELOID	chr4:17	1	-0.00634860777618523
reference_split	ALL_MYELOID	chr4:18	13	-0.0022919236190574797
reference_split	ALL_MYELOID	chr4:3	11	-0.002072832429915028
reference_split	ALL_MYELOID	chr4:4	14	-0.002106241979586898
reference_split	ALL_MYELOID	chr4:5	14	-0.005291775351211175
reference_split	ALL_MYELOID	chr4:7	15	-0.006358009057778595
reference_split	ALL_MYELOID	chr4:8	15	0.0008429973369788749
reference_split	ALL_MYELOID	chr4:9	11	0.0030131833576740596
reference_split	ALL_MYELOID	chr5:0	13	-0.008052342965448125
reference_split	ALL_MYELOID	chr5:1	7	-0.006035477003416397
reference_split	ALL_MYELOID	chr5:11	15	0.001959377282213803
reference_split	ALL_MYELOID	chr5:12	8	-0.001652132343242948
reference_split	ALL_MYELOID	chr5:13	15	0.0009446069692541427
reference_split	ALL_MYELOID	chr5:14	15	0.0010900544207338083
reference_split	ALL_MYELOID	chr5:15	15	0.004031540179101222
reference_split	ALL_MYELOID	chr5:16	11	0.0015647587751540847
reference_split	ALL_MYELOID	chr5:17	15	0.002078909485833368
reference_split	ALL_MYELOID	chr5:3	15	0.0005136255284059348
reference_split	ALL_MYELOID	chr5:4	12	0.0003049442917087107
reference_split	ALL_MYELOID	chr5:5	15	0.00566843993977618
reference_split	ALL_MYELOID	chr5:6	14	0.0035098222598749884
reference_split	ALL_MYELOID	chr5:7	15	0.0022849550123529507
reference_split	ALL_MYELOID	chr5:8	14	0.004443288959296035
reference_split	ALL_MYELOID	chr5:9	15	0.006784634703978393
reference_split	ALL_MYELOID	chr6:0	15	0.003698654146018832
reference_split	ALL_MYELOID	chr6:1	15	0.00034908795007699905
reference_split	ALL_MYELOID	chr6:10	15	-0.0023272355887771954
reference_split	ALL_MYELOID	chr6:11	15	-0.0008937863296652466
reference_split	ALL_MYELOID	chr6:12	9	-0.0025291177805657756
reference_split	ALL_MYELOID	chr6:13	15	-0.0003937445640278267
reference_split	ALL_MYELOID	chr6:14	15	0.0001798111681020602
reference_split	ALL_MYELOID	chr6:15	15	0.001345354891308186
reference_split	ALL_MYELOID	chr6:16	6	-0.003218027612730387
reference_split	ALL_MYELOID	chr6:2	15	0.0012676007537867357
reference_split	ALL_MYELOID	chr6:3	15	-0.004850204336666912
reference_split	ALL_MYELOID	chr6:4	15	0.0018234327186788905
reference_split	ALL_MYELOID	chr6:5	7	-0.0016149880788828167
reference_split	ALL_MYELOID	chr6:7	14	-0.0014921450341860661
reference_split	ALL_MYELOID	chr6:8	14	-0.002513683907183619
reference_split	ALL_MYELOID	chr7:0	15	-0.0004732135361585939
reference_split	ALL_MYELOID	chr7:1	13	0.0016369899820394321
reference_split	ALL_MYELOID	chr7:10	15	-0.002177624133216907
reference_split	ALL_MYELOID	chr7:11	9	-0.0027618366762002756
reference_split	ALL_MYELOID	chr7:12	13	-0.0029720461711225587
reference_split	ALL_MYELOID	chr7:13	15	-0.00507291404041188
reference_split	ALL_MYELOID	chr7:14	15	-0.008256568918153758
reference_split	ALL_MYELOID	chr7:15	14	-0.00743461521007986
reference_split	ALL_MYELOID	chr7:2	15	0.004140299728940317
reference_split	ALL_MYELOID	chr7:3	15	0.004262463541596569
reference_split	ALL_MYELOID	chr7:4	15	0.0019805055491236676
reference_split	ALL_MYELOID	chr7:5	2	0.004011414326658361
reference_split	ALL_MYELOID	chr7:6	7	-0.0017611783977359748
reference_split	ALL_MYELOID	chr7:7	15	8.832831259860003e-05
reference_split	ALL_MYELOID	chr7:8	4	0.006857386494203628
reference_split	ALL_MYELOID	chr7:9	15	0.0004082479507628111
reference_split	ALL_MYELOID	chr8:0	2	0.010960081251360183
reference_split	ALL_MYELOID	chr8:1	13	0.0013871030544364837
reference_split	ALL_MYELOID	chr8:10	15	-0.002423734201284805
reference_split	ALL_MYELOID	chr8:12	14	0.0007959196496435907
reference_split	ALL_MYELOID	chr8:14	15	-0.00029415407237739
reference_split	ALL_MYELOID	chr8:2	15	0.001395476186407397
reference_split	ALL_MYELOID	chr8:3	15	-0.00020366084766328997
reference_split	ALL_MYELOID	chr8:4	14	-0.0015950967192256038
reference_split	ALL_MYELOID	chr8:5	15	-0.0008978800645522629
reference_split	ALL_MYELOID	chr8:6	11	-0.00034081964955055404
reference_split	ALL_MYELOID	chr8:7	12	-0.0029043414537340234
reference_split	ALL_MYELOID	chr8:8	14	-0.0023166008781323163
reference_split	ALL_MYELOID	chr8:9	14	-0.0016157900100120506
reference_split	ALL_MYELOID	chr9:0	13	0.002675348534918911
reference_split	ALL_MYELOID	chr9:1	5	-0.003775262731644495
reference_split	ALL_MYELOID	chr9:10	8	-0.004759799632350521
reference_split	ALL_MYELOID	chr9:11	12	-0.004148748739225044
reference_split	ALL_MYELOID	chr9:12	15	-0.002073360016666919
reference_split	ALL_MYELOID	chr9:13	15	0.005180346571687537
reference_split	ALL_MYELOID	chr9:2	1	0.00438187066328633
reference_split	ALL_MYELOID	chr9:3	15	0.0006799733188394637
reference_split	ALL_MYELOID	chr9:7	15	0.0015294677721039269
reference_split	ALL_MYELOID	chr9:8	15	-0.0032507177613094584
reference_split	ALL_MYELOID	chr9:9	15	-0.003897493233186385
reference_split	Macrophages	chr10:0	13	0.005592624368550795
reference_split	Macrophages	chr10:1	14	0.0008301198444906692
reference_split	Macrophages	chr10:10	14	0.0013999132939416833
reference_split	Macrophages	chr10:11	14	0.003113573052421919
reference_split	Macrophages	chr10:12	13	0.004891293873240014
reference_split	Macrophages	chr10:13	3	0.013609134098902083
reference_split	Macrophages	chr10:2	13	-0.001555711966465378
reference_split	Macrophages	chr10:3	8	-0.0020990297605545548
reference_split	Macrophages	chr10:4	9	-0.003479980968286627
reference_split	Macrophages	chr10:5	1	0.006146536954470353
reference_split	Macrophages	chr10:6	14	-0.0022094283453569386
reference_split	Macrophages	chr10:7	14	0.001428834749442928
reference_split	Macrophages	chr10:8	14	-0.0004944045024100325
reference_split	Macrophages	chr10:9	12	-0.0008331496975538397
reference_split	Macrophages	chr11:0	14	0.0022292754324880386
reference_split	Macrophages	chr11:1	14	0.00883855336277911
reference_split	Macrophages	chr11:10	14	-0.0028275689285774735
reference_split	Macrophages	chr11:11	14	-0.011005311913308391
reference_split	Macrophages	chr11:12	13	-0.017750471671361415
reference_split	Macrophages	chr11:3	13	0.005197528483231396
reference_split	Macrophages	chr11:4	13	0.003235433935918869
reference_split	Macrophages	chr11:5	12	0.0009365929557388885
reference_split	Macrophages	chr11:6	14	0.003802366062307986
reference_split	Macrophages	chr11:7	14	0.0024585881263371285
reference_split	Macrophages	chr11:8	13	0.0019717620617708473
reference_split	Macrophages	chr11:9	13	0.0003703815391213648
reference_split	Macrophages	chr12:0	14	0.0021467986629708628
reference_split	Macrophages	chr12:1	14	-0.005351928098711304
reference_split	Macrophages	chr12:10	14	0.0029364235998749068
reference_split	Macrophages	chr12:11	14	-0.001272770987599382
reference_split	Macrophages	chr12:12	14	0.00017230954369146099
reference_split	Macrophages	chr12:13	5	0.005083694821335917
reference_split	Macrophages	chr12:2	14	-0.009481895458047934
reference_split	Macrophages	chr12:3	3	-0.0019254891167705564
reference_split	Macrophages	chr12:4	14	-0.00051815191012067
reference_split	Macrophages	chr12:5	14	0.001072430318344115
reference_split	Macrophages	chr12:6	14	0.001174508576929184
reference_split	Macrophages	chr12:7	14	-0.005908173026795366
reference_split	Macrophages	chr12:8	1	-0.014391402799148344
reference_split	Macrophages	chr12:9	14	-0.0003592936611980466
reference_split	Macrophages	chr13:10	1	-0.005445113957430199
reference_split	Macrophages	chr13:11	12	-0.010293943836684553
reference_split	Macrophages	chr13:2	14	-0.011313580195014066
reference_split	Macrophages	chr13:3	12	-0.011862628004256958
reference_split	Macrophages	chr13:4	14	-0.004599111998124273
reference_split	Macrophages	chr13:5	1	0.020497897763259144
reference_split	Macrophages	chr13:7	12	-0.0024761930666997527
reference_split	Macrophages	chr13:9	10	0.014560623100874248
reference_split	Macrophages	chr14:10	14	-0.006624509362221436
reference_split	Macrophages	chr14:2	14	-0.00115855908050414
reference_split	Macrophages	chr14:3	14	-0.00890527390827008
reference_split	Macrophages	chr14:4	10	-0.01460549288957504
reference_split	Macrophages	chr14:5	14	-0.0010248146621834933
reference_split	Macrophages	chr14:6	14	0.002330590818754048
reference_split	Macrophages	chr14:7	14	-0.0020406520866202817
reference_split	Macrophages	chr14:9	14	-0.005430477764301882
reference_split	Macrophages	chr15:2	1	0.00701040795881247
reference_split	Macrophages	chr15:3	12	-0.006384685794829418
reference_split	Macrophages	chr15:4	14	-0.003508151435949633
reference_split	Macrophages	chr15:5	14	-0.0007672358960605695
reference_split	Macrophages	chr15:6	14	0.002647288852776345
reference_split	Macrophages	chr15:7	14	0.0022280111901699816
reference_split	Macrophages	chr15:8	14	0.0005848287830233176
reference_split	Macrophages	chr15:9	9	0.0046743055297507816
reference_split	Macrophages	chr16:0	14	0.0032001445004853873
reference_split	Macrophages	chr16:1	14	-0.00030856799147690545
reference_split	Macrophages	chr16:2	14	-0.0005337400771670382
reference_split	Macrophages	chr16:3	14	-0.0005778665995366057
reference_split	Macrophages	chr16:4	4	-0.003897936824827454
reference_split	Macrophages	chr16:5	14	-0.005538312110093236
reference_split	Macrophages	chr16:6	14	-0.00010480172830889593
reference_split	Macrophages	chr16:7	14	0.0013026590124823117
reference_split	Macrophages	chr16:8	14	0.0033175496131546997
reference_split	Macrophages	chr17:0	14	0.0025391469499858855
reference_split	Macrophages	chr17:1	14	0.002280999495039328
reference_split	Macrophages	chr17:2	14	-0.003576562425215683
reference_split	Macrophages	chr17:3	14	-0.008292144731050213
reference_split	Macrophages	chr17:4	14	-0.000931739735799116
reference_split	Macrophages	chr17:5	14	-0.0017366137899856359
reference_split	Macrophages	chr17:6	14	-0.0005510374542113302
reference_split	Macrophages	chr17:7	14	-0.004222069665436841
reference_split	Macrophages	chr17:8	14	-0.0020120854882181133
reference_split	Macrophages	chr18:0	14	0.0022198662419762173
reference_split	Macrophages	chr18:1	7	-0.005369857248468835
reference_split	Macrophages	chr18:2	11	-1.5742688877253787e-05
reference_split	Macrophages	chr18:3	10	-0.0044479348057829046
reference_split	Macrophages	chr18:4	11	-0.004741113257235078
reference_split	Macrophages	chr18:5	14	-0.005744687459851429
reference_split	Macrophages	chr18:6	4	-0.008976785984919638
reference_split	Macrophages	chr18:7	7	-0.009564226828794233
reference_split	Macrophages	chr19:0	14	0.008848827497840054
reference_split	Macrophages	chr19:1	14	0.003374998965625421
reference_split	Macrophages	chr19:2	6	-0.0012701512570016703
reference_split	Macrophages	chr19:3	14	0.015885325233488016
reference_split	Macrophages	chr19:4	14	-9.429736497008975e-05
reference_split	Macrophages	chr19:5	14	0.0009807692108972847
reference_split	Macrophages	chr1:0	14	0.0024627299577525616
reference_split	Macrophages	chr1:1	14	5.064906813985991e-05
reference_split	Macrophages	chr1:10	14	-0.004731239740887534
reference_split	Macrophages	chr1:11	14	0.0007773346823721482
reference_split	Macrophages	chr1:14	12	0.004573715297516648
reference_split	Macrophages	chr1:15	14	-0.0012816097395131536
reference_split	Macrophages	chr1:16	14	0.002242478909940656
reference_split	Macrophages	chr1:17	14	0.0008217158203848837
reference_split	Macrophages	chr1:18	14	0.007116111445440759
reference_split	Macrophages	chr1:19	13	0.011029206520106609
reference_split	Macrophages	chr1:2	14	-0.0003999769891850069
reference_split	Macrophages	chr1:20	14	0.006441522982908403
reference_split	Macrophages	chr1:21	12	-0.0032435003047104013
reference_split	Macrophages	chr1:22	14	-0.003161366367661798
reference_split	Macrophages	chr1:23	13	-0.006786975731884671
reference_split	Macrophages	chr1:24	12	-0.008843034041274666
reference_split	Macrophages	chr1:3	14	0.0006370370870369482
reference_split	Macrophages	chr1:4	14	-0.005087275158857796
reference_split	Macrophages	chr1:5	14	0.0007173187058756007
reference_split	Macrophages	chr1:6	13	0.006239815319488066
reference_split	Macrophages	chr1:7	13	0.0019313340295623134
reference_split	Macrophages	chr1:8	14	-0.0008362011070556504
reference_split	Macrophages	chr1:9	13	-0.005203003029537031
reference_split	Macrophages	chr20:0	14	0.004531749778518341
reference_split	Macrophages	chr20:1	5	-0.0004254205630725951
reference_split	Macrophages	chr20:2	12	0.0030569071092835087
reference_split	Macrophages	chr20:3	14	0.002562025569610308
reference_split	Macrophages	chr20:4	14	-0.0019987632849948907
reference_split	Macrophages	chr20:5	14	0.0022640296922926584
reference_split	Macrophages	chr20:6	13	0.0030041636841256912
reference_split	Macrophages	chr21:2	3	0.004101662199017547
reference_split	Macrophages	chr21:3	14	-0.0006026589720594223
reference_split	Macrophages	chr21:4	14	-0.007708616986345687
reference_split	Macrophages	chr22:1	9	-0.008561422461115242
reference_split	Macrophages	chr22:2	14	0.011416658139668249
reference_split	Macrophages	chr22:3	14	0.009973263536033361
reference_split	Macrophages	chr22:4	14	0.00575986244823354
reference_split	Macrophages	chr22:5	3	-0.005466947418011782
reference_split	Macrophages	chr2:0	13	-0.005201312077934236
reference_split	Macrophages	chr2:1	10	-0.00957606824574107
reference_split	Macrophages	chr2:10	14	-0.0011893183845164321
reference_split	Macrophages	chr2:11	14	0.0014011847806931904
reference_split	Macrophages	chr2:12	8	0.0008897248858107444
reference_split	Macrophages	chr2:13	14	0.0038445378322812707
reference_split	Macrophages	chr2:14	1	0.007069380019301031
reference_split	Macrophages	chr2:15	12	0.002356040764891931
reference_split	Macrophages	chr2:16	13	0.0017111430985598565
reference_split	Macrophages	chr2:17	14	0.002406901199548919
reference_split	Macrophages	chr2:18	11	-0.0005596856901491765
reference_split	Macrophages	chr2:19	14	-0.001483697516437848
reference_split	Macrophages	chr2:2	14	-0.0073603872246404784
reference_split	Macrophages	chr2:20	14	-6.839479071232488e-05
reference_split	Macrophages	chr2:21	13	-9.319352937106533e-05
reference_split	Macrophages	chr2:22	5	-0.0023632357665651837
reference_split	Macrophages	chr2:23	14	-0.0031642937029648164
reference_split	Macrophages	chr2:24	12	-0.0013590935846046742
reference_split	Macrophages	chr2:3	14	-0.002198627869488094
reference_split	Macrophages	chr2:4	14	-0.002566666338301833
reference_split	Macrophages	chr2:5	10	-0.00013665541078364038
reference_split	Macrophages	chr2:6	14	-0.004242478089497322
reference_split	Macrophages	chr2:7	14	-0.0033649950592301594
reference_split	Macrophages	chr2:8	14	-0.003280263692773212
reference_split	Macrophages	chr2:9	13	0.0034754941436455616
reference_split	Macrophages	chr3:0	13	-0.002200882537971666
reference_split	Macrophages	chr3:1	14	-0.0003292770616503377
reference_split	Macrophages	chr3:10	14	-0.0018263137713698386
reference_split	Macrophages	chr3:11	13	-0.0025164686298359993
reference_split	Macrophages	chr3:12	14	0.0015453854548117267
reference_split	Macrophages	chr3:13	13	0.004259536618703952
reference_split	Macrophages	chr3:14	14	0.0019365571971871637
reference_split	Macrophages	chr3:15	14	0.001196011226790077
reference_split	Macrophages	chr3:17	13	-0.0005009132917691826
reference_split	Macrophages	chr3:18	14	0.006947815131256013
reference_split	Macrophages	chr3:19	14	0.008250920291260308
reference_split	Macrophages	chr3:2	9	0.0019696269296908164
reference_split	Macrophages	chr3:3	14	0.002385404526528109
reference_split	Macrophages	chr3:4	14	0.003293896832057904
reference_split	Macrophages	chr3:5	14	0.0023028765705970554
reference_split	Macrophages	chr3:6	9	0.0045074940691600795
reference_split	Macrophages	chr3:9	1	-0.04684527005824919
reference_split	Macrophages	chr4:0	14	-0.0014048600801085738
reference_split	Macrophages	chr4:1	9	-0.002674638186352877
reference_split	Macrophages	chr4:10	14	-0.0023395150682823684
reference_split	Macrophages	chr4:11	10	-0.002508984969124792
reference_split	Macrophages	chr4:12	9	-0.0036829664807125203
reference_split	Macrophages	chr4:14	11	-0.002487324392448134
reference_split	Macrophages	chr4:15	11	-0.005838615855163095
reference_split	Macrophages	chr4:16	10	-0.0003429423063684941
reference_split	Macrophages	chr4:17	1	0.00492033260937122
reference_split	Macrophages	chr4:18	12	0.0033456029740579415
reference_split	Macrophages	chr4:3	10	-0.0029282381927651585
reference_split	Macrophages	chr4:4	13	-0.0042683044479563574
reference_split	Macrophages	chr4:5	13	-0.007011734026033885
reference_split	Macrophages	chr4:7	14	-0.018619390455133254
reference_split	Macrophages	chr4:8	14	-0.008005734978811763
reference_split	Macrophages	chr4:9	10	-0.000998007481657201
reference_split	Macrophages	chr5:0	12	-0.0018086355773755866
reference_split	Macrophages	chr5:1	6	0.00025504410741101206
reference_split	Macrophages	chr5:11	14	0.0008227401209552837
reference_split	Macrophages	chr5:12	7	-0.0005572613654539717
reference_split	Macrophages	chr5:13	14	0.0004546417612886471
reference_split	Macrophages	chr5:14	14	0.003691185038157085
reference_split	Macrophages	chr5:15	14	0.0036384364486400527
reference_split	Macrophages	chr5:16	10	0.003989862398859413
reference_split	Macrophages	chr5:17	14	-0.002923249157813878
reference_split	Macrophages	chr5:3	14	0.012941511092666528
reference_split	Macrophages	chr5:4	11	0.011672677832449125
reference_split	Macrophages	chr5:5	14	0.01321773946220931
reference_split	Macrophages	chr5:6	13	0.003945710884081081
reference_split	Macrophages	chr5:7	14	0.0010361477419663385
reference_split	Macrophages	chr5:8	13	0.002184793894829588
reference_split	Macrophages	chr5:9	14	0.0033505456870464045
reference_split	Macrophages	chr6:0	14	-0.006717942385282951
reference_split	Macrophages	chr6:1	14	-0.004782494916718726
reference_split	Macrophages	chr6:10	14	-0.0016032980504257295
reference_split	Macrophages	chr6:11	14	-0.001230719710156632
reference_split	Macrophages	chr6:12	8	-0.001350892732037385
reference_split	Macrophages	chr6:13	14	-0.0003872146198236785
reference_split	Macrophages	chr6:14	14	0.002255652301047537
reference_split	Macrophages	chr6:15	14	-0.0059678977139871565
reference_split	Macrophages	chr6:16	6	-0.004436029822094448
reference_split	Macrophages	chr6:2	14	-0.006048074207150626
reference_split	Macrophages	chr6:3	14	-0.0005915001250511963
reference_split	Macrophages	chr6:4	14	0.0025330920458096484
reference_split	Macrophages	chr6:5	6	0.0019391481406018938
reference_split	Macrophages	chr6:7	13	0.004870151563531271
reference_split	Macrophages	chr6:8	13	2.205990156594318e-05
reference_split	Macrophages	chr7:0	14	0.0008414076243876187
reference_split	Macrophages	chr7:1	12	0.007684399487244903
reference_split	Macrophages	chr7:10	14	-0.001753284467387473
reference_split	Macrophages	chr7:11	8	-0.005389114998036734
reference_split	Macrophages	chr7:12	12	-0.003953211876778166
reference_split	Macrophages	chr7:13	14	-0.004558861668638114
reference_split	Macrophages	chr7:14	14	-0.009933648559492626
reference_split	Macrophages	chr7:15	13	-0.01805772064247977
reference_split	Macrophages	chr7:2	14	0.005907879992907984
reference_split	Macrophages	chr7:3	14	0.004447153307452231
reference_split	Macrophages	chr7:4	14	-0.0005114465331064737
reference_split	Macrophages	chr7:5	1	0.010055429574650495
reference_split	Macrophages	chr7:6	6	-0.0015632356074461427
reference_split	Macrophages	chr7:7	14	0.002017432711443712
reference_split	Macrophages	chr7:8	4	0.0077438030786990165
reference_split	Macrophages	chr7:9	14	0.0016334090626525972
reference_split	Macrophages	chr8:0	2	0.010907663217846066
reference_split	Macrophages	chr8:1	12	-0.006768149812987678
reference_split	Macrophages	chr8:10	14	-0.004892082677464627
reference_split	Macrophages	chr8:12	13	-0.0005120611255763998
reference_split	Macrophages	chr8:14	14	-0.0008271592401258582
reference_split	Macrophages	chr8:2	14	-0.0002041828716984383
reference_split	Macrophages	chr8:3	14	-0.003980013073057663
reference_split	Macrophages	chr8:4	13	-0.007008636559023811
reference_split	Macrophages	chr8:5	14	-0.007189569522749023
reference_split	Macrophages	chr8:6	10	-0.003893081829275332
reference_split	Macrophages	chr8:7	11	-0.012677098397275056
reference_split	Macrophages	chr8:8	13	-0.006650905823990259
reference_split	Macrophages	chr8:9	13	-0.004576119752172584
reference_split	Macrophages	chr9:0	12	7.99566901883302e-05
reference_split	Macrophages	chr9:1	5	-0.00874964507338066
reference_split	Macrophages	chr9:10	7	-0.006232274292620479
reference_split	Macrophages	chr9:11	11	-0.004352687877084828
reference_split	Macrophages	chr9:12	14	0.0012830607448727392
reference_split	Macrophages	chr9:13	14	0.0055812756029217925
reference_split	Macrophages	chr9:3	14	0.0006392482556884467
reference_split	Macrophages	chr9:7	14	0.0038720135524341337
reference_split	Macrophages	chr9:8	14	-0.004017828384524064
reference_split	Macrophages	chr9:9	14	-0.002114870082799481
reference_split	Mast_cells	chr10:0	5	-0.03224630499478215
reference_split	Mast_cells	chr10:1	5	-0.01639014888683212
reference_split	Mast_cells	chr10:10	5	0.0021274471789872636
reference_split	Mast_cells	chr10:11	5	-0.005025371676804726
reference_split	Mast_cells	chr10:12	5	-0.013416580880717486
reference_split	Mast_cells	chr10:13	1	-0.0957854144647005
reference_split	Mast_cells	chr10:2	5	0.005111020636029175
reference_split	Mast_cells	chr10:3	3	-0.009788721936920783
reference_split	Mast_cells	chr10:4	5	-0.009825783212608722
reference_split	Mast_cells	chr10:6	5	-0.012430582867692969
reference_split	Mast_cells	chr10:7	5	-0.0029150212038323554
