gene	current_pool	history_only	n_current_relations	RNA_status	RNA_n	RNA_effect	RNA_p	RNA_q	RNA_positive_pairs	RNA_negative_pairs	RNA_tier	CAMP_evaluable	CAMP_nominal	CAMP_FDR	Wu_ER_top	Wu_HER2_top	Wu_TNBC_top	interpretation_cn	limitation_cn	next_action_cn	RNA_source	relation_source	cell_source	judgment_type	new_patient_statistics	Wu2021__source_status	Wu2021__reason	Wu2021__display_top	Wu2021__mechanical_top	Wu2021__top_n	Wu2021__top_detection	Wu2021__bootstrap	Pal2021_reprocessed__source_status	Pal2021_reprocessed__reason	Pal2021_reprocessed__display_top	Pal2021_reprocessed__mechanical_top	Pal2021_reprocessed__top_n	Pal2021_reprocessed__top_detection	Pal2021_reprocessed__bootstrap
GOT2	True	False	2	DONE	45.0	0.4577422825587414	3.030567941151893e-07	2.038745705865819e-06	32.0	13.0	FDR_SUPPORTED	2	1	0	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.26313019938138227	0.495	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.1562445759136066	0.997
GPCPD1	True	False	2	DONE	45.0	-0.1529797052659347	0.0800760596624146	0.12881800902214524	18.0	27.0	NOT_NOMINAL_SIGNIFICANT	2	1	1	Myeloid	Myeloid	Myeloid	CAMP内部负关联对已做组成代理调整较稳定，可作为内部患者联系参照。	外部关联支持不足；髓系表达较高不等于唯一作用细胞；调整不是去除全部混杂。	保留内部支持与外部未支持并列。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Myeloid	Myeloid	26	0.2711731456654018	0.998	DONE	NA	Myeloid	Myeloid	30	0.16136437726453365	0.996
GPI	True	False	2	DONE	45.0	0.0551949935466601	0.6224253324420936	0.7015349836521529	23.0	22.0	NOT_NOMINAL_SIGNIFICANT	2	2	2	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	保留CAMP内部关联，但Tang已可评估且未支持正向关联。	不能再统一标外部缺测；小队列宽区间也不能证明反向作用。	不以换模型追求显著，保留队列不一致。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.49471968795163723	0.999	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.2944649998594604	0.989
GSR	True	False	1	DONE	45.0	0.4392929394654898	8.682898462591044e-06	4.145383782140241e-05	37.0	8.0	FDR_SUPPORTED	1	0	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.1586446643036416	1.0	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.06483381053741535	0.98
GSS	True	False	2	DONE	45.0	0.2325379119019448	5.2473320439287976e-05	0.0002098932817571519	33.0	12.0	FDR_SUPPORTED	2	0	0	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.2997292943829862	0.849	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.1294909857190932	0.99
HAL	True	False	1	DONE	45.0	0.0911456204153416	0.2028713881343959	0.2887015908066403	25.0	20.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	NA	Myeloid	NA	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Malignant_epithelial	20	0.005042194618757973	NA	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Endothelial	23	0.0014404016010800633	NA
HPD	True	False	1	DONE	45.0	-0.2017271025053407	0.0250631553812582	0.04695375944843308	11.0	34.0	FDR_SUPPORTED	1	0	0	NA	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.04287646969986434	0.894	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Malignant_epithelial	33	0.001332691987090042	NA
HPRT1	True	False	2	DONE	45.0	0.4248762467336591	1.003033524036216e-06	5.937958462294399e-06	33.0	12.0	FDR_SUPPORTED	2	1	0	Nonmalignant_epithelial	Myeloid	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.3660080658480825	0.825	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.19798263622995974	0.548
IDNK	True	False	2	DONE	45.0	-0.2185931855707212	0.0001003203465562	0.00037118528225793995	9.0	36.0	FDR_SUPPORTED	2	0	0	Myeloid	Myeloid	Nonmalignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Nonmalignant_epithelial	Nonmalignant_epithelial	10	0.0974167674036849	0.955	DONE	NA	Mast_cells	Mast_cells	12	0.028137158850465843	0.966
IMPA1	True	False	1	DONE	45.0	-0.0053937680654324	0.9275089051094928	0.9466987445255513	23.0	22.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	Endothelial	T_NK_cells	Endothelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Endothelial	Endothelial	24	0.1059921177241171	0.943	DONE	NA	Mast_cells	Mast_cells	12	0.03538016801816545	0.718
IMPA2	True	False	1	DONE	45.0	0.1250935328249695	0.1127161496985833	0.17247599459354124	19.0	26.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.18668981347575037	0.981	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.18304435495044663	1.0
KHK	True	False	1	DONE	45.0	0.0446263938480093	0.313867361939917	0.39702879971886934	24.0	21.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	Nonmalignant_epithelial	Malignant_epithelial	Nonmalignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Nonmalignant_epithelial	Nonmalignant_epithelial	10	0.08705638933666895	0.824	DONE	NA	Plasma_cells	Plasma_cells	17	0.03297714165488448	0.692
KMO	True	False	1	DONE	45.0	0.9080987413149172	5.046505937334883e-06	2.4896095957518753e-05	36.0	9.0	FDR_SUPPORTED	1	1	0	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Myeloid	Myeloid	26	0.13145972454465749	0.947	DONE	NA	Myeloid	Myeloid	30	0.05056387642772537	0.762
KYNU	True	False	1	DONE	45.0	0.6422700618256811	0.0018117301973359	0.004395673265667429	32.0	13.0	FDR_SUPPORTED	1	1	1	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Myeloid	Myeloid	26	0.3050631185546465	0.997	DONE	NA	Myeloid	Myeloid	30	0.15518848634692925	1.0
LDHA	True	False	1	DONE	45.0	-0.0202724359356821	0.8111479319861323	0.8574992423853399	21.0	24.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	Nonmalignant_epithelial	Perivascular	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.7979982962875549	0.729	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.6070217666533342	0.536
LDHB	True	False	1	DONE	45.0	-0.3977786381843637	0.0042910855389389	0.00967944367447151	15.0	30.0	FDR_SUPPORTED	1	0	0	Perivascular	Perivascular	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Perivascular	Perivascular	24	0.5981636946211756	0.678	DONE	NA	Perivascular	Perivascular	15	0.4655397347851074	0.767
LPCAT1	True	False	3	DONE	45.0	0.46498406319875824	2.646923012749666e-10	9.793615147173764e-09	39.0	6.0	FDR_SUPPORTED	3	3	0	Myeloid	B_cells	Myeloid	配对RNA升高并有既有功能背景。	Wu髓系、Pal内皮最高；HER2+中的B/髓系均值接近，不是稳定细胞特异。	不强制指定一个唯一作用细胞。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE		Myeloid	Myeloid	26	0.11586232405889303	0.853	DONE		Endothelial	Endothelial	23	0.07512762736120684	0.79
LPCAT2	True	False	2	DONE	45.0	-0.37229435933749955	0.001907514284433179	0.0045534211950985564	14.0	31.0	FDR_SUPPORTED	2	0	0	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE		Myeloid	Myeloid	26	0.27291867723581037	0.931	DONE		Mast_cells	Mast_cells	12	0.14578204408603065	0.992
LPCAT3	True	False	3	DONE	45.0	0.09756391877319143	0.23766063001739254	0.3256830855793898	25.0	20.0	NOT_NOMINAL_SIGNIFICANT	3	0	0	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE		Nonmalignant_epithelial	Nonmalignant_epithelial	10	0.3003918894827421	0.7	DONE		Malignant_epithelial	Malignant_epithelial	33	0.1243857406821653	0.999
LPCAT4	True	False	4	NEEDS_REVIEW	NA	NA	NA	NA	NA	NA	NEEDS_REVIEW	0	0	0	Endothelial	Endothelial	Endothelial	单细胞稳定ID匹配提供了来源背景。	单细胞身份解决不自动解除CAMP微阵列探针身份待核。	患者RNA及相关继续沿用待核状态。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE		Endothelial	Endothelial	24	0.22856766221082636	1.0	DONE		Endothelial	Endothelial	23	0.07070519953044238	0.999
LYPLA1	True	False	3	DONE	45.0	0.4816929530817019	1.1941768946186584e-05	5.5230681376112947e-05	34.0	11.0	FDR_SUPPORTED	3	2	2	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	新增候选中患者线索与恶性上皮表达背景较清楚，值得优先讨论。	1-palmitoyl-GPC不是游离GPC；当前精确关系尚无可用外部检验，来源不证明脂质介导。	保留为讨论对象，不宣布唯一主线。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE		Malignant_epithelial	Malignant_epithelial	20	0.6060192987299409	1.0	DONE		Malignant_epithelial	Malignant_epithelial	33	0.41780489889559347	1.0
LYPLA2	True	False	4	DONE	45.0	0.2863609930087285	4.040147212020904e-09	5.394877037280077e-08	38.0	7.0	FDR_SUPPORTED	4	0	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	配对RNA升高，两研究恶性上皮来源一致。	已有功能记录的模型身份限制仍在；不能自动继承LYPLA1证据。	按自身证据讨论。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE		Malignant_epithelial	Malignant_epithelial	20	0.4157441859752439	1.0	DONE		Malignant_epithelial	Malignant_epithelial	33	0.20347354508123644	0.996
MAT1A	False	True	0	HISTORICAL_ONLY	NA	NA	NA	NA	NA	NA	HISTORICAL_ONLY	0	0	0	NA	NA	NA	历史候选保留，不在当前190项入口直接池；原证据不删除。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Malignant_epithelial	20	0.003960209357236837	NA	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Malignant_epithelial	33	0.0017443634892315145	NA
MAT2A	False	True	0	HISTORICAL_ONLY	NA	NA	NA	NA	NA	NA	HISTORICAL_ONLY	0	0	0	Myeloid	Perivascular	Myeloid	历史候选保留，不在当前190项入口直接池；原证据不删除。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Perivascular	Perivascular	24	0.39171463932216316	0.527	DONE	NA	Myeloid	Myeloid	30	0.2738726432611911	0.885
MDH1	True	False	1	DONE	45.0	-0.3775350218497361	0.0030963459941473	0.007160300111465631	19.0	26.0	FDR_SUPPORTED	1	0	0	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	Tang新增较强苹果酸关联，作为小队列新线索保留。	FUSCC点估计接近零；RNA肿瘤较低与肿瘤内部正相关是不同问题；不可混用MDH2证据。	不升为全池第一名。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.5841528818186899	0.871	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.31407879405543426	0.965
MDH2	True	False	1	DONE	45.0	0.1000247404357883	0.07033019623934	0.11565410048247023	24.0	21.0	NOT_NOMINAL_SIGNIFICANT	1	1	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.7586745213248328	1.0	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.4924333123568161	1.0
MGAM	True	False	2	DONE	45.0	-0.0980635619515537	0.3132119433841037	0.39702879971886934	16.0	29.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	NA	Myeloid	NA	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Myeloid	26	0.006406766661561387	NA	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Myeloid	30	0.0037611563376335863	NA
MGLL	True	False	7	DONE	45.0	-1.1314647735344583	7.018741036518459e-10	2.0775473468094637e-08	5.0	40.0	FDR_SUPPORTED	7	4	0	Endothelial	Endothelial	Endothelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE		Endothelial	Endothelial	24	0.42125882923480223	1.0	DONE		Perivascular	Perivascular	15	0.2422358365247533	0.977
MPI	True	False	2	DONE	45.0	-0.075134686916673	0.0876158989672799	0.13943175319524115	16.0	29.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	Nonmalignant_epithelial	Malignant_epithelial	Nonmalignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Nonmalignant_epithelial	Nonmalignant_epithelial	10	0.14011610215759843	0.816	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.0628302042481667	0.704
NAGK	True	False	2	DONE	45.0	0.4258858530877447	8.976333998534972e-09	9.86274383072323e-08	36.0	9.0	FDR_SUPPORTED	2	1	0	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Myeloid	Myeloid	26	0.4228477909776761	1.0	DONE	NA	Myeloid	Myeloid	30	0.293328883937938	1.0
NAMPT	True	False	1	DONE	45.0	-0.4060242220564979	0.0010250985885938	0.0027091891269978995	15.0	30.0	FDR_SUPPORTED	1	0	0	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Myeloid	Myeloid	26	0.6640439890214732	1.0	DONE	NA	Myeloid	Myeloid	30	0.47312717268238796	1.0
